input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,source
1state2ap2acc_00000.hoa,LTL,daisy,0.070,0,1,0,1,1.0,256b0f7a8d39,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00000.hoa
1state2ap2acc_00001.hoa,LTL,daisy,0.070,G(!a & !b),6,1,6,1.0,e445d2807c1d,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00001.hoa
1state2ap2acc_00003.hoa,LTL,daisy,0.071,G!b,3,1,3,1.0,beb932f4519f,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00003.hoa
1state2ap2acc_00006.hoa,LTL,daisy,0.071,G((!a & b) | (a & !b)),8,1,10,1.2,3d4e507049ec,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00006.hoa
1state2ap2acc_00007.hoa,LTL,daisy,0.072,G(!a | !b),6,1,6,1.0,15b244482976,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00007.hoa
1state2ap2acc_00015.hoa,LTL,daisy,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00015.hoa
1state2ap2acc_00016.hoa,LTL,daisy,0.069,0,1,0,1,1.0,256b0f7a8d39,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00016.hoa
1state2ap2acc_00018.hoa,LTL,daisy+deep_roundtrip+inv,0.074,G(!b & Fa),6,2,6,1.0,b95f73d3b107,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00018.hoa
1state2ap2acc_00019.hoa,LTL,daisy,0.070,G!b,3,1,3,1.0,beb932f4519f,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00019.hoa
1state2ap2acc_00020.hoa,LTL,daisy+deep_roundtrip+inv,0.072,G(!a & Fb),6,2,6,1.0,3d067e1ae33a,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00020.hoa
1state2ap2acc_00022.hoa,LTL,daisy+deep_roundtrip+inv,0.076,G((!a | !b) & F(a | b)),9,2,11,1.2,37784603deaa,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00022.hoa
1state2ap2acc_00023.hoa,LTL,daisy,0.072,G(!a | !b),6,1,6,1.0,15b244482976,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00023.hoa
1state2ap2acc_00024.hoa,LTL,daisy,0.075,G(((!a & !b) | (a & b)) & F(a & b)),10,2,15,1.5,d23ee29133c1,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00024.hoa
1state2ap2acc_00025.hoa,LTL,daisy,0.071,G((!a & !b) | (a & b)),8,1,10,1.2,d356d3f97b83,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00025.hoa
1state2ap2acc_00026.hoa,LTL,daisy,0.073,G((a | !b) & Fa),7,2,8,1.1,5ff8ee7ea254,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00026.hoa
1state2ap2acc_00028.hoa,LTL,daisy,0.071,G((!a | b) & Fb),7,2,8,1.1,c85efe76bda3,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00028.hoa
1state2ap2acc_00030.hoa,LTL,daisy,0.071,GF(a | b),5,2,5,1.0,9929b25c168b,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00030.hoa
1state2ap2acc_00031.hoa,LTL,daisy,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00031.hoa
1state2ap2acc_00041.hoa,LTL,daisy+deep_roundtrip+inv,0.074,G((a | !b) & F(!a | b)),9,2,11,1.2,069a11e2bf76,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00041.hoa
1state2ap2acc_00052.hoa,LTL,daisy,0.073,G((!a | !b) & F(!a & b)),9,2,12,1.3,185a84f1790d,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00052.hoa
1state2ap2acc_00060.hoa,LTL,daisy,0.070,GFb,3,2,3,1.0,1dbffa7ebfe4,TRUE,genaut/corpus/1state2ap2acc/1state2ap2acc_00060.hoa
