op,case,calc_ms,spot_ms,spot2_ms,nodes,cells,linked,note
align,3state1ap0acc_029253×3state1ap0acc_092170,0.0642,,,67,4489,121,cold
align,3state1ap0acc_029264_c×3state1ap0acc_078180,0.3439,,,357,127449,842,cold
align,3state1ap0acc_029264×3state1ap0acc_075332_c,1.1817,,,1207,1456849,1083,cold
align,3state1ap0acc_029288_c×3state1ap0acc_075814,0.2001,,,232,53824,320,cold
align,3state1ap0acc_029316_c×3state1ap0acc_029709_c,0.0915,,,93,8649,260,cold
align,3state1ap0acc_029316×3state1ap0acc_071946_c,0.0257,,,20,400,56,cold
align,3state1ap0acc_029708×3state1ap0acc_030732_c,0.575,,,606,367236,996,cold
align,3state1ap0acc_029708×3state1ap0acc_031236,0.197,,,186,34596,776,cold
align,3state1ap0acc_029732_c×3state1ap0acc_074830,0.2377,,,245,60025,533,cold
align,3state1ap0acc_029740×3state1ap0acc_061516_c,0.0637,,,64,4096,227,cold
align,3state1ap0acc_029796_c×3state1ap0acc_078090_c,0.0916,,,92,8464,331,cold
align,3state1ap0acc_029832×3state1ap0acc_070244,0.122,,,132,17424,368,cold
align,3state1ap0acc_029960_c×3state1ap0acc_092296,0.1133,,,107,11449,214,cold
align,3state1ap0acc_029962×3state1ap0acc_075860,0.0934,,,98,9604,143,cold
align,3state1ap0acc_029964_c×3state1ap0acc_092296,0.1579,,,166,27556,351,cold
align,3state1ap0acc_029965×3state1ap0acc_074436,0.088,,,90,8100,175,cold
align,3state1ap0acc_029984×3state1ap0acc_092168,0.1077,,,110,12100,138,cold
align,3state1ap0acc_030028_c×3state1ap0acc_077900_c,0.0701,,,69,4761,132,cold
align,3state1ap0acc_030028×3state1ap0acc_091209,0.0507,,,43,1849,208,cold
align,3state1ap0acc_030212_c×3state1ap0acc_112654_c,0.1257,,,133,17689,501,cold
align,3state1ap0acc_030292_c×3state1ap0acc_075972,0.1473,,,155,24025,236,cold
align,3state1ap0acc_030292×3state1ap0acc_096392,0.072,,,62,3844,198,cold
align,3state1ap0acc_030724_c×3state1ap0acc_075780_c,0.0772,,,80,6400,81,cold
align,3state1ap0acc_030744×3state1ap0acc_086169_c,0.2337,,,261,68121,170,cold
align,3state1ap0acc_030788×3state1ap0acc_070276,0.0407,,,35,1225,62,cold
align,3state1ap0acc_031236×3state1ap0acc_091652_c,0.1439,,,160,25600,286,cold
align,3state1ap0acc_031244_c×3state1ap0acc_074062,0.0535,,,48,2304,149,cold
align,3state1ap0acc_031748_c×3state1ap0acc_080524,0.0707,,,63,3969,146,cold
align,3state1ap0acc_031784×3state1ap0acc_078024_c,0.0677,,,69,4761,154,cold
align,3state1ap0acc_031880×3state1ap0acc_113156_c,0.1079,,,113,12769,311,cold
align,3state1ap0acc_061856_c×3state1ap0acc_071942_c,0.381,,,387,149769,403,cold
align,3state1ap0acc_061856×3state1ap0acc_090312_c,0.093,,,97,9409,201,cold
align,3state1ap0acc_069704_c×3state1ap0acc_078404,0.0452,,,43,1849,57,cold
align,3state1ap0acc_069772_c×3state1ap0acc_071958_c,0.0613,,,64,4096,172,cold
align,3state1ap0acc_069788×3state1ap0acc_070796,0.2835,,,304,92416,561,cold
align,3state1ap0acc_069804×3state1ap0acc_074278_c,0.0746,,,77,5929,69,cold
align,3state1ap0acc_069828_c×3state1ap0acc_079886_c,0.0874,,,82,6724,185,cold
align,3state1ap0acc_070024_c×3state1ap0acc_073892_c,0.0687,,,66,4356,93,cold
align,3state1ap0acc_070026×3state1ap0acc_092232,0.1162,,,117,13689,129,cold
align,3state1ap0acc_070042×3state1ap0acc_078925,0.085,,,82,6724,182,cold
align,3state1ap0acc_070072_c×3state1ap0acc_071302_c,0.3326,,,329,108241,504,cold
align,3state1ap0acc_070072×3state1ap0acc_106754,0.0441,,,37,1369,119,cold
align,3state1ap0acc_070150_c×3state1ap0acc_070296,0.04,,,32,1024,60,cold
align,3state1ap0acc_070166×3state1ap0acc_076324,0.2253,,,238,56644,438,cold
align,3state1ap0acc_070166×3state1ap0acc_090629_c,0.0312,,,24,576,46,cold
align,3state1ap0acc_070276_c×3state1ap0acc_070796_c,0.1552,,,143,20449,476,cold
align,3state1ap0acc_070284×3state1ap0acc_071702,0.101,,,104,10816,279,cold
align,3state1ap0acc_070292×3state1ap0acc_078984_c,0.0904,,,96,9216,117,cold
align,3state1ap0acc_070300×3state1ap0acc_081028,0.1887,,,203,41209,323,cold
align,3state1ap0acc_070788×3state1ap0acc_078024,0.0579,,,57,3249,126,cold
align,3state1ap0acc_071702_c×3state1ap0acc_073836_c,0.1847,,,194,37636,276,cold
align,3state1ap0acc_071702_c×3state1ap0acc_074830_c,0.1622,,,155,24025,334,cold
align,3state1ap0acc_071702_c×3state1ap0acc_079365_c,0.3677,,,404,163216,615,cold
align,3state1ap0acc_071710×3state1ap0acc_073836_c,0.08,,,79,6241,140,cold
align,3state1ap0acc_071768_c×3state1ap0acc_079910,0.0674,,,64,4096,150,cold
align,3state1ap0acc_071814_c×3state1ap0acc_072206,0.0946,,,95,9025,189,cold
align,3state1ap0acc_071880_c×3state1ap0acc_075880_c,0.1538,,,158,24964,237,cold
align,3state1ap0acc_073222×3state1ap0acc_079892_c,0.251,,,272,73984,332,cold
align,3state1ap0acc_073350_c×3state1ap0acc_090212_c,0.2377,,,256,65536,354,cold
align,3state1ap0acc_073800_c×3state1ap0acc_091652,0.0699,,,66,4356,251,cold
align,3state1ap0acc_073832_c×3state1ap0acc_073865,0.0705,,,68,4624,76,cold
align,3state1ap0acc_073836×3state1ap0acc_075948,0.1612,,,179,32041,239,cold
align,3state1ap0acc_073865_c×3state1ap0acc_075912_c,0.1058,,,113,12769,208,cold
align,3state1ap0acc_073865_c×3state1ap0acc_091213_c,0.066,,,63,3969,124,cold
align,3state1ap0acc_073869_c×3state1ap0acc_075972,0.0577,,,54,2916,94,cold
align,3state1ap0acc_073992×3state1ap0acc_080036,0.0372,,,22,484,37,cold
align,3state1ap0acc_074056×3state1ap0acc_074760_c,0.0388,,,28,784,35,cold
align,3state1ap0acc_074308×3state1ap0acc_090214_c,0.1005,,,94,8836,112,cold
align,3state1ap0acc_074344_c×3state1ap0acc_075786,0.2084,,,228,51984,369,cold
align,3state1ap0acc_074392×3state1ap0acc_076332,0.1459,,,159,25281,306,cold
align,3state1ap0acc_074760_c×3state1ap0acc_080389_c,0.0604,,,59,3481,121,cold
align,3state1ap0acc_074765_c×3state1ap0acc_078340,0.0692,,,71,5041,247,cold
align,3state1ap0acc_074765×3state1ap0acc_076868_c,0.1964,,,220,48400,505,cold
align,3state1ap0acc_074788×3state1ap0acc_075844,0.152,,,155,24025,123,cold
align,3state1ap0acc_074824_c×3state1ap0acc_113284_c,0.0487,,,41,1681,81,cold
align,3state1ap0acc_074854×3state1ap0acc_096522_c,0.0974,,,97,9409,202,cold
align,3state1ap0acc_074860_c×3state1ap0acc_090690_c,0.0586,,,54,2916,160,cold
align,3state1ap0acc_075116×3state1ap0acc_090720,0.0715,,,72,5184,106,cold
align,3state1ap0acc_075269_c×3state1ap0acc_078356,0.0912,,,87,7569,264,cold
align,3state1ap0acc_075332×3state1ap0acc_091500,0.1422,,,145,21025,399,cold
align,3state1ap0acc_075780×3state1ap0acc_090184,0.0411,,,38,1444,46,cold
align,3state1ap0acc_075781×3state1ap0acc_092681,0.0518,,,42,1764,94,cold
align,3state1ap0acc_075782_c×3state1ap0acc_112646,0.0601,,,61,3721,233,cold
align,3state1ap0acc_075801_c×3state1ap0acc_079886_c,0.2747,,,282,79524,419,cold
align,3state1ap0acc_075918_c×3state1ap0acc_091653_c,0.1836,,,197,38809,300,cold
align,3state1ap0acc_075940_c×3state1ap0acc_080901_c,0.2559,,,284,80656,395,cold
align,3state1ap0acc_075942_c×3state1ap0acc_096456_c,0.1256,,,136,18496,211,cold
align,3state1ap0acc_075976_c×3state1ap0acc_093194_c,0.4386,,,448,200704,920,cold
align,3state1ap0acc_076074_c×3state1ap0acc_076420_c,0.1056,,,96,9216,219,cold
align,3state1ap0acc_076074_c×3state1ap0acc_086640,0.1975,,,206,42436,323,cold
align,3state1ap0acc_076104×3state1ap0acc_091468_c,0.0887,,,94,8836,186,cold
align,3state1ap0acc_076294_c×3state1ap0acc_091468_c,0.1904,,,200,40000,333,cold
align,3state1ap0acc_076420×3state1ap0acc_078921,0.084,,,86,7396,172,cold
align,3state1ap0acc_076804_c×3state1ap0acc_111010_c,0.0522,,,50,2500,111,cold
align,3state1ap0acc_077381×3state1ap0acc_080518,0.0408,,,35,1225,99,cold
align,3state1ap0acc_077924_c×3state1ap0acc_093320,0.1599,,,181,32761,369,cold
align,3state1ap0acc_077990_c×3state1ap0acc_079365,0.1052,,,105,11025,403,cold
align,3state1ap0acc_078024_c×3state1ap0acc_091682,0.0796,,,79,6241,138,cold
align,3state1ap0acc_078090×3state1ap0acc_090214_c,0.0447,,,43,1849,99,cold
align,3state1ap0acc_078340×3state1ap0acc_092426_c,0.0855,,,89,7921,399,cold
align,3state1ap0acc_078340×3state1ap0acc_096264,0.0244,,,18,324,22,cold
align,3state1ap0acc_078341_c×3state1ap0acc_112644,0.0408,,,34,1156,39,cold
align,3state1ap0acc_078374_c×3state1ap0acc_113156,0.0504,,,48,2304,119,cold
align,3state1ap0acc_078404_c×3state1ap0acc_081413,0.0546,,,55,3025,89,cold
align,3state1ap0acc_078856×3state1ap0acc_091652_c,0.1374,,,117,13689,277,cold
align,3state1ap0acc_078860×3state1ap0acc_090708,0.1204,,,123,15129,236,cold
align,3state1ap0acc_078886×3state1ap0acc_106566,0.0578,,,54,2916,71,cold
align,3state1ap0acc_079876_c×3state1ap0acc_080906_c,0.1164,,,122,14884,212,cold
align,3state1ap0acc_079876_c×3state1ap0acc_112652,0.0953,,,98,9604,271,cold
align,3state1ap0acc_080038×3state1ap0acc_092184,0.085,,,83,6889,282,cold
align,3state1ap0acc_086232_c×3state1ap0acc_106912_c,0.2533,,,266,70756,459,cold
align,3state1ap0acc_086624×3state1ap0acc_106912,0.1668,,,172,29584,281,cold
align,3state1ap0acc_090186×3state1ap0acc_091688_c,0.069,,,71,5041,137,cold
align,3state1ap0acc_090444_c×3state1ap0acc_092696,0.0444,,,38,1444,117,cold
align,3state1ap0acc_090692×3state1ap0acc_092424,0.3446,,,403,162409,299,cold
align,3state1ap0acc_090704_c×3state1ap0acc_090784,0.1104,,,105,11025,167,cold
align,3state1ap0acc_090728×3state1ap0acc_092297,0.1293,,,132,17424,239,cold
align,3state1ap0acc_090796_c×3state1ap0acc_097416,0.0805,,,83,6889,258,cold
align,3state1ap0acc_091464×3state1ap0acc_097416_c,0.0691,,,67,4489,170,cold
align,3state1ap0acc_091668×3state1ap0acc_096268_c,0.1055,,,110,12100,190,cold
align,3state1ap0acc_092360_c×3state1ap0acc_096268_c,0.1909,,,200,40000,387,cold
complement,1state1ap0acc_1,0.0192,0.0007,,3,,3,
complement,1state1ap2acc_024,0.0253,0.0007,,4,,5,
complement,1state1ap2acc_parity_018,0.0183,0.0008,,3,,3,
complement,1state2ap2acc_00386_c,0.0305,0.001,,5,,9,
complement,1state2ap2acc_00390,0.026,0.0008,,4,,5,
complement,1state2ap2acc_01680,0.0264,0.0008,,4,,5,
complement,1state2ap2acc_parity_00266_c,0.023,0.0008,,4,,6,
complement,1state3ap0acc_007_c,0.0212,0.0009,,3,,3,
complement,1state3ap0acc_031_c,0.0206,0.001,,3,,3,
complement,1state3ap1acc_00362_c,0.0257,0.001,,4,,6,
complement,1state3ap1acc_00386,0.0271,0.001,,4,,6,
complement,1state3ap1acc_00398,0.0271,0.0009,,4,,6,
complement,1state3ap1acc_00446,0.0269,0.0009,,4,,6,
complement,1state3ap1acc_00792_c,0.025,0.001,,4,,6,
complement,1state3ap1acc_01568_c,0.026,0.001,,4,,6,
complement,1state3ap1acc_01569_c,0.0254,0.001,,4,,6,
complement,1state3ap1acc_01585,0.0267,0.001,,4,,6,
complement,1state3ap1acc_01656_c,0.0261,0.001,,4,,6,
complement,1state3ap1acc_01896_c,0.0254,0.001,,4,,6,
complement,1state3ap1acc_02024_c,0.0253,0.001,,4,,6,
complement,1state3ap1acc_05640,0.0269,0.0009,,4,,6,
complement,1state3ap1acc_05992,0.0276,0.0009,,4,,6,
complement,1state3ap1acc_06147,0.0269,0.0009,,4,,6,
complement,1state3ap1acc_06180,0.0274,0.001,,4,,6,
complement,1state3ap1acc_06247,0.0267,0.0009,,4,,6,
complement,1state3ap1acc_06432_c,0.0259,0.001,,4,,6,
complement,1state3ap1acc_06436,0.0269,0.0009,,4,,6,
complement,1state3ap1acc_06562_c,0.0251,0.001,,4,,6,
complement,1state3ap1acc_06948_c,0.0261,0.001,,4,,6,
complement,1state3ap1acc_08096,0.029,0.001,,4,,6,
complement,1state3ap1acc_27030_c,0.0213,0.001,,3,,3,
complement,1state3ap1acc_32640,0.0212,0.0009,,3,,3,
complement,2state1ap0acc_018,0.0228,0.0008,,4,,4,
complement,2state1ap0acc_019,0.0182,0.0007,,3,,4,
complement,2state1ap0acc_025_c,0.0367,0.0008,,6,,10,
complement,2state1ap0acc_026_c,0.0361,0.0008,,6,,10,
complement,2state1ap0acc_028,0.0482,0.0008,,8,,14,
complement,2state1ap0acc_028_c,0.0497,0.0008,,8,,14,
complement,2state1ap0acc_030_c,0.028,0.0008,,5,,8,
complement,2state1ap0acc_082,0.0272,0.0008,,5,,6,
complement,2state1ap0acc_097_c,0.0221,0.0007,,4,,4,
complement,2state1ap0acc_122,0.0275,0.0008,,5,,9,
complement,2state1ap1acc_00262,0.0235,0.0009,,4,,7,
complement,2state1ap1acc_00262_c,0.0228,0.0008,,4,,7,
complement,2state1ap1acc_00265,0.0235,0.0007,,4,,7,
complement,2state1ap1acc_00280_c,0.0558,0.0009,,9,,18,
complement,2state1ap1acc_00284_c,0.0413,0.0008,,7,,16,
complement,2state1ap1acc_00292_c,0.0415,0.0009,,7,,14,
complement,2state1ap1acc_00296,0.0433,0.0008,,7,,14,
complement,2state1ap1acc_00296_c,0.0416,0.0008,,7,,14,
complement,2state1ap1acc_00300,0.0293,0.0008,,5,,10,
complement,2state1ap1acc_00300_c,0.0281,0.0008,,5,,10,
complement,2state1ap1acc_00312_c,0.0341,0.0009,,6,,11,
complement,2state1ap1acc_01153,0.0673,0.0008,,10,,20,
complement,2state1ap1acc_01168,0.0945,0.0007,,13,,24,
complement,2state1ap1acc_01168_c,0.0925,0.0009,,13,,24,
complement,2state1ap1acc_01170_c,0.0624,0.0008,,10,,16,
complement,2state1ap1acc_01172,0.1397,0.0007,,16,,40,
complement,2state1ap1acc_01172_c,0.1324,0.0009,,16,,40,
complement,2state1ap1acc_01176_c,0.0666,0.0009,,10,,20,
complement,2state1ap1acc_01218,0.0582,0.0008,,9,,20,
complement,2state1ap1acc_01604_c,0.0675,0.0008,,10,,26,
complement,2state1ap1acc_01664_c,0.0913,0.0008,,13,,24,
complement,2state1ap1acc_01672,0.1744,0.0008,,18,,56,
complement,2state1ap1acc_01680,0.0412,0.0008,,7,,10,
complement,2state1ap1acc_01732_c,0.1142,0.0009,,15,,26,
complement,2state1ap1acc_03138,0.0528,0.0008,,8,,14,
complement,2state1ap1acc_03168,0.0583,0.0008,,9,,18,
complement,2state1ap1acc_03170,0.049,0.0008,,8,,14,
complement,2state1ap1acc_04358,0.0237,0.0008,,4,,7,
complement,2state1ap1acc_04614,0.0184,0.0008,,3,,3,
complement,2state1ap1acc_04644,0.022,0.0007,,4,,5,
complement,2state1ap1acc_04902,0.0223,0.0008,,4,,4,
complement,2state1ap1acc_05192_c,0.2055,0.0009,,21,,57,
complement,2state1ap1acc_05196,0.1037,0.0008,,13,,34,
complement,2state1ap1acc_05196_c,0.0983,0.0009,,13,,34,
complement,2state1ap1acc_05250,0.0429,0.0008,,7,,12,
complement,2state1ap1acc_05250_c,0.0418,0.0009,,7,,12,
complement,2state1ap1acc_05760,0.0707,0.0008,,10,,16,
complement,2state1ap1acc_05760_c,0.0645,0.0009,,10,,16,
complement,2state1ap1acc_05762_c,0.0575,0.0009,,9,,19,
complement,2state1ap1acc_06208,0.0663,0.0008,,10,,20,
complement,2state1ap1acc_06272,0.05,0.0008,,8,,14,
complement,2state1ap1acc_06284,0.0324,0.0008,,6,,6,
complement,2state1ap1acc_06344,0.052,0.0007,,8,,9,
complement,2state1ap1acc_06344_c,0.0511,0.0009,,8,,9,
complement,2state1ap1acc_06540_c,0.0326,0.0008,,6,,6,
complement,2state1ap1acc_06592_c,0.0478,0.0009,,8,,14,
complement,2state1ap1acc_06600,0.0477,0.0007,,8,,9,
complement,2state1ap1acc_16642,0.0294,0.0008,,5,,6,
complement,2state1ap1acc_16898_c,0.029,0.0008,,5,,6,
complement,2state1ap1acc_16913_c,0.0395,0.0008,,7,,14,
complement,2state1ap1acc_16928,0.0568,0.0008,,9,,18,
complement,2state1ap1acc_16928_c,0.0551,0.0009,,9,,18,
complement,2state1ap1acc_17184,0.033,0.0008,,6,,11,
complement,2state1ap1acc_17538,0.0436,0.0008,,7,,16,
complement,2state1ap1acc_18048_c,0.0661,0.0009,,10,,20,
complement,2state1ap1acc_18497,0.084,0.0008,,12,,24,
complement,2state1ap1acc_18497_c,0.0828,0.0008,,12,,24,
complement,2state1ap1acc_18561,0.057,0.0008,,9,,18,
complement,2state1ap1acc_18577_c,0.0465,0.0008,,8,,14,
complement,2state1ap1acc_18824,0.0424,0.0007,,7,,17,
complement,2state1ap1acc_19552,0.1102,0.0008,,15,,26,
complement,2state1ap1acc_49410,0.0181,0.0009,,3,,3,
complement,2state1ap2acc_parity_0001134600_c,0.0511,0.0008,,8,,14,
complement,2state1ap2acc_parity_0001191050_c,0.1737,0.001,,19,,41,
complement,2state1ap2acc_parity_0001576965_c,0.0695,0.0008,,10,,26,
complement,2state1ap2acc_parity_0002234113,0.065,0.0009,,10,,16,
complement,2state1ap2acc_parity_0002234113_c,0.0622,0.0008,,10,,16,
complement,2state1ap2acc_parity_0002234960,0.0676,0.001,,10,,20,
complement,2state1ap2acc_parity_0002667783,0.0796,0.0009,,11,,29,
complement,2state1ap2acc_parity_0002797312,0.0518,0.0008,,8,,14,
complement,2state1ap2acc_parity_0002957056,0.0415,0.0008,,7,,10,
complement,2state1ap2acc_parity_0004215432,0.0726,0.001,,10,,25,
complement,2state1ap2acc_parity_0004496645,0.24,0.001,,22,,61,
complement,2state1ap2acc_parity_0004527624_c,0.0295,0.0008,,5,,8,
complement,2state1ap2acc_parity_0004552970,0.058,0.0009,,9,,20,
complement,2state1ap2acc_parity_0004822272_c,0.1157,0.001,,14,,30,
complement,2state1ap2acc_parity_0005106434,0.0492,0.001,,8,,14,
complement,2state1ap2acc_parity_0005106434_c,0.0472,0.0011,,8,,14,
complement,2state1ap2acc_parity_0005343626_c,0.0733,0.001,,11,,25,
complement,2state1ap2acc_parity_0005870344_c,0.0489,0.0008,,8,,14,
complement,2state1ap2acc_parity_0005984512,0.052,0.0009,,8,,14,
complement,2state1ap2acc_parity_0005984512_c,0.0508,0.0008,,8,,14,
complement,2state1ap2acc_parity_0006266880,0.0924,0.0009,,13,,24,
complement,2state1ap2acc_parity_0006272130_c,0.0646,0.001,,10,,16,
complement,2state1ap2acc_parity_0007767584,0.1492,0.0009,,17,,37,
complement,2state1ap2acc_parity_0007950596,0.2477,0.0009,,23,,83,
complement,2state1ap2acc_parity_0007950596_c,0.2432,0.0008,,23,,83,
complement,2state1ap2acc_parity_0008445188,0.0577,0.001,,9,,20,
complement,2state1ap2acc_parity_0008553232_c,0.0558,0.001,,9,,20,
complement,2state1ap2acc_parity_0008557064,0.1507,0.001,,17,,45,
complement,2state1ap2acc_parity_0009035840,0.1494,0.0011,,17,,37,
complement,2state1ap2acc_parity_0013912576,0.1164,0.001,,14,,30,
complement,2state1ap2acc_parity_0014200578_c,0.1882,0.0009,,20,,41,
complement,2state1ap2acc_parity_0014321418_c,0.185,0.0012,,20,,41,
complement,2state1ap2acc_parity_0015614720,0.061,0.0009,,9,,18,
complement,2state1ap2acc_parity_0015614720_c,0.0569,0.001,,9,,18,
complement,2state1ap2acc_parity_0015632386_c,0.3289,0.001,,27,,103,
complement,2state1ap2acc_parity_0015679492,0.2494,0.0011,,23,,83,
complement,2state1ap2acc_parity_0015679492_c,0.2478,0.001,,23,,83,
complement,2state1ap2acc_parity_0017110190_c,0.0223,0.0008,,4,,7,
complement,2state1ap2acc_parity_0018089248,0.1085,0.0009,,13,,34,
complement,2state1ap2acc_parity_0018098464_c,0.0435,0.0008,,7,,16,
complement,2state1ap2acc_parity_0019047233_c,0.0576,0.001,,9,,18,
complement,2state1ap2acc_parity_0021303682,0.4062,0.001,,31,,116,
complement,2state1ap2acc_parity_0021303682_c,0.4099,0.0011,,31,,116,
complement,2state1ap2acc_parity_0021669632,0.0913,0.0009,,13,,24,
complement,2state1ap2acc_parity_0021782912,0.1435,0.0008,,17,,20,
complement,2state1ap2acc_parity_0021782912_c,0.1396,0.001,,17,,20,
complement,2state1ap2acc_parity_0021864450_c,0.0554,0.0008,,9,,19,
complement,2state1ap2acc_parity_0022079492,0.1522,0.0009,,17,,45,
complement,2state1ap2acc_parity_0022642818,0.087,0.0011,,12,,46,
complement,2state1ap2acc_parity_0022973824,0.0866,0.001,,12,,24,
complement,2state1ap2acc_parity_0022973824_c,0.0897,0.0011,,12,,24,
complement,2state1ap2acc_parity_0023610368,0.1456,0.0011,,17,,45,
complement,2state1ap2acc_parity_0024584610,0.0681,0.001,,10,,20,
complement,2state1ap2acc_parity_0025879815,0.1069,0.001,,13,,24,
complement,2state1ap2acc_parity_0027829076,0.047,0.0008,,8,,14,
complement,2state1ap2acc_parity_0028715040_c,0.0792,0.0009,,11,,39,
complement,2state1ap2acc_parity_0039146888,0.0699,0.001,,10,,23,
complement,2state1ap2acc_parity_0039146888_c,0.0671,0.001,,10,,23,
complement,2state1ap2acc_parity_0041993040,0.0829,0.0008,,11,,29,
complement,2state1ap2acc_parity_0041993040_c,0.0743,0.0009,,11,,29,
complement,2state1ap2acc_parity_0042106965,0.3929,0.0011,,30,,107,
complement,2state1ap2acc_parity_0042106965_c,0.3806,0.001,,30,,107,
complement,2state1ap2acc_parity_0042324737,0.0971,0.0011,,13,,24,
complement,2state1ap2acc_parity_0043917312,0.145,0.0009,,17,,45,
complement,2state1ap2acc_parity_0043917312_c,0.1492,0.0008,,17,,45,
complement,2state1ap2acc_parity_0047726660,0.2186,0.0011,,20,,84,
complement,2state1ap2acc_parity_0067828500,0.0607,0.0009,,9,,18,
complement,2state1ap2acc_parity_0067928106_c,0.0357,0.0008,,6,,13,
complement,2state1ap2acc_parity_0069045002_c,0.0343,0.0008,,6,,7,
complement,2state1ap2acc_parity_0071469096_c,0.1339,0.001,,15,,55,
complement,2state1ap2acc_parity_0072712844,0.0504,0.001,,8,,21,
complement,2state1ap2acc_parity_0075547220,0.1282,0.0008,,16,,28,
complement,2state1ap2acc_parity_0075547220_c,0.1282,0.0009,,16,,28,
complement,2state1ap2acc_parity_0082086912_c,0.092,0.0011,,13,,24,
complement,2state1ap2acc_parity_0082224640,0.0482,0.0009,,8,,14,
complement,2state1ap2acc_parity_0085983912_c,0.1028,0.0008,,13,,34,
complement,2state1ap2acc_parity_0085993472,0.0525,0.0009,,8,,14,
complement,2state1ap2acc_parity_0086686273_c,0.0582,0.0011,,9,,18,
complement,2state1ap2acc_parity_0086745169,0.0501,0.0009,,8,,14,
complement,2state1ap2acc_parity_0088367886_c,0.0796,0.001,,11,,29,
complement,2state1ap2acc_parity_0089313800,0.0976,0.0009,,13,,24,
