input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,check_s,source
1state1ap0acc_0.hoa,LTL,sos2ltl+sos2ltl.engine,0.086,0,1,0,1,1.0,256b0f7a8d39,TRUE,0.045,genaut/corpus/flat_canon/det/1state1ap0acc_0.hoa
1state1ap0acc_1.hoa,LTL,sos2ltl+sos2ltl.engine,0.087,Ga,2,1,2,1.0,79182d6e45ae,TRUE,0.043,genaut/corpus/flat_canon/det/1state1ap0acc_1.hoa
1state1ap0acc_3.hoa,LTL,sos2ltl+sos2ltl.engine,0.090,1,1,0,1,1.0,e20f564d992f,TRUE,0.040,genaut/corpus/flat_canon/det/1state1ap0acc_3.hoa
1state1ap1acc_06.hoa,LTL,sos2ltl+sos2ltl.engine,0.085,GF!a,4,2,4,1.0,66942b887c5f,TRUE,0.044,genaut/corpus/flat_canon/det/1state1ap1acc_06.hoa
1state1ap2acc_024.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,G(F!a & Fa),6,3,7,1.2,8ad927f0d306,TRUE,0.045,genaut/corpus/flat_canon/det/1state1ap2acc_024.hoa
1state1ap2acc_parity_018.hoa,LTL,sos2ltl+sos2ltl.engine,0.087,FGa,3,2,3,1.0,7ef5ce8004f6,TRUE,0.045,genaut/corpus/flat_canon/det/1state1ap2acc_parity_018.hoa
1state2ap0acc_01.hoa,LTL,sos2ltl+sos2ltl.engine,0.089,G(!a & b),5,1,5,1.0,97730685165e,TRUE,0.043,genaut/corpus/flat_canon/det/1state2ap0acc_01.hoa
1state2ap0acc_01_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.091,F(a | !b),5,1,5,1.0,50ee70d58a1c,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap0acc_01_c.hoa
1state2ap0acc_03.hoa,LTL,sos2ltl+sos2ltl.engine,0.087,Gb,2,1,2,1.0,960e1ee8f459,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap0acc_03.hoa
1state2ap0acc_03_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.088,F!b,3,1,3,1.0,85d044bda82a,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap0acc_03_c.hoa
1state2ap0acc_06.hoa,LTL,sos2ltl+sos2ltl.engine,0.088,G((!a & b) | (a & !b)),8,1,10,1.2,3d4e507049ec,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap0acc_06.hoa
1state2ap0acc_06_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.089,(!a & !b) | (a & b) | (((!a & b) | (a & !b)) & XF((!a & !b) | (a & b))),14,1,30,2.1,02d26d96bc4c,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap0acc_06_c.hoa
1state2ap0acc_07.hoa,LTL,sos2ltl+sos2ltl.engine,0.090,G(a | !b),5,1,5,1.0,741f7100c9a3,TRUE,0.042,genaut/corpus/flat_canon/det/1state2ap0acc_07.hoa
1state2ap0acc_07_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.095,(!a & b) | ((a | !b) & XF(!a & b)),10,1,16,1.6,b0f54a77f61b,TRUE,0.042,genaut/corpus/flat_canon/det/1state2ap0acc_07_c.hoa
1state2ap1acc_018.hoa,LTL,sos2ltl+sos2ltl.engine,0.097,G(!b & F(!a & !b)),8,2,10,1.2,2ddc725645e1,TRUE,0.043,genaut/corpus/flat_canon/det/1state2ap1acc_018.hoa
1state2ap1acc_018_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.089,Fb | X(G!b & FG(a | b)),11,4,13,1.2,c3983ad3cb39,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap1acc_018_c.hoa
1state2ap1acc_022.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,G((!a | b) & F((!a & !b) | (a & b))),11,2,16,1.5,80b04b03cef3,TRUE,0.043,genaut/corpus/flat_canon/det/1state2ap1acc_022.hoa
1state2ap1acc_022_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.093,(a & !b) | ((!a | b) & X(F(a & !b) | (G(!a | b) & FG((a | b) & (!a | !b))))),18,4,34,1.9,bb36e3993ea9,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap1acc_022_c.hoa
1state2ap1acc_024.hoa,LTL,sos2ltl+sos2ltl.engine,0.091,G(((!a & b) | (a & !b)) & F(!a & b)),10,2,16,1.6,3a9e9cb948e8,TRUE,0.042,genaut/corpus/flat_canon/det/1state2ap1acc_024.hoa
1state2ap1acc_024_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.089,(!a & !b) | (a & b) | (((!a & b) | (a & !b)) & X(F((!a & !b) | (a & b)) | (G((!a…,20,4,48,2.4,4a56cffbc8c9,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap1acc_024_c.hoa
1state2ap1acc_026.hoa,LTL,sos2ltl+sos2ltl.engine,0.090,G((a | b) & Fb),6,2,7,1.2,96b7019e28d7,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap1acc_026.hoa
1state2ap1acc_026_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.091,(!a & !b) | ((a | b) & X(F(!a & !b) | (FG!b & G(a | b)))),15,4,27,1.8,75bfdda42bc9,TRUE,0.043,genaut/corpus/flat_canon/det/1state2ap1acc_026_c.hoa
1state2ap1acc_030.hoa,LTL,sos2ltl+sos2ltl.engine,0.089,GF(a | !b),6,2,6,1.0,2d6ba30c6c6c,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap1acc_030.hoa
1state2ap1acc_052.hoa,LTL,sos2ltl+sos2ltl.engine,0.091,G((a | b) & F(a & !b)),8,2,10,1.2,1fa9a17f9cfa,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap1acc_052.hoa
1state2ap1acc_052_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,(!a & !b) | ((a | b) & X(F(!a & !b) | (G(a | b) & FG(!a | b)))),16,4,29,1.8,8faf9a7ade52,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap1acc_052_c.hoa
1state2ap1acc_060.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,GF!b,4,2,4,1.0,0b010d28bec2,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap1acc_060.hoa
1state2ap1acc_097.hoa,LTL,sos2ltl+sos2ltl.engine,0.093,G((a | !b) & F(a & !b)),8,2,11,1.4,625efd0d9dfc,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap1acc_097.hoa
1state2ap1acc_097_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,(!a & b) | ((a | !b) & X(F(!a & b) | (G(a | !b) & FG(!a | b)))),16,4,29,1.8,ae3813745c74,TRUE,0.040,genaut/corpus/flat_canon/det/1state2ap1acc_097_c.hoa
1state2ap1acc_105.hoa,LTL,sos2ltl+sos2ltl.engine,0.086,GF((!a & !b) | (a & b)),9,2,11,1.2,fa60fd0a50c8,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap1acc_105.hoa
1state2ap1acc_120.hoa,LTL,sos2ltl+sos2ltl.engine,0.087,GF(!a & b),6,2,6,1.0,1448a30712ef,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap1acc_120.hoa
1state2ap2acc_00288.hoa,LTL,sos2ltl+sos2ltl.engine,0.094,G(!a & F(!a & !b) & F(!a & b)),10,3,15,1.5,6769a8b32374,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_00288.hoa
1state2ap2acc_00288_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.096,Fa | X(G!a & (G(F(!a & !b) & FG(a | !b)) | G(F(!a & b) & FG(a | b)))),24,10,35,1.5,4fec424cdce1,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_00288_c.hoa
1state2ap2acc_00292.hoa,LTL,sos2ltl+sos2ltl.engine,0.333,G(a | b) & (GF(!a & b) | G(F(a & !b) & F(a & b))),17,6,23,1.4,716f8bc2e856,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_00292.hoa
1state2ap2acc_00292_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.335,(!a & !b) | ((a | b) & X(F(!a & !b) | (G(a | b) & (G(F(a & !b) & FG((a | !b) & (…,31,10,60,1.9,9d5d5121704b,TRUE,0.049,genaut/corpus/flat_canon/det/1state2ap2acc_00292_c.hoa
1state2ap2acc_00300.hoa,LTL,sos2ltl+sos2ltl.engine,0.114,GFb | G(F(!a & !b) & F(a & !b)),13,5,17,1.3,2ad82ced0a8e,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_00300.hoa
1state2ap2acc_00300_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.112,F(G(!a & !b) | G(a & !b)),10,3,13,1.3,f9da06f10841,TRUE,0.043,genaut/corpus/flat_canon/det/1state2ap2acc_00300_c.hoa
1state2ap2acc_00352.hoa,LTL,sos2ltl+sos2ltl.engine,0.094,G((!a | b) & F((!a & !b) | (a & b)) & F(!a & b)),13,3,21,1.6,a26d458b935d,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_00352.hoa
1state2ap2acc_00352_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.097,(a & !b) | ((!a | b) & X(F(a & !b) | (G(!a | b) & (G(F((!a & !b) | (a & b)) & FG…,32,10,60,1.9,ec00cb8e4f6a,TRUE,0.048,genaut/corpus/flat_canon/det/1state2ap2acc_00352_c.hoa
1state2ap2acc_00360.hoa,LTL,sos2ltl+sos2ltl.engine,0.115,GF(!a & b) | G(F((!a & !b) | (a & b)) & F(a & !b)),16,5,24,1.5,ec9b297364fb,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_00360.hoa
1state2ap2acc_00360_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.116,F(G((a | !b) & (!a | b)) | G((a | !b) & (a | b) & (!a | !b))),14,3,26,1.9,c0830c19f91d,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_00360_c.hoa
1state2ap2acc_00384.hoa,LTL,sos2ltl+sos2ltl.engine,0.096,G(((!a & b) | (a & !b)) & F(!a & b) & F(a & !b)),11,3,21,1.9,983520fa6cab,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_00384.hoa
1state2ap2acc_00384_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.100,(!a & !b) | (a & b) | (((!a & b) | (a & !b)) & X(F((!a & !b) | (a & b)) | (G((!a…,30,10,69,2.3,2c4fbf80b530,TRUE,0.049,genaut/corpus/flat_canon/det/1state2ap2acc_00384_c.hoa
1state2ap2acc_00386.hoa,LTL,sos2ltl+sos2ltl.engine,0.340,G(a | b) & (GF(a & b) | G(F(!a & b) & F(a & !b))),17,6,23,1.4,037839e14429,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_00386.hoa
1state2ap2acc_00386_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.342,(!a & !b) | ((a | b) & X(F(!a & !b) | (G(a | b) & (G(F(!a & b) & FG((!a | b) & (…,31,10,62,2.0,f61547f9c3e5,TRUE,0.048,genaut/corpus/flat_canon/det/1state2ap2acc_00386_c.hoa
1state2ap2acc_00390.hoa,LTL,sos2ltl+sos2ltl.engine,0.115,GF((!a & !b) | (a & b)) | G(F(!a & b) & F(a & !b)),16,5,24,1.5,0526c0c8d2a3,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_00390.hoa
1state2ap2acc_00390_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.115,F(G((a | b) & (!a | !b) & (!a | b)) | G((a | b) & (!a | !b) & (a | !b))),14,3,30,2.1,3fd6e2474b05,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_00390_c.hoa
1state2ap2acc_00416.hoa,LTL,sos2ltl+sos2ltl.engine,0.096,G((!a | b) & F(!a & !b) & Fb),10,3,14,1.4,422c2c61eee0,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_00416.hoa
1state2ap2acc_00416_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.098,(a & !b) | ((!a | b) & X(F(a & !b) | (G(!a | b) & (G(F(!a & !b) & FG!b) | G(Fb &…,26,10,45,1.7,9ea5fa8c7d84,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_00416_c.hoa
1state2ap2acc_00420.hoa,LTL,sos2ltl+sos2ltl.engine,0.120,GF(!a & !b) | G(Fb & F(a & !b)),13,5,17,1.3,1cfdd58c9925,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_00420.hoa
1state2ap2acc_00420_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.115,F(G((a | b) & (!a | b)) | G(a & !b)),12,3,16,1.3,fbad57497584,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_00420_c.hoa
1state2ap2acc_00480.hoa,LTL,sos2ltl+sos2ltl.engine,0.093,G(F(a | !b) & F(!a & b)),10,3,12,1.2,53440a74bb9f,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_00480.hoa
1state2ap2acc_00480_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.094,F(G(a | !b) | G(!a & b)),10,3,12,1.2,1dd54a8d38ed,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_00480_c.hoa
1state2ap2acc_00960.hoa,LTL,sos2ltl+sos2ltl.engine,0.094,G(F!b & Fb),6,3,7,1.2,87dd82022f90,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_00960.hoa
1state2ap2acc_00960_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.090,F(G!b | Gb),6,3,7,1.2,6a384f9ffd1e,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_00960_c.hoa
1state2ap2acc_01680.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,G(F((!a & !b) | (a & b)) & F((!a & b) | (a & !b))),14,3,22,1.6,becfc6f26689,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_01680.hoa
1state2ap2acc_01680_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,F(G((a | !b) & (!a | b)) | G((a | b) & (!a | !b))),14,3,22,1.6,eef6decd4244,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_01680_c.hoa
1state2ap2acc_04672.hoa,LTL,sos2ltl+sos2ltl.dg,0.425,<unflattened DAG: 1723768938 tree nodes>,414,74,1723768938,4163693.1,1e8830b26374,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04672.hoa
1state2ap2acc_04672_c.hoa,LTL,sos2ltl+sos2ltl.dg,0.437,<unflattened DAG: 617149318511 tree nodes>,773,122,617149318511,798382042.1,60f4ddaf2299,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04672_c.hoa
1state2ap2acc_04680.hoa,LTL,sos2ltl+sos2ltl.dg,0.393,<unflattened DAG: 20961135 tree nodes>,285,50,20961135,73547.8,42ff199fe001,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04680.hoa
1state2ap2acc_04680_c.hoa,LTL,sos2ltl+sos2ltl.dg,0.399,<unflattened DAG: 90515028 tree nodes>,414,62,90515028,218635.3,1e94c4a81b9b,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04680_c.hoa
1state2ap2acc_04736.hoa,LTL,sos2ltl+sos2ltl.dg,0.418,<unflattened DAG: 24306074025 tree nodes>,455,86,24306074025,53419942.9,8c4106bbf03d,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04736.hoa
1state2ap2acc_04736_c.hoa,LTL,sos2ltl+sos2ltl.dg,0.440,<unflattened DAG: 9117567624244 tree nodes>,778,136,9117567624244,11719238591.6,d07e4f64a6c2,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04736_c.hoa
1state2ap2acc_04740.hoa,LTL,sos2ltl+sos2ltl.dg,0.388,<unflattened DAG: 347170149 tree nodes>,351,63,347170149,989088.7,a281bbcf5235,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04740.hoa
1state2ap2acc_04740_c.hoa,LTL,sos2ltl+sos2ltl.dg,0.413,<unflattened DAG: 1499626722 tree nodes>,498,79,1499626722,3011298.6,71a3b381878a,SIZE,,genaut/corpus/flat_canon/det/1state2ap2acc_04740_c.hoa
1state2ap2acc_04800.hoa,LTL,sos2ltl+sos2ltl.engine,0.343,G(F(!a & !b) & Fb),9,3,10,1.1,1b727e64d742,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_04800.hoa
1state2ap2acc_04800_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.346,F(G(F(!a & !b) & FG!b & F(a & !b)) | G((!a | b) & (a | b)) | G(F(a & !b) & Fb & …,25,13,53,2.1,940709527bc6,TRUE,0.050,genaut/corpus/flat_canon/det/1state2ap2acc_04800_c.hoa
1state2ap2acc_05760.hoa,LTL,sos2ltl+sos2ltl.engine,0.334,G(F((!a & !b) | (a & b)) & F(!a & b)),12,3,17,1.4,542200ffd6ab,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_05760.hoa
1state2ap2acc_05760_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.341,F(G((a | !b) & (!a | b)) | G(F((!a & !b) | (a & b)) & F(a & !b) & FG(a | !b)) | …,33,13,86,2.6,35be1c8e33bb,TRUE,0.050,genaut/corpus/flat_canon/det/1state2ap2acc_05760_c.hoa
1state2ap2acc_13440.hoa,LTL,sos2ltl+sos2ltl.engine,0.339,G(F(!a & !b) & F(!a & b)),10,3,13,1.3,f421554db27e,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_13440.hoa
1state2ap2acc_13440_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.346,F(G(F(!a & !b) & Fa & FG(a | !b)) | G(Fa & F(!a & b) & FG(a | b)) | G((a | !b) &…,25,13,52,2.1,afba666bf589,TRUE,0.050,genaut/corpus/flat_canon/det/1state2ap2acc_13440_c.hoa
1state2ap2acc_24960.hoa,LTL,sos2ltl+sos2ltl.engine,0.344,G(F(!a & b) & F(a & !b)),10,3,12,1.2,9de9d2558247,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_24960.hoa
1state2ap2acc_24960_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.342,F(G((a | !b) & (!a | b)) | G(F((!a & !b) | (a & b)) & F(!a & b) & FG(!a | b)) | …,32,13,86,2.7,715c4b6b3f48,TRUE,0.051,genaut/corpus/flat_canon/det/1state2ap2acc_24960_c.hoa
1state2ap2acc_parity_00258.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,G!b & FG(a | b),8,3,9,1.1,99f087439d34,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00258.hoa
1state2ap2acc_parity_00258_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,Fb | XG(!b & F(!a & !b)),11,3,14,1.3,d6a02d5f2787,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00258_c.hoa
1state2ap2acc_parity_00262.hoa,LTL,sos2ltl+sos2ltl.engine,0.097,G(!a | b) & FG((a | b) & (!a | !b)),12,3,17,1.4,fd3262d40f42,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00262.hoa
1state2ap2acc_parity_00262_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.099,(a & !b) | ((!a | b) & X(F(a & !b) | G((!a | b) & F((!a & !b) | (a & b))))),17,3,33,1.9,67f6dcbb1dc4,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00262_c.hoa
1state2ap2acc_parity_00264.hoa,LTL,sos2ltl+sos2ltl.engine,0.094,G((!a & b) | (a & !b)) & FG(a | !b),12,3,17,1.4,2ccd99f98454,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00264.hoa
1state2ap2acc_parity_00264_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,(!a & !b) | (a & b) | (((!a & b) | (a & !b)) & X(F((!a & !b) | (a & b)) | G(((!a…,18,3,47,2.6,bfbb1faf3c3d,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00264_c.hoa
1state2ap2acc_parity_00266.hoa,LTL,sos2ltl+sos2ltl.engine,0.093,FG!b & G(a | b),8,3,9,1.1,ac9349affac4,TRUE,0.043,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00266.hoa
1state2ap2acc_parity_00266_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.097,(!a & !b) | ((a | b) & X(F(!a & !b) | G((a | b) & Fb))),14,3,25,1.8,194adffc4c5a,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00266_c.hoa
1state2ap2acc_parity_00270.hoa,LTL,sos2ltl+sos2ltl.engine,0.091,FG(!a & b),6,2,6,1.0,a2aa8bc9bf43,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00270.hoa
1state2ap2acc_parity_00772.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,G(a | b) & FG(!a | b),9,3,11,1.2,d5d3d4df7bce,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00772.hoa
1state2ap2acc_parity_00772_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.091,(!a & !b) | ((a | b) & X(F(!a & !b) | G((a | b) & F(a & !b)))),15,3,28,1.9,f5b1b476b55c,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00772_c.hoa
1state2ap2acc_parity_00780.hoa,LTL,sos2ltl+sos2ltl.engine,0.089,FGb,3,2,3,1.0,cee6d0c1662d,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_00780.hoa
1state2ap2acc_parity_01537.hoa,LTL,sos2ltl+sos2ltl.engine,0.091,G(a | !b) & FG(!a | b),10,3,12,1.2,cd9c42352025,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_01537.hoa
1state2ap2acc_parity_01537_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.092,(!a & b) | ((a | !b) & X(F(!a & b) | G((a | !b) & F(a & !b)))),15,3,28,1.9,96c853e9e78c,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_parity_01537_c.hoa
1state2ap2acc_parity_01545.hoa,LTL,sos2ltl+sos2ltl.engine,0.090,FG((a | b) & (!a | !b)),9,2,11,1.2,e117299ce0ea,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_01545.hoa
1state2ap2acc_parity_01800.hoa,LTL,sos2ltl+sos2ltl.engine,0.088,FG(a | !b),6,2,6,1.0,5aedda2c0714,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_01800.hoa
1state2ap2acc_parity_04612.hoa,LTL,sos2ltl+sos2ltl.engine,0.343,G(a | b) & (G(F(a & !b) & FG((a | !b) & (!a | !b))) | G(F(a & !b) & F(a & b) & F…,23,9,42,1.8,ae238f6318c2,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_04612.hoa
1state2ap2acc_parity_04612_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.370,(!a & !b) | ((a | b) & X(F(!a & !b) | (G(a | b) & (G(F(a & b) & F(!a & b) & F(a …,43,18,112,2.6,2139227d0e4f,TRUE,0.063,genaut/corpus/flat_canon/det/1state2ap2acc_parity_04612_c.hoa
1state2ap2acc_parity_04616.hoa,LTL,sos2ltl+sos2ltl.engine,0.340,G(a | b) & (G(F(a & b) & F(a & !b) & FG(a | !b)) | G(F(a & b) & FG((a | !b) & (!…,23,9,40,1.7,5f3e8c5439f7,TRUE,0.047,genaut/corpus/flat_canon/det/1state2ap2acc_parity_04616.hoa
1state2ap2acc_parity_04616_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.364,(!a & !b) | ((a | b) & X(F(!a & !b) | (G(a | b) & (G(F(a & !b) & F(!a & b) & F(a…,43,18,114,2.7,7a4c78eb3460,TRUE,0.059,genaut/corpus/flat_canon/det/1state2ap2acc_parity_04616_c.hoa
1state2ap2acc_parity_04620.hoa,LTL,sos2ltl+sos2ltl.engine,0.116,F(G(F(!a & !b) & FG!b & F(a & !b)) | G(!a & !b)),15,7,25,1.7,c1fb5e65fbb2,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_04620.hoa
1state2ap2acc_parity_04620_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.124,F(G(F(a & !b) & F(!a & !b) & Fb) | G(F(!a & !b) & Fb & FG(!a | b)) | G((!a | b) …,26,13,61,2.3,fd261350cf60,TRUE,0.051,genaut/corpus/flat_canon/det/1state2ap2acc_parity_04620_c.hoa
1state2ap2acc_parity_05640.hoa,LTL,sos2ltl+sos2ltl.engine,0.116,F(G((a | !b) & (!a | b)) | G(F((!a & !b) | (a & b)) & F(!a & b) & FG(!a | b))),20,7,35,1.8,83d17ec5eed4,TRUE,0.044,genaut/corpus/flat_canon/det/1state2ap2acc_parity_05640.hoa
1state2ap2acc_parity_05640_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.131,F(G(F(!a & b) & F((!a & !b) | (a & b)) & F(a & !b)) | G(F((!a & !b) | (a & b)) &…,33,13,98,3.0,e23e0cd057c6,TRUE,0.051,genaut/corpus/flat_canon/det/1state2ap2acc_parity_05640_c.hoa
1state2ap2acc_parity_06146.hoa,LTL,sos2ltl+sos2ltl.engine,0.345,G(a | b) & (G(F(!a & b) & FG((!a | b) & (!a | !b))) | G(F(!a & b) & F(a & !b) & …,23,9,44,1.9,405b40c7e9d5,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_06146.hoa
1state2ap2acc_parity_06146_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.371,(!a & !b) | ((a | b) & X(F(!a & !b) | (G(a | b) & (G(F(a & !b) & F(!a & b) & F(a…,43,18,110,2.6,f4ab68ce5d41,TRUE,0.061,genaut/corpus/flat_canon/det/1state2ap2acc_parity_06146_c.hoa
1state2ap2acc_parity_06150.hoa,LTL,sos2ltl+sos2ltl.engine,0.116,F(G((a | b) & (!a | !b) & (!a | b)) | G(F(!a & b) & F(a & !b) & FG((a | b) & (!a…,20,7,39,1.9,0a5a837cdb69,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_06150.hoa
1state2ap2acc_parity_06150_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.122,F(G(F(a & !b) & F((!a & !b) | (a & b)) & F(!a & b)) | G((a | !b) & (!a | b)) | G…,32,13,94,2.9,1a7de5693577,TRUE,0.052,genaut/corpus/flat_canon/det/1state2ap2acc_parity_06150_c.hoa
1state2ap2acc_parity_06660.hoa,LTL,sos2ltl+sos2ltl.engine,0.117,F(G((a | b) & (!a | b)) | G(Fb & F(a & !b) & FG(a | b))),17,7,25,1.5,ac7ae3ee9590,TRUE,0.045,genaut/corpus/flat_canon/det/1state2ap2acc_parity_06660.hoa
1state2ap2acc_parity_06660_c.hoa,LTL,sos2ltl+sos2ltl.engine,0.124,F(G(F(a & !b) & F(!a & !b) & Fb) | G(F(a & !b) & FG!b & F(!a & !b)) | G(F(!a & !…,24,13,61,2.5,f64be20afc2b,TRUE,0.050,genaut/corpus/flat_canon/det/1state2ap2acc_parity_06660_c.hoa
1state2ap2acc_parity_13320.hoa,LTL,sos2ltl+sos2ltl.engine,0.115,F(G(F(a & !b) & Fb & FG(a | b)) | G(a & !b)),14,7,21,1.5,3b5cee703988,TRUE,0.046,genaut/corpus/flat_canon/det/1state2ap2acc_parity_13320.hoa
