pop,neg_phi,k,bits,safety,cosafety,obligation,recurrence,persistence,brute,ms,note
fwd,3state1ap0acc_005800_c,2state1ap2acc_parity_0572212224,23,0,1,1,1,1,skip-bits,50.6,
fwd,3state1ap0acc_006153,3state1ap0acc_026833_c,22,1,0,1,1,1,skip-bits,53.5,
fwd,3state1ap0acc_006440_c,3state1ap0acc_075812,39,0,1,1,1,1,skip-bits,236.0,
fwd,3state1ap0acc_006478_c,3state1ap0acc_081476_c,33,1,1,1,1,1,skip-bits,21.7,
fwd,3state1ap0acc_006662_c,4state1ap2acc_parity_002914461322280394910983122525890915648,37,0,1,1,1,1,skip-bits,66.4,
fwd,3state1ap0acc_007190_c,2state1ap2acc_parity_0571753498,45,0,1,1,1,1,skip-bits,213.3,
fwd,3state1ap0acc_007198_c,3state1ap0acc_080004_c,12,0,1,1,1,1,ok,2198.1,
fwd,3state1ap0acc_007214,3state1ap0acc_024707,25,1,1,1,1,1,skip-bits,14.0,
fwd,3state1ap0acc_007432,3state1ap0acc_078340,21,1,1,1,1,1,skip-bits,7.9,
fwd,3state1ap0acc_007434,3state1ap0acc_026641,21,1,0,1,1,1,skip-bits,12.7,
fwd,3state1ap0acc_007436,3state1ap0acc_029734_c,121,1,0,1,1,1,skip-bits,7795.5,
fwd,3state1ap0acc_007438_c,3state1ap0acc_024680_c,15,0,1,1,1,1,skip-bits,99.9,
fwd,3state1ap0acc_007448_c,3state1ap0acc_021104_c,100,0,1,1,1,1,skip-bits,4233.5,
fwd,3state1ap0acc_007468,3state1ap0acc_030856,32,1,1,1,1,1,skip-bits,40.3,
fwd,3state1ap0acc_007560_c,3state1ap0acc_029734_c,66,0,1,1,1,1,skip-bits,964.7,
fwd,3state1ap0acc_008292_c,3state1ap0acc_021108,35,1,1,1,1,1,skip-bits,93.2,
fwd,3state1ap0acc_012366,3state1ap0acc_092174,20,1,0,1,1,1,skip-bits,123.8,
fwd,3state1ap0acc_012388_c,3state1ap0acc_075782,46,0,1,1,1,1,skip-bits,66.5,
fwd,3state1ap0acc_012552,4state1ap2acc_parity_189524291821398297457560207943178585638,1,1,0,1,1,1,ok,2.4,
fwd,3state1ap0acc_012620_c,3state1ap0acc_069828,28,1,1,1,1,1,skip-bits,12.6,
fwd,3state1ap0acc_013384_c,3state1ap1acc_19337320362_c,7,1,1,1,1,1,ok,17.2,
fwd,3state1ap0acc_013385,2state1ap2acc_parity_0004891914_c,8,1,0,1,1,1,ok,30.2,
fwd,3state1ap0acc_013645,2state1ap2acc_parity_0022079492_c,15,1,0,1,1,1,skip-bits,35.1,
fwd,3state1ap0acc_013645_c,3state1ap0acc_024948_c,24,0,1,1,1,1,skip-bits,175.9,
fwd,3state1ap0acc_013676,3state1ap2acc_parity_0171234438415938685971_c,42,1,0,1,1,1,skip-bits,30.4,
fwd,3state1ap0acc_015365,3state1ap0acc_030724_c,21,1,0,1,1,1,skip-bits,37.6,
fwd,3state1ap0acc_015380_c,4state1ap1acc_parity_00811778505763562526,18,0,1,1,1,1,skip-bits,38.4,
fwd,3state1ap0acc_020556,2state1ap2acc_parity_0069045002,11,1,0,1,1,1,ok,49.8,
fwd,3state1ap0acc_020620_c,3state1ap0acc_031752,21,0,1,1,1,1,skip-bits,12.3,
fwd,3state1ap0acc_020652_c,3state1ap0acc_078924,21,0,1,1,1,1,skip-bits,140.0,
fwd,3state1ap0acc_020738,3state1ap1acc_21642354752_c,6,1,0,1,1,1,ok,2.9,
fwd,3state1ap0acc_021025_c,2state1ap0acc_026_c,1,0,1,1,1,1,ok,1.5,
fwd,3state1ap0acc_021657,3state1ap0acc_070360,75,1,0,1,1,1,skip-bits,931.2,
fwd,3state1ap0acc_021922,3state1ap0acc_090625,20,1,1,1,1,1,skip-bits,12.5,
fwd,3state1ap0acc_024654,3state1ap0acc_022632_c,3,1,0,1,1,1,ok,7.8,
fwd,3state1ap0acc_024673,3state1ap0acc_029769_c,25,1,0,1,1,1,skip-bits,98.7,
fwd,3state1ap0acc_024684_c,3state1ap0acc_007716_c,57,0,1,1,1,1,skip-bits,1865.5,
fwd,3state1ap0acc_024692,3state1ap0acc_029966,75,1,0,1,1,1,skip-bits,2771.5,
fwd,3state1ap0acc_024708_c,2state1ap2acc_parity_0006272130_c,10,0,1,1,1,1,ok,23.1,
fwd,3state1ap0acc_024841,3state1ap0acc_006472_c,3,1,0,1,1,1,ok,4.7,
fwd,3state1ap0acc_024857_c,3state1ap0acc_080068_c,20,0,1,1,1,1,skip-bits,14.4,
fwd,3state1ap0acc_024946,3state1ap0acc_091682,23,1,0,1,1,1,skip-bits,99.8,
fwd,3state1ap0acc_025093_c,3state1ap0acc_004645_c,5,0,1,1,1,1,ok,3.7,
fwd,3state1ap0acc_025112_c,3state1ap0acc_020920_c,30,0,1,1,1,1,skip-bits,31.2,
fwd,3state1ap0acc_025136,3state1ap0acc_005286,50,1,0,1,1,1,skip-bits,84.1,
fwd,3state1ap0acc_025136_c,3state1ap0acc_030028_c,30,0,1,1,1,1,skip-bits,37.3,
fwd,3state1ap0acc_025137,3state1ap1acc_parity_52747897074,5,1,0,1,1,1,ok,5.6,
fwd,3state1ap0acc_025244,3state1ap2acc_parity_1282704417945169446419,32,1,0,1,1,1,skip-bits,107.6,
fwd,3state1ap0acc_025253_c,3state1ap0acc_091236,49,0,1,1,1,1,skip-bits,575.7,
fwd,3state1ap0acc_025296_c,3state1ap0acc_030862_c,73,0,1,1,1,1,skip-bits,1178.5,
fwd,3state1ap0acc_025312,2state1ap2acc_parity_0005106434_c,36,1,0,1,1,1,skip-bits,36.6,
fwd,3state1ap0acc_025320_c,3state1ap0acc_030213,75,0,1,1,1,1,skip-bits,1138.2,
fwd,3state1ap0acc_025625,3state1ap0acc_071308_c,22,1,0,1,1,1,skip-bits,107.9,
fwd,3state1ap0acc_025632,3state1ap0acc_073993,14,1,0,1,1,1,skip-bits,2.0,
fwd,3state1ap0acc_025893,4state1ap1acc_parity_00252217007046873636,4,1,0,1,1,1,ok,74.6,
fwd,3state1ap0acc_026641_c,3state1ap0acc_012568,26,0,1,1,1,1,skip-bits,14.4,
fwd,3state1ap0acc_026642_c,3state1ap0acc_077961,30,0,1,1,1,1,skip-bits,21.4,
fwd,3state1ap0acc_026644_c,3state1ap0acc_090212_c,78,0,1,1,1,1,skip-bits,563.7,
fwd,3state1ap0acc_026653_c,3state1ap0acc_005402,71,0,1,1,1,1,skip-bits,308.2,
fwd,3state1ap0acc_026684,3state1ap0acc_025264_c,171,1,0,1,1,1,skip-bits,3505.0,
fwd,3state1ap0acc_026772_c,2state1ap2acc_parity_0001191050_c,25,0,1,1,1,1,skip-bits,13.4,
fwd,3state1ap0acc_029028,3state1ap1acc_45103587365_c,7,1,0,1,1,1,ok,161.7,
fwd,3state1ap0acc_029966_c,3state1ap0acc_078948,17,0,1,1,1,1,skip-bits,110.1,
fwd,3state1ap0acc_029976,3state1ap0acc_078858,42,1,0,1,1,1,skip-bits,336.7,
fwd,3state1ap0acc_029996,3state1ap0acc_077128,71,1,0,1,1,1,skip-bits,157.2,
fwd,3state1ap0acc_030024_c,3state1ap0acc_012614,15,0,1,1,1,1,skip-bits,10.0,
fwd,3state1ap0acc_030112,3state1ap0acc_004424,31,1,0,1,1,1,skip-bits,20.3,
fwd,3state1ap0acc_030120,2state1ap0acc_106_c,10,1,1,1,1,1,ok,126.3,
fwd,3state1ap0acc_030240_c,3state1ap1acc_parity_08657112224_c,14,0,1,1,1,1,skip-bits,7.6,
fwd,3state1ap0acc_030733,3state1ap0acc_030726,11,1,1,1,1,1,ok,124.7,
fwd,3state1ap0acc_030733_c,3state1ap0acc_005288_c,2,0,1,1,1,1,ok,4.1,
fwd,3state1ap0acc_031010,3state1ap0acc_075972,43,1,0,1,1,1,skip-bits,169.9,
fwd,3state1ap0acc_031384_c,3state1ap0acc_030225,84,0,1,1,1,1,skip-bits,892.4,
fwd,3state1ap0acc_069704,3state1ap0acc_030056_c,10,1,0,1,1,1,ok,31.7,
fwd,3state1ap0acc_069804_c,3state1ap1acc_46475546712_c,57,1,1,1,1,1,skip-bits,16.6,
fwd,3state1ap0acc_070056_c,2state1ap2acc_parity_0004496645,40,1,1,1,1,1,skip-bits,11.1,
fwd,3state1ap0acc_071308_c,2state1ap2acc_parity_2751987743,9,0,1,1,1,1,ok,105.7,
fwd,3state1ap0acc_071702_c,3state1ap0acc_004452,49,1,1,1,1,1,skip-bits,57.8,
fwd,3state1ap0acc_071880_c,3state1ap0acc_081032_c,34,0,1,1,1,1,skip-bits,292.5,
fwd,3state1ap0acc_072334_c,2state1ap2acc_parity_0004295586_c,4,1,1,1,1,1,ok,7.8,
fwd,3state1ap0acc_072710_c,3state1ap0acc_074309,119,0,1,1,1,1,skip-bits,983.9,
fwd,3state1ap0acc_074260_c,2state1ap1acc_03170,12,0,1,1,1,1,ok,183.0,
fwd,3state1ap0acc_074325,2state1ap1acc_06536,18,1,0,1,1,1,skip-bits,19.3,
fwd,3state1ap0acc_074388_c,3state1ap1acc_00265838612_c,7,0,1,1,1,1,ok,24.5,
fwd,3state1ap0acc_074412_c,3state1ap1acc_35769115713,30,0,1,1,1,1,skip-bits,236.0,
fwd,3state1ap0acc_074436_c,3state1ap0acc_004788_c,23,0,1,1,1,1,skip-bits,28.7,
fwd,3state1ap0acc_074829_c,2state1ap2acc_parity_0574882177,10,0,1,1,1,1,ok,81.9,
fwd,3state1ap0acc_075285_c,3state1ap0acc_076317,21,0,1,1,1,1,skip-bits,86.7,
fwd,3state1ap0acc_075333_c,3state1ap0acc_023089,75,0,1,1,1,1,skip-bits,369.8,
fwd,3state1ap0acc_075785,3state1ap1acc_parity_08657112224_c,31,1,0,1,1,1,skip-bits,14.9,
fwd,3state1ap0acc_075820_c,4state1ap1acc_parity_14195417222003932486,8,0,1,1,1,1,ok,172.8,
fwd,3state1ap0acc_075860_c,3state1ap0acc_079400_c,35,0,1,1,1,1,skip-bits,38.1,
fwd,3state1ap0acc_076074,3state1ap0acc_071822,43,1,0,1,1,1,skip-bits,107.7,
fwd,3state1ap0acc_076868,2state1ap2acc_parity_1413644800,92,1,0,1,1,1,skip-bits,87.7,
fwd,3state1ap0acc_077380_c,3state1ap1acc_20552143008_c,32,0,1,1,1,1,skip-bits,46.7,
fwd,3state1ap0acc_077976,3state1ap1acc_parity_37586212922_c,18,1,0,1,1,1,skip-bits,5.9,
fwd,3state1ap0acc_078024,3state1ap0acc_021928,15,1,0,1,1,1,skip-bits,4.1,
fwd,3state1ap0acc_078152_c,4state1ap1acc_parity_04902587422865489929,5,0,1,1,1,1,ok,2.6,
fwd,3state1ap0acc_078341_c,3state1ap1acc_19879280012,2,0,1,1,1,1,ok,1.1,
fwd,3state1ap0acc_078356_c,3state1ap1acc_21891294336_c,20,1,1,1,1,1,skip-bits,6.4,
fwd,3state1ap0acc_078488,3state1ap0acc_004664,32,1,1,1,1,1,skip-bits,24.8,
fwd,3state1ap0acc_079444,3state1ap0acc_080398,36,1,0,1,1,1,skip-bits,421.9,
fwd,3state1ap0acc_079896_c,3state1ap0acc_013641,54,0,1,1,1,1,skip-bits,127.2,
fwd,3state1ap0acc_080036,3state1ap0acc_106568,21,1,1,1,1,1,skip-bits,6.2,
fwd,3state1ap0acc_080393_c,3state1ap0acc_070260_c,49,0,1,1,1,1,skip-bits,1176.2,
fwd,3state1ap0acc_080518_c,2state1ap2acc_parity_0126010194_c,11,0,1,1,1,1,ok,136.5,
fwd,3state1ap0acc_080964,3state1ap0acc_024912,49,1,1,1,1,1,skip-bits,72.9,
fwd,3state1ap0acc_086156,3state1ap2acc_parity_2568710745067348706059_c,15,1,0,1,1,1,skip-bits,34.7,
fwd,3state1ap0acc_090184,3state1ap0acc_072710_c,34,1,0,1,1,1,skip-bits,86.0,
fwd,3state1ap0acc_090440,3state1ap0acc_087196_c,27,1,0,1,1,1,skip-bits,68.1,
fwd,3state1ap0acc_092300,3state1ap1acc_01078740549_c,7,1,0,1,1,1,ok,108.2,
fwd,3state1ap0acc_096265_c,3state1ap0acc_074264,39,0,1,1,1,1,skip-bits,13.1,
fwd,3state1ap0acc_096398_c,3state1ap0acc_030112_c,21,0,1,1,1,1,skip-bits,106.7,
fwd,3state1ap0acc_106728,3state1ap0acc_004422_c,7,1,0,1,1,1,ok,136.2,
fwd,3state1ap1acc_00577895438_c,3state1ap0acc_024684,16,1,0,1,1,1,skip-bits,10.9,
fwd,3state1ap1acc_01112278057_c,2state1ap2acc_parity_0004552970_c,7,0,0,0,0,1,ok,4.9,
fwd,3state1ap1acc_01216476160_c,3state1ap0acc_006152,33,1,1,1,1,1,skip-bits,11.9,
fwd,3state1ap1acc_05671138568,3state1ap0acc_029325,3,0,0,0,1,0,ok,2.2,
fwd,3state1ap1acc_06510251562,3state1ap0acc_024912_c,4,0,1,1,1,1,ok,46.7,
fwd,3state1ap1acc_07986021488,3state1ap1acc_17251696968_c,3,0,0,0,1,0,ok,65.6,
fwd,3state1ap1acc_08763069152_c,3state1ap0acc_026808,14,0,0,0,0,1,skip-bits,23.1,
fwd,3state1ap1acc_10818159298_c,3state1ap1acc_22079178886,1,0,0,0,0,1,ok,3.7,
fwd,3state1ap1acc_18420848649_c,3state1ap0acc_075796,11,1,1,1,1,1,ok,99.4,
fwd,3state1ap1acc_18673175256,3state1ap1acc_parity_08657112224,12,0,0,0,1,0,ok,266.2,
fwd,3state1ap1acc_20944955967_c,3state1ap0acc_076293,11,0,0,1,1,1,ok,79.9,
fwd,3state1ap1acc_22364973222,3state1ap0acc_005254,8,0,1,1,1,1,ok,10.9,
fwd,3state1ap1acc_25170543041_c,3state1ap0acc_006170_c,9,0,0,0,0,1,ok,74.6,
fwd,3state1ap1acc_34454789696,3state1ap2acc_parity_0246980041349316193792_c,17,1,1,1,1,1,skip-bits,3.8,
fwd,3state1ap1acc_35719401600_c,3state1ap0acc_070248_c,15,0,1,1,1,1,skip-bits,11.8,
fwd,3state1ap1acc_38522602760,2state1ap2acc_parity_0002234960,59,0,0,0,1,1,skip-bits,36.2,
fwd,3state1ap1acc_43021293649,3state1ap1acc_00501801994,5,0,0,0,1,0,ok,7.6,
fwd,3state1ap1acc_46306722133_c,3state1ap1acc_parity_09932264476_c,9,1,1,1,1,1,ok,8.0,
fwd,3state1ap1acc_parity_09932264476,3state1ap0acc_076042,28,0,0,1,1,1,skip-bits,65.5,
fwd,3state1ap1acc_parity_10805384360,2state1ap2acc_parity_0708854026_c,7,0,1,1,1,1,ok,4.8,
fwd,3state1ap1acc_parity_34454263104,3state1ap1acc_parity_43022074069,8,0,0,1,1,1,ok,15.3,
fwd,3state1ap1acc_parity_34966176896,3state1ap0acc_106660,9,0,0,1,1,1,ok,177.6,
fwd,3state1ap1acc_parity_34972191752,3state1ap0acc_004426,14,0,1,1,1,1,skip-bits,3.5,
fwd,3state1ap2acc_parity_0222475581887189605899,3state1ap0acc_025625,33,0,0,0,0,1,skip-bits,50.8,
fwd,3state1ap2acc_parity_0246980041349316193792,3state1ap0acc_025106,22,0,0,0,0,1,skip-bits,5.1,
fwd,3state1ap2acc_parity_0682827486289373906434,3state1ap0acc_030228_c,39,0,0,0,0,0,skip-bits,83.1,
fwd,3state1ap2acc_parity_1282809694496512603916_c,3state1ap0acc_091238,123,0,0,0,0,0,skip-bits,2484.8,
fwd,3state1ap2acc_parity_1448359502735549410575,3state1ap0acc_013908,40,0,0,0,0,0,skip-bits,116.9,
fwd,3state1ap2acc_parity_2509786589937695033090_c,3state1ap1acc_37118511116,8,0,0,0,0,0,ok,65.5,
fwd,3state2ap1acc_parity_1796825632970893428833,3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,137,0,0,0,1,0,skip-bits,201.6,
fwd,3state2ap2acc_parity_00002382211212622917890616193867070465190424_c,2state2ap2acc_parity_01838757176823623953,81,0,0,0,0,0,skip-bits,141.4,
fwd,3state2ap2acc_parity_00360908970317846202065523035211166491340988_c,4state2ap1acc_parity_032592156420644438548207861214493032704_c,22,1,1,1,1,1,skip-bits,3.0,
fwd,3state2ap2acc_parity_04290111865843214334382313628225177616302156_c,1state2ap2acc_parity_06150,70,0,0,0,1,0,skip-bits,38.9,
fwd,3state2ap2acc_parity_04290111865843214334382313628225177616302156_c,3state2ap2acc_parity_01574353071461662293527634042304113554171601,106,0,0,0,0,0,skip-bits,841.2,
fwd,3state2ap2acc_parity_05744229146499564561388240723307926009780705,2state2ap2acc_parity_08197976992496502017,116,0,0,0,0,0,skip-bits,318.1,
fwd,3state2ap2acc_parity_07715988424303351654421832419712511907809387,2state2ap1acc_parity_0293990436,129,0,0,0,0,0,skip-bits,1142.5,
fwd,3state2ap2acc_parity_08603614892753180213647106418019782380468347_c,2state2ap2acc_parity_04906201296742293504_c,181,0,0,0,0,0,skip-bits,3721.7,
fwd,3state2ap2acc_parity_08920014192153606574079903209430866941080569_c,2state2ap2acc_parity_12005792140375715561_c,50,0,0,0,0,0,skip-bits,83.6,
fwd,3state2ap2acc_parity_10242932816699746367374054096177816109435269,2state2ap2acc_parity_11193452886051569917,33,0,0,0,0,0,skip-bits,163.0,
fwd,3state2ap2acc_parity_10347144930624275892248421612650292723877017_c,2state2ap2acc_parity_02455151384263699489,126,0,0,0,0,0,skip-bits,6709.5,
fwd,3state2ap2acc_parity_13314475190816682929472322021533208167327997,2state2ap2acc_parity_10415250806679194641,42,0,0,0,0,0,skip-bits,2149.7,
fwd,3state2ap2acc_parity_13322400562467511889208063629341661021480178,4state2ap1acc_parity_016989447636600366334037124246744914241_c,143,0,0,0,1,0,skip-bits,147.9,
fwd,3state2ap2acc_parity_14122322237705402063424891878630450175732896_c,3state2ap2acc_parity_00442143975446621002174926794741649083380452,54,0,0,0,0,0,skip-bits,172.5,
fwd,3state2ap2acc_parity_14841615962601542641582320641199714513748170,2state2ap2acc_parity_02784935455026984028,87,0,0,0,0,0,skip-bits,751.3,
fwd,3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,4state2ap1acc_parity_216358315450290392374483810345841206404_c,76,1,1,1,1,1,skip-bits,62.5,
fwd,3state2ap2acc_parity_19292204062434739838585513977313286700953855_c,3state2ap2acc_parity_07131409991411177307553436271602182331950408,17,0,0,0,0,0,skip-bits,4.4,
fwd,3state2ap2acc_parity_19699037403887099928121848904437987237110396,4state2ap1acc_parity_182011070065798834957904108023680624228,42,0,0,0,0,0,skip-bits,3138.5,
fwd,4state1ap1acc_parity_00252217007046873636_c,2state1ap1acc_04644,3,1,0,1,1,1,ok,0.7,
fwd,4state1ap1acc_parity_04902587422865489929_c,3state1ap0acc_013356_c,23,0,0,0,0,1,skip-bits,12.9,
fwd,4state1ap2acc_parity_063036089187240698000600034311139232047_c,3state1ap0acc_074824,45,0,0,0,0,0,skip-bits,76.2,
fwd,4state1ap2acc_parity_189524291821398297457560207943178585638,3state1ap0acc_004632,13,1,1,1,1,1,skip-bits,1.9,
rev,1state1ap0acc_0,1state1ap0acc_3,0,1,1,1,1,1,ok,0.3,
rev,1state2ap0acc_01,2state2ap2acc_parity_09303125106357635126_c,7,1,1,1,1,1,ok,2.5,
rev,1state2ap0acc_06,2state2ap2acc_parity_02590837127116143237_c,24,1,1,1,1,1,skip-bits,2.0,
rev,1state2ap1acc_105,2state2ap2acc_parity_12726042477177204477,12,0,0,0,1,0,ok,131.6,
rev,1state2ap2acc_00416,2state2ap2acc_parity_12005792140375715561_c,29,0,0,0,1,0,skip-bits,3.9,
rev,1state2ap2acc_parity_00780,1state2ap2acc_00960,4,1,1,1,1,1,ok,0.6,
rev,1state2ap2acc_parity_06150,3state2ap2acc_parity_04290111865843214334382313628225177616302156_c,70,0,0,0,0,1,skip-bits,41.6,
rev,1state3ap0acc_015_c,1state3ap1acc_04080_c,1,0,1,1,1,1,ok,0.4,
rev,1state3ap0acc_023,2state3ap1acc_parity_10819738732151771304,37,1,0,1,1,1,skip-bits,7.5,
rev,1state3ap0acc_127_c,1state3ap1acc_00446,9,0,1,1,1,1,ok,6.9,
rev,1state3ap1acc_00386_c,1state3ap1acc_00876_c,3,1,1,1,1,1,ok,1.1,
rev,1state3ap1acc_00494_c,2state3ap1acc_parity_00865795744191920295,24,0,0,0,0,1,skip-bits,5.1,
rev,1state3ap1acc_00792,2state3ap1acc_parity_08801613791090661145_c,17,1,1,1,1,1,skip-bits,5.2,
rev,1state3ap1acc_00828,1state3ap0acc_060,6,1,1,1,1,1,ok,1.2,
rev,1state3ap1acc_01713,1state3ap1acc_07681,18,1,0,1,1,1,skip-bits,1.1,
rev,1state3ap1acc_01777,1state3ap1acc_06976,11,1,1,1,1,1,ok,25.0,
rev,1state3ap1acc_01777_c,2state3ap1acc_parity_10562312272641601060,108,0,0,0,0,1,skip-bits,25.4,
rev,1state3ap1acc_01936,1state3ap1acc_05992_c,6,0,0,0,1,0,ok,3.4,
rev,1state3ap1acc_02040_c,1state3ap1acc_06180_c,3,0,0,0,0,1,ok,1.2,
rev,1state3ap1acc_02725,1state3ap2acc_parity_0179243810_c,3,0,0,0,1,0,ok,0.8,
rev,1state3ap1acc_05801,1state3ap1acc_08064_c,1,0,0,0,1,0,ok,1.1,
rev,1state3ap1acc_06120_c,2state3ap1acc_parity_12253434782604436768,101,0,0,0,0,1,skip-bits,68.7,
rev,1state3ap1acc_06145_c,2state3ap1acc_parity_12248783858467312927_c,13,0,0,0,0,1,skip-bits,1.5,
rev,1state3ap1acc_06147,2state3ap1acc_parity_01830543289898687049_c,23,1,1,1,1,1,skip-bits,8.3,
rev,1state3ap1acc_06436,1state3ap1acc_00390,14,1,0,1,1,1,skip-bits,1.2,
rev,1state3ap1acc_06528_c,1state3ap1acc_01569_c,1,0,0,0,0,1,ok,1.2,
rev,1state3ap1acc_06916_c,1state3ap1acc_00788,25,0,0,0,0,1,skip-bits,1.4,
rev,1state3ap1acc_07777_c,1state3ap1acc_01537_c,1,0,0,0,0,1,ok,0.9,
rev,1state3ap1acc_07777_c,1state3ap1acc_05800,17,0,0,0,0,1,skip-bits,1.1,
rev,1state3ap1acc_32257,1state3ap1acc_06530,30,0,0,0,1,0,skip-bits,1.4,
rev,2state1ap0acc_026_c,3state1ap0acc_021025_c,3,0,1,1,1,1,ok,1.6,
rev,2state1ap0acc_106_c,3state1ap0acc_030120,10,0,1,1,1,1,ok,118.3,
rev,2state1ap1acc_01176,2state1ap2acc_parity_0004822272,21,1,0,1,1,1,skip-bits,3.9,
rev,2state1ap1acc_03170,3state1ap0acc_074260_c,10,0,0,0,1,0,ok,47.8,
rev,2state1ap1acc_04644,4state1ap1acc_parity_00252217007046873636_c,4,1,0,1,1,1,ok,0.7,
rev,2state1ap1acc_05196_c,2state1ap2acc_parity_0004538925_c,10,0,0,0,0,1,ok,75.9,
rev,2state1ap1acc_05250_c,2state1ap1acc_18050_c,2,0,0,0,0,1,ok,2.3,
rev,2state1ap1acc_06536,3state1ap0acc_074325,22,0,0,0,1,0,skip-bits,17.4,
rev,2state1ap1acc_16899,3state1ap0acc_004756_c,4,0,1,1,1,1,ok,2.1,
rev,2state1ap2acc_parity_0001191050_c,3state1ap0acc_026772_c,12,0,0,0,0,0,ok,466.4,
rev,2state1ap2acc_parity_0002234960,3state1ap1acc_38522602760,2,0,0,0,0,1,ok,34.8,
rev,2state1ap2acc_parity_0004295586_c,3state1ap0acc_072334_c,16,0,0,0,0,0,skip-bits,6.1,
rev,2state1ap2acc_parity_0004496645,3state1ap0acc_070056_c,17,0,0,0,0,0,skip-bits,12.2,
rev,2state1ap2acc_parity_0004552970_c,3state1ap1acc_01112278057_c,12,0,0,1,1,1,ok,91.9,
rev,2state1ap2acc_parity_0004891914_c,3state1ap0acc_013385,16,0,0,0,1,0,skip-bits,8.5,
rev,2state1ap2acc_parity_0005106434_c,3state1ap0acc_025312,41,0,0,0,0,0,skip-bits,34.5,
rev,2state1ap2acc_parity_0005327658,2state1ap2acc_parity_0015632386_c,19,0,0,0,0,1,skip-bits,32.6,
rev,2state1ap2acc_parity_0006272130_c,3state1ap0acc_024708_c,2,0,0,0,0,0,ok,1.9,
rev,2state1ap2acc_parity_0022079492_c,3state1ap0acc_013645,40,0,0,0,1,0,skip-bits,30.9,
rev,2state1ap2acc_parity_0069045002,3state1ap0acc_020556,8,0,0,0,0,1,ok,7.4,
rev,2state1ap2acc_parity_0126010194_c,3state1ap0acc_080518_c,23,0,0,0,0,1,skip-bits,7.9,
rev,2state1ap2acc_parity_0571753498,3state1ap0acc_007190_c,55,0,0,0,0,1,skip-bits,202.0,
rev,2state1ap2acc_parity_0572212224,3state1ap0acc_005800_c,5,0,0,0,0,1,ok,54.7,
rev,2state1ap2acc_parity_0574882177,3state1ap0acc_074829_c,11,0,0,0,0,1,ok,146.3,
rev,2state1ap2acc_parity_0708854026_c,3state1ap1acc_parity_10805384360,5,0,0,0,0,0,ok,2.3,
rev,2state1ap2acc_parity_0715295236,2state1ap2acc_parity_2292326218,16,1,1,1,1,1,skip-bits,2.3,
rev,2state1ap2acc_parity_0717635593,2state1ap1acc_06532,11,0,0,0,1,0,ok,50.7,
rev,2state1ap2acc_parity_1413644800,3state1ap0acc_076868,40,0,0,0,0,0,skip-bits,89.7,
rev,2state1ap2acc_parity_2751987743,3state1ap0acc_071308_c,10,0,0,0,0,1,ok,167.2,
rev,2state2ap1acc_parity_0139740170_c,2state2ap2acc_parity_00289891630156527747_c,33,0,1,1,1,1,skip-bits,5.7,
rev,2state2ap1acc_parity_0293990436,3state2ap2acc_parity_07715988424303351654421832419712511907809387,129,0,0,0,0,0,skip-bits,1182.4,
rev,2state2ap1acc_parity_2455687333_c,1state2ap1acc_018_c,1,1,0,1,1,1,ok,0.8,
rev,2state2ap1acc_parity_3289547584,2state2ap1acc_parity_3024546618_c,21,0,0,0,1,0,skip-bits,3.1,
rev,2state2ap1acc_parity_4042692746,2state2ap2acc_parity_06360534675873411890_c,17,0,0,0,1,0,skip-bits,4.8,
rev,2state2ap2acc_parity_00082015929639258213_c,2state2ap2acc_parity_15568350751340371263,94,0,0,0,0,0,skip-bits,145.4,
rev,2state2ap2acc_parity_00289891630156527747_c,2state2ap2acc_parity_02479144338996496752_c,21,0,0,0,1,0,skip-bits,5.7,
rev,2state2ap2acc_parity_00495951104014606457_c,2state2ap2acc_parity_09669650752595937080,3,0,0,0,0,0,ok,9.2,
rev,2state2ap2acc_parity_00732443274184804514_c,2state2ap2acc_parity_01300381873082871896_c,17,0,0,0,0,0,skip-bits,15.0,
rev,2state2ap2acc_parity_01838757176823623953,3state2ap2acc_parity_00002382211212622917890616193867070465190424_c,57,0,0,0,0,1,skip-bits,148.2,
rev,2state2ap2acc_parity_02324350295120187772_c,2state2ap2acc_parity_08130995486210534005,82,0,0,0,0,0,skip-bits,404.3,
rev,2state2ap2acc_parity_02338443166392502418,2state2ap2acc_parity_03598501441036968601,167,0,0,0,0,0,skip-bits,1578.3,
rev,2state2ap2acc_parity_02406207182630619308,2state2ap2acc_parity_12000547282478703909_c,30,0,1,1,1,1,skip-bits,7.7,
rev,2state2ap2acc_parity_02412135448199726114_c,2state2ap2acc_parity_04727523500524286007,58,0,0,0,0,0,skip-bits,25.0,
rev,2state2ap2acc_parity_02455151384263699489,3state2ap2acc_parity_10347144930624275892248421612650292723877017_c,340,0,0,0,0,1,skip-bits,6153.2,
rev,2state2ap2acc_parity_02613231945794024176,2state2ap2acc_parity_01025293266847957421,39,0,0,0,0,0,skip-bits,109.9,
rev,2state2ap2acc_parity_02784935455026984028,3state2ap2acc_parity_14841615962601542641582320641199714513748170,43,0,0,0,0,0,skip-bits,741.2,
rev,2state2ap2acc_parity_04630318344642327802,2state2ap2acc_parity_03465359446847513186_c,67,0,0,0,0,0,skip-bits,47.5,
