# date: 2026-07-11
# git-rev: c8f4d3004
# seed: 20260711
# corpus: genaut/corpus/flat_canon/sos
case,n_aps,n_classes,inert_set,sym_generator_hits,anti_generator_hits,anti_possible,sym_full_count,anti_full_count,status,wall_ms
2state1ap2acc_parity_1296386980_c,1,14,,,,0,1,0,ok,2.3
2state1ap2acc_parity_1297172901,1,13,,,,0,1,0,ok,2.1
2state1ap2acc_parity_1297172901_c,1,13,,,,0,1,0,ok,2.0
2state1ap2acc_parity_1313194541,1,10,,,,0,1,0,ok,1.3
2state1ap2acc_parity_1313194541_c,1,10,,,,0,1,0,ok,1.3
2state1ap2acc_parity_1342875713,1,4,,,,0,1,0,ok,0.5
2state1ap2acc_parity_1345235106,1,14,,,,0,1,0,ok,2.4
2state1ap2acc_parity_1345235106_c,1,14,,,,0,1,0,ok,2.4
2state1ap2acc_parity_1363576902,1,15,,,,0,1,0,ok,2.6
2state1ap2acc_parity_1363576902_c,1,15,,,,0,1,0,ok,2.6
2state1ap2acc_parity_1367474350,1,4,,,,0,1,0,ok,0.5
2state1ap2acc_parity_1367673344,1,6,,,,0,1,0,ok,0.7
2state1ap2acc_parity_1367673344_c,1,6,,,,0,1,0,ok,0.7
2state1ap2acc_parity_1369442440,1,13,,,,0,1,0,ok,2.0
2state1ap2acc_parity_1369442440_c,1,13,,,,0,1,0,ok,2.1
2state1ap2acc_parity_1409747520,1,9,,,,0,1,0,ok,1.1
2state1ap2acc_parity_1409747520_c,1,9,,,,0,1,0,ok,1.2
2state1ap2acc_parity_1411326464,1,10,,,,0,1,0,ok,1.3
2state1ap2acc_parity_1411326464_c,1,10,,,,0,1,0,ok,1.4
2state1ap2acc_parity_1413644800,1,14,,,,0,1,0,ok,2.3
2state1ap2acc_parity_1413644800_c,1,14,,,,0,1,0,ok,2.3
2state1ap2acc_parity_1413805336,1,7,,,,0,1,0,ok,0.9
2state1ap2acc_parity_1413805336_c,1,7,,,,0,1,0,ok,0.9
2state1ap2acc_parity_1414038080,1,25,,,,0,1,0,ok,6.6
2state1ap2acc_parity_1414038080_c,1,25,,,,0,1,0,ok,6.6
2state1ap2acc_parity_1414367887,1,11,,,,0,1,0,ok,1.5
2state1ap2acc_parity_1414367887_c,1,11,,,,0,1,0,ok,1.5
2state1ap2acc_parity_1418363013,1,17,,,,0,1,0,ok,3.3
2state1ap2acc_parity_1418363013_c,1,17,,,,0,1,0,ok,3.2
2state1ap2acc_parity_1418691086,1,11,,,,0,1,0,ok,1.6
2state1ap2acc_parity_1418691086_c,1,11,,,,0,1,0,ok,1.6
2state1ap2acc_parity_1428488866,1,7,,,,0,1,0,ok,0.8
2state1ap2acc_parity_1428488866_c,1,7,,,,0,1,0,ok,0.8
2state1ap2acc_parity_1431978117,1,13,,,,0,1,0,ok,2.1
2state1ap2acc_parity_1431978117_c,1,13,,,,0,1,0,ok,2.0
2state1ap2acc_parity_1528190125,1,12,,,,0,1,0,ok,1.9
2state1ap2acc_parity_1528190125_c,1,12,,,,0,1,0,ok,1.7
2state1ap2acc_parity_2154185733,1,15,,,,0,1,0,ok,2.6
2state1ap2acc_parity_2154185733_c,1,15,,,,0,1,0,ok,2.8
2state1ap2acc_parity_2183419904,1,19,,,,0,1,0,ok,3.8
2state1ap2acc_parity_2183419904_c,1,19,,,,0,1,0,ok,3.9
2state1ap2acc_parity_2195145216,1,17,,,,0,1,0,ok,3.2
2state1ap2acc_parity_2195145216_c,1,17,,,,0,1,0,ok,3.1
2state1ap2acc_parity_2282241724,1,3,,,f0,1,1,1,ok,0.4
2state1ap2acc_parity_2290440257,1,10,,,,0,1,0,ok,1.3
2state1ap2acc_parity_2290440257_c,1,10,,,,0,1,0,ok,1.3
2state1ap2acc_parity_2292326218,1,5,,,,0,1,0,ok,0.6
2state1ap2acc_parity_2292326218_c,1,5,,,,0,1,0,ok,0.6
2state1ap2acc_parity_2296595968,1,16,,,,0,1,0,ok,2.8
2state1ap2acc_parity_2296595968_c,1,16,,,,0,1,0,ok,2.9
2state1ap2acc_parity_2340605713,1,10,,,,0,1,0,ok,1.3
2state1ap2acc_parity_2340605713_c,1,10,,,,0,1,0,ok,1.3
2state1ap2acc_parity_2695495705,1,5,,,,0,1,0,ok,0.6
2state1ap2acc_parity_2695495705_c,1,5,,,,0,1,0,ok,0.6
2state1ap2acc_parity_2697937154,1,16,,,,0,1,0,ok,2.8
2state1ap2acc_parity_2697937154_c,1,16,,,,0,1,0,ok,2.9
2state1ap2acc_parity_2701488726,1,4,,f0,,0,2,0,ok,0.5
2state1ap2acc_parity_2726576129,1,13,,,,0,1,0,ok,2.0
2state1ap2acc_parity_2726576129_c,1,13,,,,0,1,0,ok,2.1
2state1ap2acc_parity_2727298372,1,11,,,,0,1,0,ok,1.5
2state1ap2acc_parity_2727298372_c,1,11,,,,0,1,0,ok,1.6
2state1ap2acc_parity_2751987743,1,4,,,,0,1,0,ok,0.5
2state1ap2acc_parity_2751987743_c,1,4,,,,0,1,0,ok,0.5
2state1ap2acc_parity_2819236378,1,5,,,,0,1,0,ok,0.6
2state1ap2acc_parity_2819236378_c,1,5,,,,0,1,0,ok,0.6
2state1ap2acc_parity_2823242831,1,15,,,,0,1,0,ok,2.7
2state1ap2acc_parity_2823242831_c,1,15,,,,0,1,0,ok,2.6
2state1ap2acc_parity_2856797194,1,8,,,,0,1,0,ok,1.0
2state1ap2acc_parity_2856797194_c,1,8,,,,0,1,0,ok,1.0
2state2ap1acc_parity_0006816819,2,10,,,,0,1,0,ok,4.8
2state2ap1acc_parity_0006816819_c,2,10,,,,0,1,0,ok,4.7
2state2ap1acc_parity_0030441824,2,29,,,,0,1,0,ok,31.8
2state2ap1acc_parity_0030441824_c,2,29,,,,0,1,0,ok,32.7
2state2ap1acc_parity_0041671860,2,4,,,,0,2,0,ok,1.8
2state2ap1acc_parity_0041671860_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_0045674572,2,18,,,,0,1,0,ok,12.1
2state2ap1acc_parity_0045674572_c,2,18,,,,0,1,0,ok,12.5
2state2ap1acc_parity_0048820304,2,34,,,,0,1,0,ok,44.4
2state2ap1acc_parity_0048820304_c,2,34,,,,0,1,0,ok,44.3
2state2ap1acc_parity_0060937793,2,14,,,,0,1,0,ok,8.2
2state2ap1acc_parity_0060937793_c,2,14,,,,0,1,0,ok,8.2
2state2ap1acc_parity_0139740170,2,8,,,,0,1,0,ok,3.5
2state2ap1acc_parity_0139740170_c,2,8,,,,0,1,0,ok,3.5
2state2ap1acc_parity_0159908079,2,4,,,,0,2,0,ok,1.8
2state2ap1acc_parity_0271867916,2,23,,,,0,1,0,ok,19.6
2state2ap1acc_parity_0271867916_c,2,23,,,,0,1,0,ok,20.3
2state2ap1acc_parity_0273768595,2,25,,,,0,1,0,ok,23.1
2state2ap1acc_parity_0273768595_c,2,25,,,,0,1,0,ok,24.1
2state2ap1acc_parity_0276095248,2,48,,,,0,1,0,ok,95.5
2state2ap1acc_parity_0276095248_c,2,48,,,,0,1,0,ok,97.7
2state2ap1acc_parity_0293990436,2,24,,,,0,1,0,ok,21.8
2state2ap1acc_parity_0293990436_c,2,24,,,,0,1,0,ok,22.1
2state2ap1acc_parity_0340040009,2,5,,,,0,1,0,ok,2.1
2state2ap1acc_parity_0340040009_c,2,5,,,,0,1,0,ok,2.1
2state2ap1acc_parity_0360859144,2,10,,,,0,1,0,ok,4.8
2state2ap1acc_parity_0360859144_c,2,10,,,,0,1,0,ok,4.8
2state2ap1acc_parity_0422590160,2,8,,,,0,1,0,ok,3.6
2state2ap1acc_parity_0422590160_c,2,8,,,,0,1,0,ok,3.5
2state2ap1acc_parity_0607168992,2,9,,,,0,1,0,ok,4.1
2state2ap1acc_parity_0607168992_c,2,9,,,,0,1,0,ok,4.1
2state2ap1acc_parity_0672178145,2,6,,,,0,1,0,ok,2.5
2state2ap1acc_parity_0672178145_c,2,6,,,,0,1,0,ok,2.6
2state2ap1acc_parity_0835174673,2,16,,,,0,1,0,ok,10.1
2state2ap1acc_parity_0835174673_c,2,16,,,,0,1,0,ok,10.3
2state2ap1acc_parity_0843184800,2,22,,,,0,1,0,ok,18.5
2state2ap1acc_parity_0843184800_c,2,22,,,,0,1,0,ok,18.8
2state2ap1acc_parity_0862113842,2,45,,,,0,1,0,ok,84.1
2state2ap1acc_parity_0862113842_c,2,45,,,,0,1,0,ok,85.5
2state2ap1acc_parity_0898814024,2,16,,,,0,1,0,ok,10.2
2state2ap1acc_parity_0898814024_c,2,16,,,,0,1,0,ok,10.3
2state2ap1acc_parity_1075853332,2,22,,,,0,1,0,ok,17.9
2state2ap1acc_parity_1075853332_c,2,22,,,,0,1,0,ok,19.1
2state2ap1acc_parity_1149429042,2,21,,,,0,1,0,ok,16.8
2state2ap1acc_parity_1149429042_c,2,21,,,,0,1,0,ok,17.1
2state2ap1acc_parity_1276671503,2,4,,,,0,2,0,ok,1.8
2state2ap1acc_parity_1276671503_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_1354432513,2,5,,,,0,1,0,ok,2.1
2state2ap1acc_parity_1354432513_c,2,5,,,,0,1,0,ok,2.1
2state2ap1acc_parity_1365881096,2,20,,,,0,1,0,ok,15.4
2state2ap1acc_parity_1365881096_c,2,20,,,,0,1,0,ok,15.7
2state2ap1acc_parity_1488461833,2,45,,,,0,1,0,ok,83.1
2state2ap1acc_parity_1488461833_c,2,45,,,,0,1,0,ok,84.2
2state2ap1acc_parity_1642596627,2,12,,,,0,1,0,ok,6.6
2state2ap1acc_parity_1642596627_c,2,12,,,,0,1,0,ok,6.2
2state2ap1acc_parity_1645637451,2,3,,,,1,2,0,ok,1.5
2state2ap1acc_parity_1721618876,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_1721618876_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_1813427712,2,8,,,,0,2,0,ok,3.6
2state2ap1acc_parity_1813427712_c,2,8,,,,0,2,0,ok,3.7
2state2ap1acc_parity_2156428511,2,3,,,,1,2,0,ok,1.5
2state2ap1acc_parity_2162350898,2,18,,,,0,1,0,ok,12.6
2state2ap1acc_parity_2162350898_c,2,18,,,,0,1,0,ok,12.9
2state2ap1acc_parity_2183137900,2,5,,,,0,1,0,ok,2.0
2state2ap1acc_parity_2183137900_c,2,5,,,,0,1,0,ok,2.1
2state2ap1acc_parity_2215669986,2,14,,,,0,1,0,ok,8.1
2state2ap1acc_parity_2215669986_c,2,14,,,,0,1,0,ok,8.2
2state2ap1acc_parity_2306956557,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_2306956557_c,2,4,,,,0,2,0,ok,1.8
2state2ap1acc_parity_2338939283,2,8,,,,0,1,0,ok,3.5
2state2ap1acc_parity_2338939283_c,2,8,,,,0,1,0,ok,3.6
2state2ap1acc_parity_2441186847,2,3,,t01,f0;f1,1,4,4,ok,1.5
2state2ap1acc_parity_2441186847_c,2,3,,t01,f0;f1,1,4,4,ok,1.4
2state2ap1acc_parity_2455687333,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_2455687333_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_2594873515,2,4,,,,0,1,0,ok,1.7
2state2ap1acc_parity_2594873515_c,2,4,,,,0,1,0,ok,1.7
2state2ap1acc_parity_2727375402,2,45,,,,0,1,0,ok,81.7
2state2ap1acc_parity_2727375402_c,2,45,,,,0,1,0,ok,83.2
2state2ap1acc_parity_3024546618,2,4,,,,0,2,0,ok,1.8
2state2ap1acc_parity_3024546618_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_3259403595,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_3289547584,2,13,,,,0,1,0,ok,7.0
2state2ap1acc_parity_3289547584_c,2,13,,,,0,1,0,ok,7.2
2state2ap1acc_parity_3367352592,2,18,,,,0,1,0,ok,12.6
2state2ap1acc_parity_3367352592_c,2,18,,,,0,1,0,ok,12.8
2state2ap1acc_parity_3430179795,2,4,,,,0,1,0,ok,1.8
2state2ap1acc_parity_3430179795_c,2,4,,,,0,1,0,ok,1.7
2state2ap1acc_parity_3772037665,2,13,,,,0,1,0,ok,7.1
2state2ap1acc_parity_3772037665_c,2,13,,,,0,1,0,ok,7.2
2state2ap1acc_parity_3779266730,2,5,,,,0,1,0,ok,2.2
2state2ap1acc_parity_3779266730_c,2,5,,,,0,1,0,ok,2.1
2state2ap1acc_parity_3858893042,2,11,,,,0,1,0,ok,5.6
2state2ap1acc_parity_3858893042_c,2,11,,,,0,1,0,ok,5.8
2state2ap1acc_parity_3892623796,2,6,,,,0,1,0,ok,2.4
2state2ap1acc_parity_3892623796_c,2,6,,,,0,1,0,ok,2.5
2state2ap1acc_parity_3959984376,2,6,,,,0,1,0,ok,2.4
2state2ap1acc_parity_3959984376_c,2,6,,,,0,1,0,ok,2.5
2state2ap1acc_parity_3961869223,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_3961869223_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_4029153289,2,5,,,,1,1,0,ok,2.0
2state2ap1acc_parity_4029153289_c,2,5,,,,1,1,0,ok,2.0
2state2ap1acc_parity_4030769517,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_4030769517_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_4042692746,2,5,,,,1,1,0,ok,2.1
2state2ap1acc_parity_4042692746_c,2,5,,,,1,1,0,ok,2.1
2state2ap1acc_parity_4052772551,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_4052772551_c,2,4,,,,0,2,0,ok,1.7
2state2ap1acc_parity_4170960009,2,5,,,,1,1,0,ok,2.1
2state2ap1acc_parity_4170960009_c,2,5,,,,1,1,0,ok,2.0
2state2ap2acc_parity_00060483633794257729,2,29,,,,0,1,0,ok,32.6
2state2ap2acc_parity_00060483633794257729_c,2,29,,,,0,1,0,ok,32.2
2state2ap2acc_parity_00068208140348573865,2,25,,,,0,1,0,ok,24.8
2state2ap2acc_parity_00068208140348573865_c,2,25,,,,0,1,0,ok,24.2
2state2ap2acc_parity_00070780542479492635,2,28,,,,0,1,0,ok,30.4
2state2ap2acc_parity_00070780542479492635_c,2,28,,,,0,1,0,ok,29.0
2state2ap2acc_parity_00082015929639258213,2,27,,,,0,1,0,ok,27.9
2state2ap2acc_parity_00082015929639258213_c,2,27,,,,0,1,0,ok,28.3
2state2ap2acc_parity_00111729103757431907,2,17,,,,0,1,0,ok,11.4
2state2ap2acc_parity_00111729103757431907_c,2,17,,,,0,1,0,ok,11.5
2state2ap2acc_parity_00113859048058933820,2,17,,,,0,1,0,ok,11.2
2state2ap2acc_parity_00113859048058933820_c,2,17,,,,0,1,0,ok,11.4
2state2ap2acc_parity_00114824350043093764,2,12,,,,0,1,0,ok,6.5
2state2ap2acc_parity_00114824350043093764_c,2,12,,,,0,1,0,ok,6.5
2state2ap2acc_parity_00114879962707382398,2,13,,,,0,1,0,ok,7.6
2state2ap2acc_parity_00114879962707382398_c,2,13,,,,0,1,0,ok,7.2
2state2ap2acc_parity_00159574951345576014,2,24,,,,0,1,0,ok,22.1
2state2ap2acc_parity_00159574951345576014_c,2,24,,,,0,1,0,ok,21.6
2state2ap2acc_parity_00206838851290704112,2,39,,,,0,1,0,ok,60.3
2state2ap2acc_parity_00206838851290704112_c,2,39,,,,0,1,0,ok,60.3
2state2ap2acc_parity_00220219459351786051,2,20,,,,0,1,0,ok,16.5
2state2ap2acc_parity_00220219459351786051_c,2,20,,,,0,1,0,ok,15.3
2state2ap2acc_parity_00277767463259824491,2,20,,,,0,1,0,ok,15.2
2state2ap2acc_parity_00277767463259824491_c,2,20,,,,0,1,0,ok,15.5
2state2ap2acc_parity_00289891630156527747,2,11,,,,0,1,0,ok,5.6
2state2ap2acc_parity_00289891630156527747_c,2,11,,,,0,1,0,ok,5.3
2state2ap2acc_parity_00300816315923964079,2,35,,,,0,1,0,ok,47.8
2state2ap2acc_parity_00300816315923964079_c,2,35,,,,0,1,0,ok,46.9
2state2ap2acc_parity_00312008535007781011,2,19,,,,0,1,0,ok,14.9
2state2ap2acc_parity_00312008535007781011_c,2,19,,,,0,1,0,ok,13.6
2state2ap2acc_parity_00315784032083780471,2,32,,,,0,1,0,ok,39.5
2state2ap2acc_parity_00315784032083780471_c,2,32,,,,0,1,0,ok,38.5
2state2ap2acc_parity_00363974003872426214,2,28,,,,0,1,0,ok,30.1
2state2ap2acc_parity_00363974003872426214_c,2,28,,,,0,1,0,ok,29.2
2state2ap2acc_parity_00439074706766889622,2,31,,,,0,1,0,ok,37.5
2state2ap2acc_parity_00439074706766889622_c,2,31,,,,0,1,0,ok,36.3
2state2ap2acc_parity_00444627553941737542,2,14,,,,0,1,0,ok,8.4
2state2ap2acc_parity_00444627553941737542_c,2,14,,,,0,1,0,ok,8.5
2state2ap2acc_parity_00479293490505068693,2,37,,,,0,1,0,ok,53.5
2state2ap2acc_parity_00479293490505068693_c,2,37,,,,0,1,0,ok,53.3
2state2ap2acc_parity_00484636427467843727,2,16,,,,0,1,0,ok,10.4
2state2ap2acc_parity_00484636427467843727_c,2,16,,,,0,1,0,ok,10.5
2state2ap2acc_parity_00495951104014606457,2,26,,,,0,1,0,ok,25.4
2state2ap2acc_parity_00495951104014606457_c,2,26,,,,0,1,0,ok,25.9
2state2ap2acc_parity_00504262818968334349,2,14,,,,0,2,0,ok,8.4
2state2ap2acc_parity_00504262818968334349_c,2,14,,,,0,2,0,ok,8.5
2state2ap2acc_parity_00593706300350443922,2,20,,,,0,1,0,ok,16.3
2state2ap2acc_parity_00593706300350443922_c,2,20,,,,0,1,0,ok,15.4
2state2ap2acc_parity_00596159803963630254,2,37,,,,0,1,0,ok,54.2
2state2ap2acc_parity_00596159803963630254_c,2,37,,,,0,1,0,ok,53.6
2state2ap2acc_parity_00660078807834349713,2,33,,,,0,1,0,ok,42.4
2state2ap2acc_parity_00660078807834349713_c,2,33,,,,0,1,0,ok,41.5
2state2ap2acc_parity_00732443274184804514,2,10,,,,0,1,0,ok,4.9
2state2ap2acc_parity_00732443274184804514_c,2,10,,,,0,1,0,ok,4.7
2state2ap2acc_parity_00751213585501483215,2,6,,,,0,1,0,ok,2.5
2state2ap2acc_parity_00751213585501483215_c,2,6,,,,0,1,0,ok,2.7
2state2ap2acc_parity_00767695237054042238,2,20,,,,0,1,0,ok,16.5
2state2ap2acc_parity_00767695237054042238_c,2,20,,,,0,1,0,ok,15.4
2state2ap2acc_parity_00833377494173270130,2,26,,,,0,1,0,ok,26.0
2state2ap2acc_parity_00833377494173270130_c,2,26,,,,0,1,0,ok,25.5
2state2ap2acc_parity_00860425751346548960,2,11,,,,0,1,0,ok,5.8
2state2ap2acc_parity_00860425751346548960_c,2,11,,,,0,1,0,ok,5.7
2state2ap2acc_parity_00990318396378167694,2,5,,,,0,1,0,ok,2.1
2state2ap2acc_parity_00990318396378167694_c,2,5,,,,0,1,0,ok,2.1
2state2ap2acc_parity_01025293266847957421,2,17,,,,0,1,0,ok,11.9
2state2ap2acc_parity_01025293266847957421_c,2,17,,,,0,1,0,ok,11.4
2state2ap2acc_parity_01225336004786434058,2,11,,,,0,1,0,ok,5.5
2state2ap2acc_parity_01225336004786434058_c,2,11,,,,0,1,0,ok,5.3
2state2ap2acc_parity_01230524651299949151,2,21,,,,0,1,0,ok,17.3
2state2ap2acc_parity_01230524651299949151_c,2,21,,,,0,1,0,ok,16.8
2state2ap2acc_parity_01232271390509535357,2,12,,,,0,1,0,ok,6.8
2state2ap2acc_parity_01232271390509535357_c,2,12,,,,0,1,0,ok,6.2
2state2ap2acc_parity_01244024813862809794,2,11,,,,0,1,0,ok,5.7
2state2ap2acc_parity_01244024813862809794_c,2,11,,,,0,1,0,ok,5.6
2state2ap2acc_parity_01251725959691084200,2,5,,,,0,2,0,ok,2.1
2state2ap2acc_parity_01251725959691084200_c,2,5,,,,0,2,0,ok,2.1
2state2ap2acc_parity_01254663047608141875,2,14,,,,0,1,0,ok,8.2
2state2ap2acc_parity_01254663047608141875_c,2,14,,,,0,1,0,ok,8.2
2state2ap2acc_parity_01267103716465084453,2,25,,,,0,1,0,ok,24.3
2state2ap2acc_parity_01267103716465084453_c,2,25,,,,0,1,0,ok,24.3
2state2ap2acc_parity_01280044516422210070,2,20,,,,0,1,0,ok,16.4
2state2ap2acc_parity_01280044516422210070_c,2,20,,,,0,1,0,ok,15.4
2state2ap2acc_parity_01300381873082871896,2,37,,,,0,1,0,ok,53.2
2state2ap2acc_parity_01300381873082871896_c,2,37,,,,0,1,0,ok,54.7
2state2ap2acc_parity_01303389374918484602,2,33,,,,0,1,0,ok,42.0
2state2ap2acc_parity_01303389374918484602_c,2,33,,,,0,1,0,ok,41.3
2state2ap2acc_parity_01310623323612573948,2,8,,,,0,1,0,ok,3.7
2state2ap2acc_parity_01318857116775966579,2,11,,,,0,1,0,ok,5.6
2state2ap2acc_parity_01318857116775966579_c,2,11,,,,0,1,0,ok,5.6
2state2ap2acc_parity_01343534804947403014,2,13,,,,0,1,0,ok,7.4
2state2ap2acc_parity_01343534804947403014_c,2,13,,,,0,1,0,ok,7.3
2state2ap2acc_parity_01378938908794225103,2,35,,,,0,1,0,ok,48.1
2state2ap2acc_parity_01378938908794225103_c,2,35,,,,0,1,0,ok,46.9
2state2ap2acc_parity_01477560257961134322,2,19,,,,0,1,0,ok,14.0
2state2ap2acc_parity_01477560257961134322_c,2,19,,,,0,1,0,ok,13.5
2state2ap2acc_parity_01479353950588289250,2,34,,,,0,1,0,ok,44.5
2state2ap2acc_parity_01479353950588289250_c,2,34,,,,0,1,0,ok,44.0
2state2ap2acc_parity_01481514846368800783,2,32,,,,0,1,0,ok,39.5
2state2ap2acc_parity_01481514846368800783_c,2,32,,,,0,1,0,ok,38.8
2state2ap2acc_parity_01599640372372186518,2,17,,,,0,1,0,ok,11.6
2state2ap2acc_parity_01599640372372186518_c,2,17,,,,0,1,0,ok,11.8
2state2ap2acc_parity_01743510915252470335,2,14,,,,0,1,0,ok,8.6
2state2ap2acc_parity_01743510915252470335_c,2,14,,,,0,1,0,ok,8.0
2state2ap2acc_parity_01822775378707149181,2,6,,,,0,1,0,ok,2.5
2state2ap2acc_parity_01822775378707149181_c,2,6,,,,0,1,0,ok,2.5
2state2ap2acc_parity_01838757176823623953,2,5,,,,0,1,0,ok,2.1
2state2ap2acc_parity_01863874747393295720,2,26,,,,0,1,0,ok,25.4
2state2ap2acc_parity_01863874747393295720_c,2,26,,,,0,1,0,ok,25.8
2state2ap2acc_parity_01870389732279573618,2,12,,,,0,1,0,ok,6.8
2state2ap2acc_parity_01870389732279573618_c,2,12,,,,0,1,0,ok,6.6
2state2ap2acc_parity_01914081442192496000,2,11,,,,0,1,0,ok,5.7
2state2ap2acc_parity_01914081442192496000_c,2,11,,,,0,1,0,ok,5.3
2state2ap2acc_parity_02307324137090008103,2,42,,,,0,1,0,ok,71.4
2state2ap2acc_parity_02307324137090008103_c,2,42,,,,0,1,0,ok,71.7
2state2ap2acc_parity_02324350295120187772,2,21,,,,0,1,0,ok,17.3
2state2ap2acc_parity_02324350295120187772_c,2,21,,,,0,1,0,ok,16.9
2state2ap2acc_parity_02338443166392502418,2,45,,,,0,1,0,ok,83.1
2state2ap2acc_parity_02338443166392502418_c,2,45,,,,0,1,0,ok,82.8
2state2ap2acc_parity_02406207182630619308,2,25,,,,0,1,0,ok,24.5
2state2ap2acc_parity_02406207182630619308_c,2,25,,,,0,1,0,ok,24.0
2state2ap2acc_parity_02412135448199726114,2,21,,,,0,1,0,ok,17.4
2state2ap2acc_parity_02412135448199726114_c,2,21,,,,0,1,0,ok,16.8
2state2ap2acc_parity_02455151384263699489,2,26,,,,0,1,0,ok,26.4
2state2ap2acc_parity_02455151384263699489_c,2,26,,,,0,1,0,ok,25.3
2state2ap2acc_parity_02479144338996496752,2,11,,,,0,1,0,ok,5.7
2state2ap2acc_parity_02479144338996496752_c,2,11,,,,0,1,0,ok,5.6
2state2ap2acc_parity_02483199951452610704,2,19,,,,0,1,0,ok,14.0
2state2ap2acc_parity_02483199951452610704_c,2,19,,,,0,1,0,ok,13.5
2state2ap2acc_parity_02488184816115986453,2,20,,,,0,1,0,ok,16.2
2state2ap2acc_parity_02488184816115986453_c,2,20,,,,0,1,0,ok,15.3
2state2ap2acc_parity_02590837127116143237,2,12,,,,0,1,0,ok,6.8
2state2ap2acc_parity_02590837127116143237_c,2,12,,,,0,1,0,ok,6.5
2state2ap2acc_parity_02613231945794024176,2,18,,,,0,1,0,ok,13.0
2state2ap2acc_parity_02613231945794024176_c,2,18,,,,0,1,0,ok,12.8
2state2ap2acc_parity_02648063864873096543,2,36,,,,0,1,0,ok,50.8
2state2ap2acc_parity_02648063864873096543_c,2,36,,,,0,1,0,ok,49.9
2state2ap2acc_parity_02663200103670698602,2,11,,,,0,1,0,ok,5.7
2state2ap2acc_parity_02663200103670698602_c,2,11,,,,0,1,0,ok,5.5
2state2ap2acc_parity_02688943715839412896,2,19,,,,0,1,0,ok,14.4
2state2ap2acc_parity_02688943715839412896_c,2,19,,,,0,1,0,ok,14.1
2state2ap2acc_parity_02784935455026984028,2,17,,,,0,1,0,ok,11.3
2state2ap2acc_parity_02784935455026984028_c,2,17,,,,0,1,0,ok,11.5
2state2ap2acc_parity_02882476272929310978,2,19,,,,0,1,0,ok,13.6
2state2ap2acc_parity_02882476272929310978_c,2,19,,,,0,1,0,ok,13.4
2state2ap2acc_parity_02945128964234312229,2,6,,,,0,1,0,ok,2.5
2state2ap2acc_parity_02945128964234312229_c,2,6,,,,0,1,0,ok,2.5
2state2ap2acc_parity_03089857006815921569,2,17,,,,0,1,0,ok,11.7
2state2ap2acc_parity_03089857006815921569_c,2,17,,,,0,1,0,ok,11.3
2state2ap2acc_parity_03129656159512711225,2,8,,,,0,1,0,ok,3.8
2state2ap2acc_parity_03129656159512711225_c,2,8,,,,0,1,0,ok,3.5
2state2ap2acc_parity_03377207403598746866,2,15,,,,0,1,0,ok,9.8
2state2ap2acc_parity_03377207403598746866_c,2,15,,,,0,1,0,ok,9.2
2state2ap2acc_parity_03460833195761536387,2,15,,,,0,1,0,ok,9.8
2state2ap2acc_parity_03460833195761536387_c,2,15,,,,0,1,0,ok,9.4
2state2ap2acc_parity_03465359446847513186,2,16,,,,0,1,0,ok,10.8
2state2ap2acc_parity_03465359446847513186_c,2,16,,,,0,1,0,ok,10.5
2state2ap2acc_parity_03482540959994119587,2,9,,,,0,1,0,ok,4.4
2state2ap2acc_parity_03482540959994119587_c,2,9,,,,0,1,0,ok,4.2
2state2ap2acc_parity_03487096739703075789,2,15,,,,0,1,0,ok,9.0
2state2ap2acc_parity_03487096739703075789_c,2,15,,,,0,1,0,ok,9.1
2state2ap2acc_parity_03498901325726090611,2,31,,,,0,1,0,ok,37.7
2state2ap2acc_parity_03498901325726090611_c,2,31,,,,0,1,0,ok,36.5
2state2ap2acc_parity_03520342633829766419,2,23,,,,0,1,0,ok,20.1
2state2ap2acc_parity_03520342633829766419_c,2,23,,,,0,1,0,ok,20.0
2state2ap2acc_parity_03520663292383319141,2,13,,,,0,1,0,ok,7.4
2state2ap2acc_parity_03520663292383319141_c,2,13,,,,0,1,0,ok,7.5
2state2ap2acc_parity_03598501441036968601,2,32,,,,0,1,0,ok,39.3
2state2ap2acc_parity_03598501441036968601_c,2,32,,,,0,1,0,ok,40.4
2state2ap2acc_parity_03644846996254608138,2,5,,,,0,2,0,ok,2.2
2state2ap2acc_parity_03644846996254608138_c,2,5,,,,0,2,0,ok,2.1
2state2ap2acc_parity_03664402249044222104,2,13,,,,0,1,0,ok,7.6
2state2ap2acc_parity_03664402249044222104_c,2,13,,,,0,1,0,ok,7.6
