# date: 2026-07-11
# git-rev: c8f4d3004
# seed: 20260711
# corpus: genaut/corpus/flat_canon/sos
case,n_aps,n_classes,inert_set,sym_generator_hits,anti_generator_hits,anti_possible,sym_full_count,anti_full_count,status,wall_ms
3state1ap0acc_021089,1,32,,,,0,1,0,ok,11.0
3state1ap0acc_021089_c,1,32,,,,0,1,0,ok,11.2
3state1ap0acc_021092,1,49,,,,0,1,0,ok,29.3
3state1ap0acc_021092_c,1,49,,,,0,1,0,ok,29.2
3state1ap0acc_021093,1,32,,,,0,1,0,ok,11.3
3state1ap0acc_021093_c,1,32,,,,0,1,0,ok,11.5
3state1ap0acc_021096,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_021096_c,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_021104,1,65,,,,0,1,0,ok,55.8
3state1ap0acc_021104_c,1,65,,,,0,1,0,ok,55.2
3state1ap0acc_021105,1,44,,,,0,1,0,ok,22.2
3state1ap0acc_021105_c,1,44,,,,0,1,0,ok,22.5
3state1ap0acc_021108,1,47,,,,0,1,0,ok,26.6
3state1ap0acc_021108_c,1,47,,,,0,1,0,ok,26.4
3state1ap0acc_021112,1,32,,,,0,1,0,ok,11.3
3state1ap0acc_021112_c,1,32,,,,0,1,0,ok,11.3
3state1ap0acc_021145,1,27,,,,0,1,0,ok,7.7
3state1ap0acc_021145_c,1,27,,,,0,1,0,ok,7.9
3state1ap0acc_021208,1,72,,,,0,1,0,ok,72.1
3state1ap0acc_021208_c,1,72,,,,0,1,0,ok,72.1
3state1ap0acc_021224,1,32,,,,0,1,0,ok,11.4
3state1ap0acc_021224_c,1,32,,,,0,1,0,ok,11.4
3state1ap0acc_021542,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_021542_c,1,20,,,,0,1,0,ok,4.5
3state1ap0acc_021657,1,67,,,,0,1,0,ok,59.3
3state1ap0acc_021657_c,1,67,,,,0,1,0,ok,59.8
3state1ap0acc_021660,1,67,,,,0,1,0,ok,59.3
3state1ap0acc_021660_c,1,67,,,,0,1,0,ok,59.8
3state1ap0acc_021668,1,80,,,,0,1,0,ok,92.4
3state1ap0acc_021668_c,1,80,,,,0,1,0,ok,93.6
3state1ap0acc_021670,1,79,,,,0,1,0,ok,90.3
3state1ap0acc_021670_c,1,79,,,,0,1,0,ok,90.8
3state1ap0acc_021676,1,43,,,,0,1,0,ok,21.7
3state1ap0acc_021676_c,1,43,,,,0,1,0,ok,21.6
3state1ap0acc_021678,1,36,,,,0,1,0,ok,14.9
3state1ap0acc_021678_c,1,36,,,,0,1,0,ok,14.6
3state1ap0acc_021736,1,13,,,,0,1,0,ok,2.1
3state1ap0acc_021736_c,1,13,,,,0,1,0,ok,2.0
3state1ap0acc_021752,1,36,,,,0,1,0,ok,14.7
3state1ap0acc_021752_c,1,36,,,,0,1,0,ok,14.8
3state1ap0acc_021778,1,30,,,,0,1,0,ok,10.2
3state1ap0acc_021778_c,1,30,,,,0,1,0,ok,10.0
3state1ap0acc_021914,1,45,,,,0,1,0,ok,24.2
3state1ap0acc_021914_c,1,45,,,,0,1,0,ok,23.8
3state1ap0acc_021920,1,31,,,,0,1,0,ok,10.3
3state1ap0acc_021920_c,1,31,,,,0,1,0,ok,10.3
3state1ap0acc_021922,1,32,,,,0,1,0,ok,11.2
3state1ap0acc_021922_c,1,32,,,,0,1,0,ok,11.2
3state1ap0acc_021928,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_021928_c,1,12,,,,0,1,0,ok,1.7
3state1ap0acc_021930,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_021930_c,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_021936,1,63,,,,0,1,0,ok,51.0
3state1ap0acc_021936_c,1,63,,,,0,1,0,ok,51.2
3state1ap0acc_021938,1,24,,,,0,1,0,ok,6.2
3state1ap0acc_021938_c,1,24,,,,0,1,0,ok,6.2
3state1ap0acc_021944,1,31,,,,0,1,0,ok,10.4
3state1ap0acc_021944_c,1,31,,,,0,1,0,ok,10.5
3state1ap0acc_022049,1,60,,,,0,1,0,ok,46.2
3state1ap0acc_022049_c,1,60,,,,0,1,0,ok,46.4
3state1ap0acc_022065,1,58,,,,0,1,0,ok,42.6
3state1ap0acc_022065_c,1,58,,,,0,1,0,ok,43.3
3state1ap0acc_022112,1,49,,,,0,1,0,ok,28.8
3state1ap0acc_022112_c,1,49,,,,0,1,0,ok,29.4
3state1ap0acc_022128,1,47,,,,0,1,0,ok,26.1
3state1ap0acc_022128_c,1,47,,,,0,1,0,ok,26.2
3state1ap0acc_022632,1,20,,,,0,1,0,ok,4.3
3state1ap0acc_022632_c,1,20,,,,0,1,0,ok,4.3
3state1ap0acc_023089,1,32,,,,0,1,0,ok,11.3
3state1ap0acc_023089_c,1,32,,,,0,1,0,ok,11.3
3state1ap0acc_024642,1,6,,,,0,1,0,ok,0.7
3state1ap0acc_024648,1,10,,f0,,0,2,0,ok,1.3
3state1ap0acc_024648_c,1,10,,f0,,0,2,0,ok,1.3
3state1ap0acc_024649,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024649_c,1,12,,,,0,1,0,ok,1.7
3state1ap0acc_024650,1,12,,,,0,1,0,ok,1.7
3state1ap0acc_024650_c,1,12,,,,0,1,0,ok,1.7
3state1ap0acc_024652,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_024652_c,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_024654,1,8,,,,1,1,0,ok,1.0
3state1ap0acc_024654_c,1,8,,,,1,1,0,ok,1.0
3state1ap0acc_024656,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_024656_c,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024657,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024657_c,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024658,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024658_c,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024660,1,30,,,,0,1,0,ok,10.0
3state1ap0acc_024660_c,1,30,,,,0,1,0,ok,10.1
3state1ap0acc_024664,1,23,,,,0,1,0,ok,5.5
3state1ap0acc_024664_c,1,23,,,,0,1,0,ok,5.5
3state1ap0acc_024665,1,24,,,,0,1,0,ok,6.2
3state1ap0acc_024665_c,1,24,,,,0,1,0,ok,6.2
3state1ap0acc_024666,1,50,,,,0,1,0,ok,30.3
3state1ap0acc_024666_c,1,50,,,,0,1,0,ok,31.0
3state1ap0acc_024668,1,93,,,,0,1,0,ok,135.9
3state1ap0acc_024668_c,1,93,,,,0,1,0,ok,135.2
3state1ap0acc_024672,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024672_c,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024673,1,22,,,,0,1,0,ok,5.2
3state1ap0acc_024673_c,1,22,,,,0,1,0,ok,5.1
3state1ap0acc_024674,1,16,,,,0,1,0,ok,2.8
3state1ap0acc_024674_c,1,16,,,,0,1,0,ok,2.8
3state1ap0acc_024680,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_024680_c,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024682,1,16,,,,0,1,0,ok,2.9
3state1ap0acc_024682_c,1,16,,,,0,1,0,ok,2.9
3state1ap0acc_024684,1,26,,,,0,1,0,ok,7.3
3state1ap0acc_024684_c,1,26,,,,0,1,0,ok,7.2
3state1ap0acc_024688,1,32,,,,0,1,0,ok,10.8
3state1ap0acc_024688_c,1,32,,,,0,1,0,ok,11.1
3state1ap0acc_024689,1,21,,,,0,1,0,ok,5.0
3state1ap0acc_024689_c,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_024690,1,50,,,,0,1,0,ok,30.4
3state1ap0acc_024690_c,1,50,,,,0,1,0,ok,30.8
3state1ap0acc_024692,1,97,,,,0,1,0,ok,148.2
3state1ap0acc_024692_c,1,97,,,,0,1,0,ok,147.9
3state1ap0acc_024696,1,25,,,,0,1,0,ok,6.9
3state1ap0acc_024696_c,1,25,,,,0,1,0,ok,6.8
3state1ap0acc_024698,1,19,,,,0,1,0,ok,4.1
3state1ap0acc_024698_c,1,19,,,,0,1,0,ok,4.1
3state1ap0acc_024705,1,6,,,,0,1,0,ok,0.7
3state1ap0acc_024707,1,5,,,,0,1,0,ok,0.6
3state1ap0acc_024708,1,6,,f0,,0,2,0,ok,0.7
3state1ap0acc_024708_c,1,6,,f0,,0,2,0,ok,0.7
3state1ap0acc_024709,1,9,,,,0,1,0,ok,1.2
3state1ap0acc_024709_c,1,9,,,,0,1,0,ok,1.2
3state1ap0acc_024713,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024713_c,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024716,1,10,,,,0,1,0,ok,1.4
3state1ap0acc_024716_c,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_024717,1,8,,,,0,1,0,ok,1.0
3state1ap0acc_024717_c,1,8,,,,0,1,0,ok,1.0
3state1ap0acc_024720,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024720_c,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024722,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024722_c,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024728,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024728_c,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024736,1,13,,,,0,1,0,ok,2.1
3state1ap0acc_024736_c,1,13,,,,0,1,0,ok,2.0
3state1ap0acc_024737,1,19,,,,0,1,0,ok,4.0
3state1ap0acc_024737_c,1,19,,,,0,1,0,ok,3.9
3state1ap0acc_024738,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024738_c,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024741,1,16,,,,0,1,0,ok,3.0
3state1ap0acc_024741_c,1,16,,,,0,1,0,ok,2.8
3state1ap0acc_024752,1,19,,,,0,1,0,ok,4.0
3state1ap0acc_024752_c,1,19,,,,0,1,0,ok,3.8
3state1ap0acc_024769,1,6,,,,0,1,0,ok,0.7
3state1ap0acc_024769_c,1,6,,,,0,1,0,ok,0.7
3state1ap0acc_024770,1,6,,,,0,1,0,ok,0.7
3state1ap0acc_024770_c,1,6,,,,0,1,0,ok,0.7
3state1ap0acc_024773,1,12,,,,0,1,0,ok,1.9
3state1ap0acc_024773_c,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_024778,1,15,,,,0,1,0,ok,2.5
3state1ap0acc_024778_c,1,15,,,,0,1,0,ok,2.5
3state1ap0acc_024784,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024784_c,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_024800,1,19,,,,0,1,0,ok,3.8
3state1ap0acc_024800_c,1,19,,,,0,1,0,ok,3.8
3state1ap0acc_024802,1,20,,,,0,1,0,ok,4.3
3state1ap0acc_024802_c,1,20,,,,0,1,0,ok,4.3
3state1ap0acc_024808,1,23,,,,0,1,0,ok,5.5
3state1ap0acc_024808_c,1,23,,,,0,1,0,ok,5.6
3state1ap0acc_024810,1,20,,,,0,1,0,ok,4.3
3state1ap0acc_024810_c,1,20,,,,0,1,0,ok,4.3
3state1ap0acc_024834,1,4,,f0,,0,2,0,ok,0.5
3state1ap0acc_024834_c,1,4,,f0,,0,2,0,ok,0.5
3state1ap0acc_024835,1,4,,,,0,1,0,ok,0.5
3state1ap0acc_024841,1,6,,,,1,1,0,ok,0.7
3state1ap0acc_024841_c,1,6,,,,1,1,0,ok,0.7
3state1ap0acc_024842,1,7,,,,0,1,0,ok,0.8
3state1ap0acc_024842_c,1,7,,,,0,1,0,ok,0.8
3state1ap0acc_024848,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_024849,1,7,,,,0,1,0,ok,0.9
3state1ap0acc_024849_c,1,7,,,,0,1,0,ok,0.9
3state1ap0acc_024850,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_024850_c,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_024856,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_024856_c,1,13,,,,0,1,0,ok,2.0
3state1ap0acc_024857,1,11,,,,0,1,0,ok,1.5
3state1ap0acc_024857_c,1,11,,,,0,1,0,ok,1.5
3state1ap0acc_024864,1,7,,,,1,1,0,ok,0.8
3state1ap0acc_024864_c,1,7,,,,1,1,0,ok,0.8
3state1ap0acc_024865,1,13,,,,1,1,0,ok,2.0
3state1ap0acc_024865_c,1,13,,,,1,1,0,ok,2.0
3state1ap0acc_024880,1,15,,,,0,1,0,ok,2.5
3state1ap0acc_024880_c,1,15,,,,0,1,0,ok,2.5
3state1ap0acc_024881,1,8,,,,0,1,0,ok,1.0
3state1ap0acc_024881_c,1,8,,,,0,1,0,ok,1.0
3state1ap0acc_024906,1,7,,f0,,1,2,0,ok,0.8
3state1ap0acc_024910,1,8,,,,1,1,0,ok,1.0
3state1ap0acc_024910_c,1,8,,,,1,1,0,ok,1.0
3state1ap0acc_024912,1,30,,,,0,1,0,ok,9.9
3state1ap0acc_024912_c,1,30,,,,0,1,0,ok,9.9
3state1ap0acc_024914,1,20,,,,0,1,0,ok,4.5
3state1ap0acc_024914_c,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_024916,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_024916_c,1,20,,,,0,1,0,ok,4.5
3state1ap0acc_024920,1,39,,,,0,1,0,ok,17.4
3state1ap0acc_024920_c,1,39,,,,0,1,0,ok,17.3
3state1ap0acc_024922,1,15,,,,1,1,0,ok,2.6
3state1ap0acc_024922_c,1,15,,,,1,1,0,ok,2.7
3state1ap0acc_024924,1,31,,,,0,1,0,ok,10.4
3state1ap0acc_024924_c,1,31,,,,0,1,0,ok,10.6
3state1ap0acc_024928,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_024928_c,1,21,,,,0,1,0,ok,4.6
3state1ap0acc_024930,1,16,,,,0,1,0,ok,2.9
3state1ap0acc_024930_c,1,16,,,,0,1,0,ok,2.9
3state1ap0acc_024936,1,17,,,,0,1,0,ok,3.1
3state1ap0acc_024936_c,1,17,,,,0,1,0,ok,3.2
3state1ap0acc_024940,1,27,,,,0,1,0,ok,7.8
3state1ap0acc_024940_c,1,27,,,,0,1,0,ok,7.7
3state1ap0acc_024944,1,97,,,,0,1,0,ok,148.8
3state1ap0acc_024944_c,1,97,,,,0,1,0,ok,148.8
3state1ap0acc_024946,1,46,,,,0,1,0,ok,25.3
3state1ap0acc_024946_c,1,46,,,,0,1,0,ok,25.5
3state1ap0acc_024948,1,57,,,,0,1,0,ok,40.5
3state1ap0acc_024948_c,1,57,,,,0,1,0,ok,40.9
3state1ap0acc_024952,1,48,,,,0,1,0,ok,27.5
3state1ap0acc_024952_c,1,48,,,,0,1,0,ok,27.6
3state1ap0acc_025056,1,22,,,,0,1,0,ok,5.1
3state1ap0acc_025056_c,1,22,,,,0,1,0,ok,5.2
3state1ap0acc_025058,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_025058_c,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_025089,1,8,,f0,,0,2,0,ok,1.0
3state1ap0acc_025089_c,1,8,,f0,,0,2,0,ok,1.0
3state1ap0acc_025091,1,5,,,,0,1,0,ok,0.6
3state1ap0acc_025093,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_025093_c,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_025097,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_025097_c,1,10,,,,0,1,0,ok,1.3
3state1ap0acc_025104,1,12,,,,0,1,0,ok,1.7
3state1ap0acc_025104_c,1,12,,,,0,1,0,ok,1.7
3state1ap0acc_025105,1,16,,,,0,1,0,ok,2.8
3state1ap0acc_025105_c,1,16,,,,0,1,0,ok,2.8
3state1ap0acc_025106,1,11,,,,0,1,0,ok,1.5
3state1ap0acc_025106_c,1,11,,,,0,1,0,ok,1.5
3state1ap0acc_025108,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_025108_c,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_025109,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_025109_c,1,13,,,,0,1,0,ok,2.0
3state1ap0acc_025112,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_025112_c,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_025113,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_025113_c,1,13,,,,0,1,0,ok,1.9
3state1ap0acc_025120,1,6,,,,1,1,0,ok,0.7
3state1ap0acc_025121,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_025121_c,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_025122,1,7,,,,1,1,0,ok,0.8
3state1ap0acc_025122_c,1,7,,,,1,1,0,ok,0.8
3state1ap0acc_025136,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_025136_c,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_025137,1,7,,,,0,1,0,ok,0.9
3state1ap0acc_025137_c,1,7,,,,0,1,0,ok,0.8
3state1ap0acc_025157,1,24,,,,0,1,0,ok,6.2
3state1ap0acc_025157_c,1,24,,,,0,1,0,ok,6.1
3state1ap0acc_025168,1,32,,,,0,1,0,ok,11.1
3state1ap0acc_025168_c,1,32,,,,0,1,0,ok,11.2
3state1ap0acc_025169,1,50,,,,0,1,0,ok,29.8
3state1ap0acc_025169_c,1,50,,,,0,1,0,ok,30.2
3state1ap0acc_025172,1,67,,,,0,1,0,ok,59.2
3state1ap0acc_025172_c,1,67,,,,0,1,0,ok,58.9
3state1ap0acc_025173,1,36,,,,0,1,0,ok,14.4
3state1ap0acc_025173_c,1,36,,,,0,1,0,ok,14.2
3state1ap0acc_025184,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_025184_c,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_025186,1,27,,,,0,1,0,ok,7.8
3state1ap0acc_025186_c,1,27,,,,0,1,0,ok,7.9
3state1ap0acc_025192,1,30,,,,0,1,0,ok,9.7
3state1ap0acc_025192_c,1,30,,,,0,1,0,ok,10.0
3state1ap0acc_025194,1,30,,,,0,1,0,ok,9.9
3state1ap0acc_025194_c,1,30,,,,0,1,0,ok,10.0
3state1ap0acc_025221,1,7,,f0,,1,2,0,ok,0.9
3state1ap0acc_025229,1,9,,,,0,1,0,ok,1.2
3state1ap0acc_025229_c,1,9,,,,0,1,0,ok,1.2
3state1ap0acc_025232,1,25,,,,0,1,0,ok,6.6
3state1ap0acc_025232_c,1,25,,,,0,1,0,ok,6.8
3state1ap0acc_025233,1,25,,,,0,1,0,ok,6.6
3state1ap0acc_025233_c,1,25,,,,0,1,0,ok,6.8
3state1ap0acc_025236,1,16,,,,0,1,0,ok,2.9
3state1ap0acc_025236_c,1,16,,,,0,1,0,ok,2.9
3state1ap0acc_025240,1,31,,,,0,1,0,ok,10.5
3state1ap0acc_025240_c,1,31,,,,0,1,0,ok,10.4
3state1ap0acc_025244,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_025244_c,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_025248,1,17,,,,0,1,0,ok,3.3
3state1ap0acc_025248_c,1,17,,,,0,1,0,ok,3.3
3state1ap0acc_025249,1,72,,,,0,1,0,ok,71.7
3state1ap0acc_025249_c,1,72,,,,0,1,0,ok,70.1
3state1ap0acc_025253,1,11,,,,0,1,0,ok,1.7
3state1ap0acc_025253_c,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_025256,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_025256_c,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_025257,1,65,,,,0,1,0,ok,56.7
3state1ap0acc_025257_c,1,65,,,,0,1,0,ok,55.1
3state1ap0acc_025261,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_025261_c,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_025264,1,65,,,,0,1,0,ok,55.9
3state1ap0acc_025264_c,1,65,,,,0,1,0,ok,55.3
3state1ap0acc_025268,1,22,,,,0,1,0,ok,5.3
3state1ap0acc_025268_c,1,22,,,,0,1,0,ok,5.3
3state1ap0acc_025272,1,63,,,,0,1,0,ok,50.6
3state1ap0acc_025272_c,1,63,,,,0,1,0,ok,50.1
3state1ap0acc_025276,1,22,,,,0,1,0,ok,5.3
3state1ap0acc_025276_c,1,22,,,,0,1,0,ok,5.3
3state1ap0acc_025296,1,50,,,,0,1,0,ok,29.9
3state1ap0acc_025296_c,1,50,,,,0,1,0,ok,30.0
3state1ap0acc_025297,1,37,,,,0,1,0,ok,15.6
3state1ap0acc_025297_c,1,37,,,,0,1,0,ok,15.0
3state1ap0acc_025312,1,58,,,,0,1,0,ok,42.3
3state1ap0acc_025312_c,1,58,,,,0,1,0,ok,42.5
3state1ap0acc_025314,1,61,,,,0,1,0,ok,48.2
3state1ap0acc_025314_c,1,61,,,,0,1,0,ok,48.3
3state1ap0acc_025320,1,45,,,,0,1,0,ok,23.8
3state1ap0acc_025320_c,1,45,,,,0,1,0,ok,23.5
3state1ap0acc_025322,1,25,,,,0,1,0,ok,6.9
3state1ap0acc_025322_c,1,25,,,,0,1,0,ok,7.0
3state1ap0acc_025360,1,8,,,,0,1,0,ok,1.1
3state1ap0acc_025617,1,10,,,,0,1,0,ok,1.4
3state1ap0acc_025617_c,1,10,,,,0,1,0,ok,1.4
3state1ap0acc_025618,1,13,,,,0,1,0,ok,2.1
3state1ap0acc_025618_c,1,13,,,,0,1,0,ok,2.1
3state1ap0acc_025624,1,14,,,,0,1,0,ok,2.3
3state1ap0acc_025624_c,1,14,,,,0,1,0,ok,2.2
3state1ap0acc_025625,1,19,,,,0,1,0,ok,3.9
3state1ap0acc_025625_c,1,19,,,,0,1,0,ok,3.9
3state1ap0acc_025632,1,15,,f0,,0,2,0,ok,2.5
3state1ap0acc_025632_c,1,15,,f0,,0,2,0,ok,2.6
3state1ap0acc_025633,1,21,,,,0,1,0,ok,4.6
3state1ap0acc_025633_c,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_025634,1,21,,,,0,1,0,ok,4.6
3state1ap0acc_025634_c,1,21,,,,0,1,0,ok,4.7
3state1ap0acc_025637,1,59,,,,0,1,0,ok,43.6
3state1ap0acc_025637_c,1,59,,,,0,1,0,ok,44.0
3state1ap0acc_025640,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_025640_c,1,12,,,,0,1,0,ok,1.8
3state1ap0acc_025642,1,17,,,,0,1,0,ok,3.2
3state1ap0acc_025642_c,1,17,,,,0,1,0,ok,3.3
3state1ap0acc_025644,1,26,,,,0,1,0,ok,7.2
3state1ap0acc_025644_c,1,26,,,,0,1,0,ok,7.3
3state1ap0acc_025648,1,17,,,,0,1,0,ok,3.2
3state1ap0acc_025648_c,1,17,,,,0,1,0,ok,3.2
3state1ap0acc_025649,1,18,,,,0,1,0,ok,3.5
3state1ap0acc_025649_c,1,18,,,,0,1,0,ok,3.5
3state1ap0acc_025650,1,27,,,,0,1,0,ok,7.7
3state1ap0acc_025650_c,1,27,,,,0,1,0,ok,7.9
3state1ap0acc_025652,1,26,,,,0,1,0,ok,7.2
3state1ap0acc_025652_c,1,26,,,,0,1,0,ok,7.1
3state1ap0acc_025656,1,26,,,,0,1,0,ok,7.1
3state1ap0acc_025656_c,1,26,,,,0,1,0,ok,7.3
3state1ap0acc_025680,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_025680_c,1,20,,,,0,1,0,ok,4.4
3state1ap0acc_025688,1,80,,,,0,1,0,ok,93.5
3state1ap0acc_025688_c,1,80,,,,0,1,0,ok,94.6
3state1ap0acc_025689,1,16,,,,0,1,0,ok,3.0
3state1ap0acc_025689_c,1,16,,,,0,1,0,ok,2.9
3state1ap0acc_025690,1,79,,,,0,1,0,ok,90.3
3state1ap0acc_025690_c,1,79,,,,0,1,0,ok,90.1
3state1ap0acc_025697,1,59,,,,0,1,0,ok,44.0
3state1ap0acc_025697_c,1,59,,,,0,1,0,ok,43.6
3state1ap0acc_025698,1,13,,,,0,1,0,ok,2.1
3state1ap0acc_025698_c,1,13,,,,0,1,0,ok,2.1
3state1ap0acc_025701,1,67,,,,0,1,0,ok,59.1
3state1ap0acc_025701_c,1,67,,,,0,1,0,ok,59.1
3state1ap0acc_025704,1,8,,f0,,0,2,0,ok,1.0
3state1ap0acc_025704_c,1,8,,f0,,0,2,0,ok,1.0
3state1ap0acc_025706,1,8,,,,0,1,0,ok,1.0
3state1ap0acc_025706_c,1,8,,,,0,1,0,ok,1.0
3state1ap0acc_025708,1,13,,,,0,1,0,ok,2.1
3state1ap0acc_025708_c,1,13,,,,0,1,0,ok,2.0
3state1ap0acc_025712,1,97,,,,0,1,0,ok,145.4
3state1ap0acc_025712_c,1,97,,,,0,1,0,ok,146.8
3state1ap0acc_025713,1,11,,,,0,1,0,ok,1.7
3state1ap0acc_025713_c,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_025714,1,72,,,,0,1,0,ok,70.7
3state1ap0acc_025714_c,1,72,,,,0,1,0,ok,70.7
3state1ap0acc_025716,1,67,,,,0,1,0,ok,59.6
3state1ap0acc_025716_c,1,67,,,,0,1,0,ok,59.7
3state1ap0acc_025720,1,43,,,,0,1,0,ok,21.6
3state1ap0acc_025720_c,1,43,,,,0,1,0,ok,21.5
3state1ap0acc_025722,1,36,,,,0,1,0,ok,14.6
3state1ap0acc_025722_c,1,36,,,,0,1,0,ok,14.3
3state1ap0acc_025826,1,22,,,,0,1,0,ok,5.1
3state1ap0acc_025826_c,1,22,,,,0,1,0,ok,5.2
3state1ap0acc_025834,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_025834_c,1,11,,,,0,1,0,ok,1.6
3state1ap0acc_025880,1,31,,,,0,1,0,ok,10.5
3state1ap0acc_025880_c,1,31,,,,0,1,0,ok,10.4
3state1ap0acc_025882,1,32,,,,0,1,0,ok,11.2
3state1ap0acc_025882_c,1,32,,,,0,1,0,ok,11.3
3state1ap0acc_025889,1,37,,,,0,1,0,ok,15.1
3state1ap0acc_025889_c,1,37,,,,0,1,0,ok,15.3
3state1ap0acc_025890,1,20,,f0,,0,2,0,ok,4.3
3state1ap0acc_025890_c,1,20,,f0,,0,2,0,ok,4.4
3state1ap0acc_025893,1,69,,,,0,1,0,ok,64.1
3state1ap0acc_025893_c,1,69,,,,0,1,0,ok,64.7
3state1ap0acc_025904,1,34,,,,0,1,0,ok,12.7
3state1ap0acc_025904_c,1,34,,,,0,1,0,ok,12.7
3state1ap0acc_025905,1,25,,,,0,1,0,ok,7.0
3state1ap0acc_025905_c,1,25,,,,0,1,0,ok,6.8
3state1ap0acc_025908,1,27,,,,0,1,0,ok,7.9
3state1ap0acc_025908_c,1,27,,,,0,1,0,ok,7.8
3state1ap0acc_025912,1,34,,,,0,1,0,ok,12.7
3state1ap0acc_025912_c,1,34,,,,0,1,0,ok,12.7
3state1ap0acc_025944,1,32,,,,0,1,0,ok,11.3
3state1ap0acc_025944_c,1,32,,,,0,1,0,ok,11.4
3state1ap0acc_025953,1,69,,,,0,1,0,ok,64.4
3state1ap0acc_025953_c,1,69,,,,0,1,0,ok,64.1
3state1ap0acc_025957,1,46,,,,0,1,0,ok,25.1
3state1ap0acc_025957_c,1,46,,,,0,1,0,ok,25.2
3state1ap0acc_025968,1,57,,,,0,1,0,ok,40.7
3state1ap0acc_025968_c,1,57,,,,0,1,0,ok,41.0
3state1ap0acc_025972,1,46,,,,0,1,0,ok,25.3
3state1ap0acc_025972_c,1,46,,,,0,1,0,ok,25.4
3state1ap0acc_025976,1,24,,,,0,1,0,ok,6.3
3state1ap0acc_025976_c,1,24,,,,0,1,0,ok,6.1
3state1ap0acc_026128,1,22,,,,0,1,0,ok,5.2
