case,kind,size,MQ,EQ
3state1ap0acc_074246_c,periodic,11,66,4
3state1ap0acc_074249,periodic,16,110,7
3state1ap0acc_074249_c,periodic,10,64,4
3state1ap0acc_074252,periodic,13,90,6
3state1ap0acc_074252_c,periodic,11,66,4
1state3ap1acc_01649,periodic,5,56,2
1state3ap1acc_01649_c,periodic,7,107,3
1state3ap1acc_01656,periodic,5,56,2
1state3ap1acc_01656_c,periodic,7,107,3
3state1ap0acc_074260,periodic,17,91,4
3state1ap0acc_074260_c,periodic,17,101,5
3state1ap0acc_074261,periodic,18,122,6
3state1ap0acc_074261_c,periodic,17,101,5
3state1ap0acc_074264,periodic,12,78,5
3state1ap0acc_074264_c,periodic,10,64,4
3state1ap0acc_074276,periodic,18,138,8
3state1ap0acc_074276_c,periodic,13,82,5
3state1ap0acc_074278,periodic,21,174,10
3state1ap0acc_074278_c,periodic,16,112,6
3state1ap0acc_074308,periodic,14,93,6
3state1ap0acc_074308_c,periodic,13,81,5
3state1ap0acc_074309,periodic,27,258,11
3state1ap0acc_074309_c,periodic,22,183,9
3state1ap0acc_074324,periodic,25,157,6
3state1ap0acc_074324_c,periodic,23,191,8
3state1ap0acc_074325,periodic,20,138,7
3state1ap0acc_074325_c,periodic,34,435,18
3state1ap0acc_074344,periodic,23,159,7
3state1ap0acc_074344_c,periodic,20,157,7
3state1ap0acc_074372,periodic,15,90,5
3state1ap0acc_074372_c,periodic,16,95,5
3state1ap0acc_074373,periodic,11,65,4
3state1ap0acc_074377,periodic,22,180,9
3state1ap0acc_074377_c,periodic,19,138,8
3state1ap0acc_074380,periodic,14,79,4
3state1ap0acc_074380_c,periodic,15,93,5
3state1ap0acc_074381,periodic,14,78,4
3state1ap0acc_074381_c,periodic,12,74,4
3state1ap0acc_074388,periodic,14,95,5
3state1ap0acc_074388_c,periodic,14,91,5
3state1ap0acc_074392,periodic,14,79,4
3state1ap0acc_074392_c,periodic,13,87,5
3state1ap0acc_074396,periodic,17,110,5
3state1ap0acc_074396_c,periodic,20,178,9
3state1ap0acc_074404,periodic,20,190,7
3state1ap0acc_074404_c,periodic,20,183,8
3state1ap0acc_074408,periodic,24,200,10
3state1ap0acc_074408_c,periodic,21,182,9
3state1ap0acc_074412,periodic,21,166,7
1state3ap1acc_01657,periodic,5,63,2
1state3ap1acc_01657_c,periodic,7,107,3
1state3ap1acc_01680,periodic,5,42,2
1state3ap1acc_01680_c,periodic,7,107,3
3state1ap0acc_074412_c,periodic,20,170,8
3state1ap0acc_074436,periodic,14,79,4
3state1ap0acc_074436_c,periodic,16,117,7
3state1ap0acc_074452,periodic,17,110,5
3state1ap0acc_074452_c,periodic,17,104,5
3state1ap0acc_074472,periodic,23,156,7
3state1ap0acc_074472_c,periodic,22,187,8
3state1ap0acc_074756,periodic,15,125,7
3state1ap0acc_074756_c,periodic,19,176,11
3state1ap0acc_074760,periodic,12,95,6
3state1ap0acc_074761,periodic,11,66,4
3state1ap0acc_074761_c,periodic,16,124,8
3state1ap0acc_074764,periodic,17,131,8
3state1ap0acc_074764_c,periodic,30,312,12
3state1ap0acc_074765,periodic,17,140,6
3state1ap0acc_074765_c,periodic,22,167,9
3state1ap0acc_074766,periodic,19,131,7
3state1ap0acc_074766_c,periodic,22,188,9
3state1ap0acc_074776,periodic,25,332,16
3state1ap0acc_074776_c,periodic,16,121,8
3state1ap0acc_074788,periodic,15,93,5
3state1ap0acc_074788_c,periodic,17,124,7
3state1ap0acc_074824,periodic,18,121,6
3state1ap0acc_074824_c,periodic,40,405,15
3state1ap0acc_074825,periodic,17,135,6
3state1ap0acc_074825_c,periodic,21,153,8
3state1ap0acc_074828,periodic,25,144,6
3state1ap0acc_074828_c,periodic,31,268,12
3state1ap0acc_074829,periodic,17,135,6
3state1ap0acc_074829_c,periodic,21,149,8
3state1ap0acc_074830,periodic,24,166,7
3state1ap0acc_074830_c,periodic,22,170,8
3state1ap0acc_074852,periodic,-1,-1,-1
3state1ap0acc_074852_c,periodic,39,649,15
3state1ap0acc_074854,periodic,22,173,8
3state1ap0acc_074854_c,periodic,23,199,9
3state1ap0acc_074860,periodic,24,166,7
3state1ap0acc_074860_c,periodic,22,172,8
3state1ap0acc_075080,periodic,18,121,6
3state1ap0acc_075080_c,periodic,25,204,11
1state3ap1acc_01681,periodic,5,49,2
1state3ap1acc_01681_c,periodic,7,107,3
1state3ap1acc_01689,periodic,5,56,2
1state3ap1acc_01689_c,periodic,7,107,3
1state2ap1acc_052_c,periodic,7,59,3
1state2ap1acc_060,periodic,3,8,1
1state2ap1acc_097,periodic,5,35,2
1state2ap1acc_097_c,periodic,7,59,3
3state1ap0acc_075084,periodic,19,118,6
3state1ap0acc_075084_c,periodic,24,207,11
3state1ap0acc_075108,periodic,-1,-1,-1
3state1ap0acc_075108_c,periodic,90,1926,25
3state1ap0acc_075116,periodic,21,150,7
3state1ap0acc_075116_c,periodic,14,103,5
3state1ap0acc_075268,periodic,11,65,4
3state1ap0acc_075268_c,periodic,16,118,7
3state1ap0acc_075269,periodic,32,303,13
3state1ap0acc_075269_c,periodic,30,339,13
3state1ap0acc_075284,periodic,34,293,13
3state1ap0acc_075284_c,periodic,33,380,13
3state1ap0acc_075285,periodic,23,170,8
3state1ap0acc_075285_c,periodic,37,513,15
3state1ap0acc_075332,periodic,23,166,6
3state1ap0acc_075332_c,periodic,25,210,8
3state1ap0acc_075333,periodic,-1,-1,-1
3state1ap0acc_075333_c,periodic,40,486,14
3state1ap0acc_075348,periodic,44,484,14
3state1ap0acc_075348_c,periodic,23,191,8
3state1ap0acc_075349,periodic,56,883,22
3state1ap0acc_075349_c,periodic,33,321,14
3state1ap0acc_075780,periodic,11,75,5
3state1ap0acc_075780_c,periodic,22,194,10
3state1ap0acc_075781,periodic,11,65,4
3state1ap0acc_075781_c,periodic,15,96,6
3state1ap0acc_075782,periodic,21,187,10
3state1ap0acc_075782_c,periodic,13,92,6
3state1ap0acc_075784,periodic,12,77,5
3state1ap0acc_075784_c,periodic,19,167,9
3state1ap0acc_075785,periodic,15,86,5
3state1ap0acc_075785_c,periodic,24,215,11
3state1ap0acc_075786,periodic,17,106,6
3state1ap0acc_075786_c,periodic,19,147,8
3state1ap0acc_075788,periodic,11,66,4
3state1ap0acc_075788_c,periodic,17,121,6
3state1ap0acc_075789,periodic,27,216,8
3state1ap0acc_075789_c,periodic,28,340,13
3state1ap0acc_075790,periodic,-1,-1,-1
3state1ap0acc_075790_c,periodic,21,170,7
1state3ap1acc_01712,periodic,5,49,2
1state3ap1acc_01712_c,periodic,7,107,3
1state3ap1acc_01713,periodic,5,56,2
1state3ap1acc_01713_c,periodic,7,107,3
3state1ap0acc_075796,periodic,14,97,5
3state1ap0acc_075796_c,periodic,18,119,7
3state1ap0acc_075797,periodic,14,97,5
3state1ap0acc_075797_c,periodic,18,119,7
3state1ap0acc_075800,periodic,11,52,3
3state1ap0acc_075800_c,periodic,11,62,4
3state1ap0acc_075801,periodic,-1,-1,-1
3state1ap0acc_075801_c,periodic,69,1121,21
3state1ap0acc_075804,periodic,24,192,8
3state1ap0acc_075804_c,periodic,26,265,10
3state1ap0acc_075805,periodic,14,78,4
3state1ap0acc_075805_c,periodic,13,86,5
3state1ap0acc_075812,periodic,11,76,4
3state1ap0acc_075812_c,periodic,22,198,9
3state1ap0acc_075814,periodic,35,371,14
3state1ap0acc_075814_c,periodic,23,254,11
3state1ap0acc_075820,periodic,33,355,14
3state1ap0acc_075820_c,periodic,22,203,9
3state1ap0acc_075844,periodic,11,52,3
3state1ap0acc_075844_c,periodic,18,147,8
3state1ap0acc_075848,periodic,12,78,5
3state1ap0acc_075848_c,periodic,15,107,6
3state1ap0acc_075850,periodic,18,104,5
3state1ap0acc_075850_c,periodic,19,147,7
3state1ap0acc_075860,periodic,14,97,5
3state1ap0acc_075860_c,periodic,18,119,7
3state1ap0acc_075880,periodic,22,148,7
3state1ap0acc_075880_c,periodic,18,145,7
3state1ap0acc_075908,periodic,18,149,7
3state1ap0acc_075908_c,periodic,31,264,12
3state1ap0acc_075910,periodic,28,258,12
3state1ap0acc_075910_c,periodic,16,125,6
3state1ap0acc_075912,periodic,25,168,8
3state1ap0acc_075912_c,periodic,34,340,14
3state1ap0acc_075913,periodic,32,293,13
3state1ap0acc_075913_c,periodic,46,704,21
3state1ap0acc_075916,periodic,23,187,7
3state1ap0acc_075916_c,periodic,21,193,8
3state1ap0acc_075918,periodic,38,323,13
3state1ap0acc_075918_c,periodic,21,168,7
1state3ap1acc_01721,periodic,5,63,2
1state3ap1acc_01721_c,periodic,7,107,3
1state3ap1acc_01776,periodic,5,56,2
1state3ap1acc_01776_c,periodic,7,107,3
3state1ap0acc_075940,periodic,27,314,11
3state1ap0acc_075940_c,periodic,72,1415,21
3state1ap0acc_075942,periodic,28,297,12
3state1ap0acc_075942_c,periodic,17,114,6
3state1ap0acc_075948,periodic,34,421,15
3state1ap0acc_075948_c,periodic,26,280,11
3state1ap0acc_075972,periodic,17,117,5
3state1ap0acc_075972_c,periodic,26,220,11
3state1ap0acc_075976,periodic,23,176,8
3state1ap0acc_075976_c,periodic,25,249,10
3state1ap0acc_076040,periodic,14,97,6
3state1ap0acc_076040_c,periodic,14,91,5
3state1ap0acc_076042,periodic,36,353,14
3state1ap0acc_076042_c,periodic,-1,-1,-1
3state1ap0acc_076072,periodic,28,268,13
3state1ap0acc_076072_c,periodic,48,1051,19
3state1ap0acc_076074,periodic,31,300,14
3state1ap0acc_076074_c,periodic,23,207,10
3state1ap0acc_076104,periodic,25,190,7
3state1ap0acc_076104_c,periodic,24,276,11
3state1ap0acc_076136,periodic,22,148,7
3state1ap0acc_076136_c,periodic,16,116,6
3state1ap0acc_076292,periodic,16,89,4
3state1ap0acc_076292_c,periodic,23,227,11
3state1ap0acc_076293,periodic,18,122,6
3state1ap0acc_076293_c,periodic,16,136,7
3state1ap0acc_076294,periodic,32,328,14
3state1ap0acc_076294_c,periodic,16,120,6
3state1ap0acc_076297,periodic,63,920,20
3state1ap0acc_076297_c,periodic,67,943,25
3state1ap0acc_076300,periodic,17,129,6
3state1ap0acc_076300_c,periodic,16,119,6
3state1ap0acc_076301,periodic,20,145,6
3state1ap0acc_076301_c,periodic,21,170,8
3state1ap0acc_076302,periodic,35,304,12
3state1ap0acc_076302_c,periodic,19,132,6
3state1ap0acc_076313,periodic,-1,-1,-1
3state1ap0acc_076313_c,periodic,34,377,12
3state1ap0acc_076316,periodic,17,110,5
3state1ap0acc_076316_c,periodic,20,160,8
1state3ap1acc_01777,periodic,5,63,2
1state3ap1acc_01777_c,periodic,7,107,3
1state3ap1acc_01785,periodic,3,26,1
1state3ap1acc_01785_c,periodic,4,62,2
3state1ap0acc_076317,periodic,17,109,5
3state1ap0acc_076317_c,periodic,15,115,6
3state1ap0acc_076324,periodic,17,147,6
3state1ap0acc_076324_c,periodic,17,136,7
3state1ap0acc_076326,periodic,34,447,15
3state1ap0acc_076326_c,periodic,17,113,6
3state1ap0acc_076332,periodic,34,429,15
3state1ap0acc_076332_c,periodic,17,113,6
3state1ap0acc_076356,periodic,21,158,7
3state1ap0acc_076356_c,periodic,20,171,8
3state1ap0acc_076357,periodic,21,159,7
3state1ap0acc_076357_c,periodic,19,153,7
3state1ap0acc_076420,periodic,16,89,4
3state1ap0acc_076420_c,periodic,21,190,10
3state1ap0acc_076422,periodic,37,397,17
3state1ap0acc_076422_c,periodic,31,378,12
3state1ap0acc_076425,periodic,35,325,14
3state1ap0acc_076425_c,periodic,38,396,17
3state1ap0acc_076428,periodic,17,130,6
3state1ap0acc_076428_c,periodic,16,119,6
3state1ap0acc_076430,periodic,20,127,5
3state1ap0acc_076430_c,periodic,19,133,6
3state1ap0acc_076804,periodic,11,65,4
3state1ap0acc_076804_c,periodic,14,91,6
3state1ap0acc_076805,periodic,17,134,6
3state1ap0acc_076805_c,periodic,21,169,9
3state1ap0acc_076808,periodic,17,125,7
3state1ap0acc_076808_c,periodic,13,85,5
3state1ap0acc_076868,periodic,17,134,6
3state1ap0acc_076868_c,periodic,21,183,9
3state1ap0acc_076872,periodic,24,158,7
3state1ap0acc_076872_c,periodic,22,217,9
3state1ap0acc_077064,periodic,-1,-1,-1
3state1ap0acc_077064_c,periodic,30,331,13
3state1ap0acc_077128,periodic,20,139,7
3state1ap0acc_077128_c,periodic,15,126,7
3state1ap0acc_077316,periodic,17,109,5
3state1ap0acc_077316_c,periodic,16,136,7
3state1ap0acc_077317,periodic,18,141,7
3state1ap0acc_077317_c,periodic,16,136,7
1state3ap1acc_01800,periodic,5,42,2
1state3ap1acc_01800_c,periodic,7,107,3
1state3ap1acc_01808,periodic,5,42,2
1state3ap1acc_01808_c,periodic,7,107,3
3state1ap0acc_077380,periodic,20,146,6
3state1ap0acc_077380_c,periodic,19,153,7
3state1ap0acc_077381,periodic,21,158,7
3state1ap0acc_077381_c,periodic,19,153,7
3state1ap0acc_077896,periodic,16,99,5
3state1ap0acc_077896_c,periodic,19,106,5
3state1ap0acc_077898,periodic,15,90,5
3state1ap0acc_077898_c,periodic,14,89,5
3state1ap0acc_077900,periodic,24,194,9
3state1ap0acc_077900_c,periodic,24,187,9
3state1ap0acc_077924,periodic,14,77,4
3state1ap0acc_077924_c,periodic,13,86,5
3state1ap0acc_077961,periodic,29,246,12
3state1ap0acc_077961_c,periodic,20,129,7
3state1ap0acc_077964,periodic,17,108,5
3state1ap0acc_077964_c,periodic,17,118,6
3state1ap0acc_077976,periodic,18,142,6
3state1ap0acc_077976_c,periodic,18,162,8
3state1ap0acc_077988,periodic,24,216,11
3state1ap0acc_077988_c,periodic,15,100,6
3state1ap0acc_077990,periodic,19,158,9
3state1ap0acc_077990_c,periodic,15,100,6
3state1ap0acc_078024,periodic,17,107,5
3state1ap0acc_078024_c,periodic,17,117,6
3state1ap0acc_078088,periodic,18,114,6
3state1ap0acc_078088_c,periodic,18,92,4
3state1ap0acc_078090,periodic,22,155,8
3state1ap0acc_078090_c,periodic,17,100,5
3state1ap0acc_078116,periodic,16,104,6
3state1ap0acc_078116_c,periodic,12,90,5
3state1ap0acc_078118,periodic,17,107,6
3state1ap0acc_078118_c,periodic,14,89,5
3state1ap0acc_078152,periodic,19,119,6
3state1ap0acc_078152_c,periodic,21,130,7
3state1ap0acc_078156,periodic,22,193,10
3state1ap0acc_078156_c,periodic,20,117,6
3state1ap0acc_078180,periodic,21,139,7
3state1ap0acc_078180_c,periodic,15,115,6
3state1ap0acc_078216,periodic,32,254,12
3state1ap0acc_078216_c,periodic,18,115,6
1state3ap1acc_01816,periodic,5,49,2
1state3ap1acc_01816_c,periodic,7,107,3
1state3ap1acc_01824,periodic,5,42,2
1state3ap1acc_01824_c,periodic,7,107,3
3state1ap0acc_078218,periodic,34,299,12
3state1ap0acc_078218_c,periodic,20,138,7
3state1ap0acc_078340,periodic,19,101,4
3state1ap0acc_078340_c,periodic,20,103,4
3state1ap0acc_078341,periodic,27,200,10
3state1ap0acc_078341_c,periodic,19,120,5
3state1ap0acc_078356,periodic,23,116,4
3state1ap0acc_078356_c,periodic,22,145,6
3state1ap0acc_078357,periodic,21,118,5
3state1ap0acc_078357_c,periodic,20,132,6
3state1ap0acc_078372,periodic,17,107,6
3state1ap0acc_078372_c,periodic,13,77,4
3state1ap0acc_078374,periodic,16,103,6
3state1ap0acc_078374_c,periodic,13,77,4
3state1ap0acc_078404,periodic,27,186,8
3state1ap0acc_078404_c,periodic,26,203,9
3state1ap0acc_078405,periodic,32,274,10
3state1ap0acc_078405_c,periodic,27,209,9
3state1ap0acc_078420,periodic,25,132,5
3state1ap0acc_078420_c,periodic,23,191,8
3state1ap0acc_078421,periodic,21,118,5
3state1ap0acc_078421_c,periodic,32,370,14
3state1ap0acc_078440,periodic,18,121,6
3state1ap0acc_078440_c,periodic,16,118,6
3state1ap0acc_078468,periodic,19,101,4
3state1ap0acc_078468_c,periodic,23,172,8
3state1ap0acc_078469,periodic,14,94,5
3state1ap0acc_078469_c,periodic,16,101,6
3state1ap0acc_078473,periodic,31,283,13
3state1ap0acc_078473_c,periodic,25,207,10
3state1ap0acc_078476,periodic,22,177,9
3state1ap0acc_078476_c,periodic,17,118,6
3state1ap0acc_078484,periodic,39,505,12
3state1ap0acc_078484_c,periodic,19,155,7
3state1ap0acc_078488,periodic,18,142,6
3state1ap0acc_078488_c,periodic,15,115,6
3state1ap0acc_078500,periodic,27,229,11
3state1ap0acc_078500_c,periodic,19,131,7
3state1ap0acc_078504,periodic,19,125,6
3state1ap0acc_078504_c,periodic,15,105,5
1state3ap1acc_01832,periodic,5,49,2
1state3ap1acc_01832_c,periodic,7,107,3
1state3ap1acc_01840,periodic,5,49,2
1state3ap1acc_01840_c,periodic,7,107,3
3state1ap0acc_078508,periodic,30,261,12
3state1ap0acc_078508_c,periodic,21,161,8
3state1ap0acc_078532,periodic,25,197,10
3state1ap0acc_078532_c,periodic,18,136,7
3state1ap0acc_078548,periodic,17,90,4
3state1ap0acc_078548_c,periodic,17,104,5
3state1ap0acc_078568,periodic,18,121,6
3state1ap0acc_078568_c,periodic,16,118,6
3state1ap0acc_078856,periodic,30,266,11
3state1ap0acc_078856_c,periodic,46,412,16
3state1ap0acc_078857,periodic,23,198,10
3state1ap0acc_078857_c,periodic,22,177,9
3state1ap0acc_078858,periodic,36,397,14
3state1ap0acc_078858_c,periodic,15,109,6
3state1ap0acc_078860,periodic,28,283,11
3state1ap0acc_078860_c,periodic,65,805,21
3state1ap0acc_078861,periodic,31,396,12
3state1ap0acc_078861_c,periodic,22,177,9
3state1ap0acc_078862,periodic,-1,-1,-1
3state1ap0acc_078862_c,periodic,43,576,16
3state1ap0acc_078884,periodic,14,77,4
3state1ap0acc_078884_c,periodic,14,90,5
3state1ap0acc_078886,periodic,14,77,4
3state1ap0acc_078886_c,periodic,17,112,6
3state1ap0acc_078920,periodic,20,136,7
3state1ap0acc_078920_c,periodic,25,181,10
3state1ap0acc_078921,periodic,22,157,8
3state1ap0acc_078921_c,periodic,21,154,8
3state1ap0acc_078924,periodic,25,224,9
3state1ap0acc_078924_c,periodic,22,145,8
3state1ap0acc_078925,periodic,30,346,16
3state1ap0acc_078925_c,periodic,21,158,8
3state1ap0acc_078948,periodic,17,107,6
3state1ap0acc_078948_c,periodic,12,74,4
3state1ap0acc_078984,periodic,32,280,11
3state1ap0acc_078984_c,periodic,17,120,6
3state1ap0acc_079364,periodic,31,236,8
3state1ap0acc_079364_c,periodic,-1,-1,-1
3state1ap0acc_079365,periodic,30,268,9
3state1ap0acc_079365_c,periodic,55,840,16
1state3ap1acc_01848,periodic,5,56,2
1state3ap1acc_01848_c,periodic,7,107,3
1state3ap1acc_01888,periodic,5,49,2
1state3ap1acc_01888_c,periodic,7,107,3
3state1ap0acc_079380,periodic,-1,-1,-1
3state1ap0acc_079380_c,periodic,24,202,8
3state1ap0acc_079381,periodic,39,449,11
3state1ap0acc_079381_c,periodic,54,896,17
3state1ap0acc_079400,periodic,18,121,6
3state1ap0acc_079400_c,periodic,15,116,6
3state1ap0acc_079428,periodic,25,194,8
3state1ap0acc_079428_c,periodic,-1,-1,-1
3state1ap0acc_079429,periodic,21,139,6
3state1ap0acc_079429_c,periodic,22,179,8
3state1ap0acc_079444,periodic,-1,-1,-1
3state1ap0acc_079444_c,periodic,23,191,8
3state1ap0acc_079445,periodic,21,118,5
3state1ap0acc_079445_c,periodic,27,246,11
3state1ap0acc_079492,periodic,-1,-1,-1
3state1ap0acc_079492_c,periodic,21,172,7
3state1ap0acc_079528,periodic,18,121,6
3state1ap0acc_079528_c,periodic,15,116,6
3state1ap0acc_079876,periodic,25,207,10
3state1ap0acc_079876_c,periodic,24,198,10
3state1ap0acc_079877,periodic,18,148,7
3state1ap0acc_079877_c,periodic,21,176,9
3state1ap0acc_079878,periodic,25,201,10
3state1ap0acc_079878_c,periodic,16,119,6
3state1ap0acc_079880,periodic,27,194,9
3state1ap0acc_079880_c,periodic,20,136,6
3state1ap0acc_079881,periodic,34,312,13
3state1ap0acc_079881_c,periodic,42,587,15
3state1ap0acc_079882,periodic,22,154,8
3state1ap0acc_079882_c,periodic,17,121,6
3state1ap0acc_079884,periodic,28,179,8
3state1ap0acc_079884_c,periodic,21,145,6
3state1ap0acc_079886,periodic,28,236,11
3state1ap0acc_079886_c,periodic,19,132,6
3state1ap0acc_079892,periodic,21,172,8
3state1ap0acc_079892_c,periodic,21,149,8
3state1ap0acc_079893,periodic,15,109,6
3state1ap0acc_079893_c,periodic,18,117,7
3state1ap0acc_079896,periodic,-1,-1,-1
3state1ap0acc_079896_c,periodic,17,151,7
1state3ap1acc_01896,periodic,5,56,2
1state3ap1acc_01896_c,periodic,7,107,3
1state3ap1acc_01904,periodic,5,56,2
1state3ap1acc_01904_c,periodic,7,107,3
3state1ap0acc_079908,periodic,22,153,8
3state1ap0acc_079908_c,periodic,15,102,6
3state1ap0acc_079910,periodic,21,147,8
3state1ap0acc_079910_c,periodic,15,102,6
3state1ap0acc_079940,periodic,17,119,5
3state1ap0acc_079940_c,periodic,28,286,12
3state1ap0acc_079944,periodic,22,156,6
3state1ap0acc_079944_c,periodic,23,249,11
3state1ap0acc_079946,periodic,18,126,6
3state1ap0acc_079946_c,periodic,17,152,8
3state1ap0acc_080004,periodic,19,166,8
3state1ap0acc_080004_c,periodic,23,175,9
3state1ap0acc_080006,periodic,26,255,13
3state1ap0acc_080006_c,periodic,16,125,6
3state1ap0acc_080008,periodic,27,194,9
3state1ap0acc_080008_c,periodic,20,136,6
3state1ap0acc_080009,periodic,38,390,15
3state1ap0acc_080009_c,periodic,31,341,13
3state1ap0acc_080012,periodic,27,175,8
3state1ap0acc_080012_c,periodic,19,132,6
3state1ap0acc_080014,periodic,29,240,11
3state1ap0acc_080014_c,periodic,19,132,6
3state1ap0acc_080024,periodic,21,185,7
3state1ap0acc_080024_c,periodic,17,150,7
3state1ap0acc_080036,periodic,21,149,8
3state1ap0acc_080036_c,periodic,14,89,5
3state1ap0acc_080038,periodic,19,137,8
3state1ap0acc_080038_c,periodic,14,89,5
3state1ap0acc_080068,periodic,24,201,9
3state1ap0acc_080068_c,periodic,22,178,9
3state1ap0acc_080072,periodic,22,171,7
3state1ap0acc_080072_c,periodic,22,237,11
3state1ap0acc_080136,periodic,28,214,9
3state1ap0acc_080136_c,periodic,19,164,7
3state1ap0acc_080138,periodic,25,200,9
3state1ap0acc_080138_c,periodic,17,148,7
3state1ap0acc_080388,periodic,19,101,4
3state1ap0acc_080388_c,periodic,23,168,8
3state1ap0acc_080389,periodic,20,122,5
3state1ap0acc_080389_c,periodic,19,151,7
1state3ap1acc_01912,periodic,5,63,2
1state3ap1acc_01912_c,periodic,7,107,3
1state3ap1acc_01920,periodic,5,42,2
1state3ap1acc_01920_c,periodic,7,107,3
3state1ap0acc_080390,periodic,29,218,10
