case_id,config_id,seed,ap_count,ref_classes,learned_classes,n_member_total,n_member_fill,n_member_harvest,n_member_saturation,n_member_pcache,n_equiv,n_splits,n_columns_lin,n_columns_om,n_saturation_checks,n_saturation_escalations,n_classes_initial,stall_class,n_guard_firings,guard_fired_final,cex_policy,max_cex_stem,max_cex_loop,max_query_word_len,eq_certification,export_associative,fixpoint_congruent,wall_seconds,verdict,detail
3state1ap0acc_007176,default,0,1,14,14,92,87,3,2,0,2,12,9,0,10,6,2,,-1,-1,minimal,0,3,7,exact,true,true,0.003,SOUND,
3state1ap0acc_007176_c,default,0,1,14,14,92,87,3,2,0,2,12,9,0,10,6,2,,-1,-1,minimal,0,3,7,exact,true,true,0.003,SOUND,
3state1ap0acc_007177,default,0,1,20,20,175,147,2,3,23,1,18,1,6,8,6,2,,-1,-1,minimal,0,0,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007177_c,default,0,1,20,20,175,147,2,3,23,1,18,1,6,8,6,2,,-1,-1,minimal,0,0,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007178,default,0,1,20,20,144,125,3,0,16,2,18,9,0,10,6,2,,-1,-1,minimal,0,3,8,exact,true,true,0.004,SOUND,
3state1ap0acc_007178_c,default,0,1,20,20,144,125,3,0,16,2,18,9,0,10,6,2,,-1,-1,minimal,0,3,8,exact,true,true,0.004,SOUND,
3state1ap0acc_007180,default,0,1,23,23,235,210,4,4,17,2,21,4,5,10,7,2,,-1,-1,minimal,0,3,9,exact,true,true,0.005,SOUND,
3state1ap0acc_007180_c,default,0,1,23,23,235,210,4,4,17,2,21,4,5,10,7,2,,-1,-1,minimal,0,3,9,exact,true,true,0.005,SOUND,
3state1ap0acc_007181,default,0,1,38,38,634,562,4,5,63,2,36,2,12,15,12,2,,-1,-1,minimal,0,3,13,exact,true,true,0.016,SOUND,
3state1ap0acc_007181_c,default,0,1,38,38,634,562,4,5,63,2,36,2,12,15,12,2,,-1,-1,minimal,0,3,13,exact,true,true,0.016,SOUND,
3state1ap0acc_007182,default,0,1,25,25,159,107,1,3,48,1,23,6,0,7,5,2,,-1,-1,minimal,0,0,12,exact,true,true,0.005,SOUND,
3state1ap0acc_007182_c,default,0,1,25,25,159,107,1,3,48,1,23,6,0,7,5,2,,-1,-1,minimal,0,0,12,exact,true,true,0.005,SOUND,
3state1ap0acc_007188,default,0,1,30,30,284,253,4,0,27,2,28,8,3,12,8,2,,-1,-1,minimal,0,3,11,exact,true,true,0.009,SOUND,
3state1ap0acc_007188_c,default,0,1,30,30,284,253,4,0,27,2,28,8,3,12,8,2,,-1,-1,minimal,0,3,11,exact,true,true,0.009,SOUND,
3state1ap0acc_007190,default,0,1,71,71,762,532,1,3,226,1,69,10,0,11,9,2,,-1,-1,minimal,0,0,18,exact,true,true,0.047,SOUND,
3state1ap0acc_007190_c,default,0,1,71,71,762,532,1,3,226,1,69,10,0,11,9,2,,-1,-1,minimal,0,0,18,exact,true,true,0.054,SOUND,
3state1ap0acc_007192,default,0,1,19,19,197,182,4,1,10,2,17,8,2,11,8,2,,-1,-1,minimal,0,3,8,exact,true,true,0.004,SOUND,
3state1ap0acc_007192_c,default,0,1,19,19,197,182,4,1,10,2,17,8,2,11,8,2,,-1,-1,minimal,0,3,8,exact,true,true,0.004,SOUND,
3state1ap0acc_007196,default,0,1,121,121,2892,2635,4,7,246,2,119,2,24,27,24,2,,-1,-1,minimal,0,3,25,exact,true,true,0.234,SOUND,
3state1ap0acc_007196_c,default,0,1,121,121,2892,2635,4,7,246,2,119,2,24,27,24,2,,-1,-1,minimal,0,3,25,exact,true,true,0.228,SOUND,
3state1ap0acc_007198,default,0,1,50,50,396,265,1,2,128,1,48,9,0,10,8,2,,-1,-1,minimal,0,0,16,exact,true,true,0.020,SOUND,
3state1ap0acc_007198_c,default,0,1,50,50,396,265,1,2,128,1,48,9,0,10,8,2,,-1,-1,minimal,0,0,16,exact,true,true,0.021,SOUND,
3state1ap0acc_007204,default,0,1,14,14,70,56,2,1,11,2,12,2,2,5,2,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
3state1ap0acc_007204_c,default,0,1,14,14,70,56,2,1,11,2,12,2,2,5,2,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
3state1ap0acc_007206,default,0,1,50,50,371,253,1,2,115,1,48,9,0,10,8,2,,-1,-1,minimal,0,0,14,exact,true,true,0.021,SOUND,
3state1ap0acc_007206_c,default,0,1,50,50,371,253,1,2,115,1,48,9,0,10,8,2,,-1,-1,minimal,0,0,14,exact,true,true,0.020,SOUND,
3state1ap0acc_007208,default,0,1,21,21,219,194,2,0,23,2,19,4,5,10,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
3state1ap0acc_007208_c,default,0,1,21,21,219,194,2,0,23,2,19,4,5,10,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
3state1ap0acc_007212,default,0,1,50,50,908,800,5,13,90,3,48,3,16,20,16,2,,-1,-1,minimal,0,4,16,exact,true,true,0.031,SOUND,
3state1ap0acc_007212_c,default,0,1,50,50,908,800,5,13,90,3,48,3,16,20,16,2,,-1,-1,minimal,0,4,16,exact,true,true,0.032,SOUND,
3state1ap0acc_007214,default,0,1,19,19,157,94,1,2,60,1,17,9,0,10,8,2,,-1,-1,minimal,0,0,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007214_c,default,0,1,19,19,157,94,1,2,60,1,17,9,0,10,8,2,,-1,-1,minimal,0,0,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007300,default,0,1,14,14,89,77,1,0,11,1,12,1,5,7,5,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007300_c,default,0,1,14,14,89,77,1,0,11,1,12,1,5,7,5,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007302,default,0,1,50,50,806,669,5,8,124,2,48,15,0,16,13,2,,-1,-1,minimal,0,3,17,exact,true,true,0.025,SOUND,
3state1ap0acc_007302_c,default,0,1,50,50,806,669,5,8,124,2,48,15,0,16,13,2,,-1,-1,minimal,0,3,17,exact,true,true,0.026,SOUND,
3state1ap0acc_007304,default,0,1,19,19,158,139,3,3,13,2,17,9,0,10,7,2,,-1,-1,minimal,0,3,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007304_c,default,0,1,19,19,158,139,3,3,13,2,17,9,0,10,7,2,,-1,-1,minimal,0,3,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007308,default,0,1,25,25,174,128,3,1,42,2,23,8,0,9,6,2,,-1,-1,minimal,0,2,10,exact,true,true,0.006,SOUND,
3state1ap0acc_007308_c,default,0,1,25,25,174,128,3,1,42,2,23,8,0,9,6,2,,-1,-1,minimal,0,2,10,exact,true,true,0.005,SOUND,
3state1ap0acc_007316,default,0,1,15,15,92,70,1,0,21,1,13,4,2,7,4,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007316_c,default,0,1,15,15,92,70,1,0,21,1,13,4,2,7,4,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007320,default,0,1,26,26,260,228,3,3,26,2,24,3,7,11,8,2,,-1,-1,minimal,0,2,11,exact,true,true,0.007,SOUND,
3state1ap0acc_007320_c,default,0,1,26,26,260,228,3,3,26,2,24,3,7,11,8,2,,-1,-1,minimal,0,2,11,exact,true,true,0.007,SOUND,
3state1ap0acc_007324,default,0,1,53,53,770,629,3,8,130,2,51,15,0,16,13,2,,-1,-1,minimal,0,2,14,exact,true,true,0.027,SOUND,
3state1ap0acc_007324_c,default,0,1,53,53,770,629,3,8,130,2,51,15,0,16,13,2,,-1,-1,minimal,0,2,14,exact,true,true,0.027,SOUND,
3state1ap0acc_007332,default,0,1,50,50,803,700,2,11,90,2,48,10,9,20,17,2,,-1,-1,minimal,0,2,15,exact,true,true,0.031,SOUND,
3state1ap0acc_007332_c,default,0,1,50,50,803,700,2,11,90,2,48,10,9,20,17,2,,-1,-1,minimal,0,2,15,exact,true,true,0.032,SOUND,
3state1ap0acc_007336,default,0,1,19,19,182,149,2,3,28,2,17,7,2,10,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
3state1ap0acc_007336_c,default,0,1,19,19,182,149,2,3,28,2,17,7,2,10,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
3state1ap0acc_007348,default,0,1,45,45,628,551,2,5,70,2,43,8,8,17,14,2,,-1,-1,minimal,0,2,14,exact,true,true,0.022,SOUND,
3state1ap0acc_007348_c,default,0,1,45,45,628,551,2,5,70,2,43,8,8,17,14,2,,-1,-1,minimal,0,2,14,exact,true,true,0.021,SOUND,
3state1ap0acc_007430,default,0,1,77,77,697,504,1,3,189,1,75,9,0,10,8,2,,-1,-1,minimal,0,0,16,exact,true,true,0.053,SOUND,
3state1ap0acc_007430_c,default,0,1,77,77,697,504,1,3,189,1,75,9,0,10,8,2,,-1,-1,minimal,0,0,16,exact,true,true,0.053,SOUND,
3state1ap0acc_007432,default,0,1,25,25,255,227,3,3,22,2,23,12,0,13,11,2,,-1,-1,minimal,0,2,12,exact,true,true,0.007,SOUND,
3state1ap0acc_007432_c,default,0,1,25,25,255,227,3,3,22,2,23,12,0,13,11,2,,-1,-1,minimal,0,2,12,exact,true,true,0.007,SOUND,
3state1ap0acc_007433,default,0,1,51,51,1110,989,1,7,113,1,49,7,12,20,18,2,,-1,-1,minimal,0,0,16,exact,true,true,0.032,SOUND,
3state1ap0acc_007433_c,default,0,1,51,51,1110,989,1,7,113,1,49,7,12,20,18,2,,-1,-1,minimal,0,0,16,exact,true,true,0.032,SOUND,
3state1ap0acc_007434,default,0,1,12,12,105,90,5,1,9,3,10,7,0,8,4,2,,-1,-1,minimal,0,5,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007434_c,default,0,1,12,12,105,90,5,1,9,3,10,7,0,8,4,2,,-1,-1,minimal,0,5,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007436,default,0,1,62,62,1028,897,2,6,123,2,60,4,11,16,13,2,,-1,-1,minimal,0,2,14,exact,true,true,0.040,SOUND,
3state1ap0acc_007436_c,default,0,1,62,62,1028,897,2,6,123,2,60,4,11,16,13,2,,-1,-1,minimal,0,2,14,exact,true,true,0.041,SOUND,
3state1ap0acc_007437,default,0,1,35,35,580,505,1,7,67,1,33,5,13,19,17,2,,-1,-1,minimal,0,0,13,exact,true,true,0.016,SOUND,
3state1ap0acc_007437_c,default,0,1,35,35,580,505,1,7,67,1,33,5,13,19,17,2,,-1,-1,minimal,0,0,13,exact,true,true,0.016,SOUND,
3state1ap0acc_007438,default,0,1,41,41,368,260,1,4,103,1,39,9,0,10,8,2,,-1,-1,minimal,0,0,14,exact,true,true,0.014,SOUND,
3state1ap0acc_007438_c,default,0,1,41,41,368,260,1,4,103,1,39,9,0,10,8,2,,-1,-1,minimal,0,0,14,exact,true,true,0.014,SOUND,
3state1ap0acc_007448,default,0,1,58,58,1026,910,2,11,103,1,56,2,13,16,14,2,,-1,-1,minimal,0,0,14,exact,true,true,0.036,SOUND,
3state1ap0acc_007448_c,default,0,1,58,58,1026,910,2,11,103,1,56,2,13,16,14,2,,-1,-1,minimal,0,0,14,exact,true,true,0.036,SOUND,
3state1ap0acc_007450,default,0,1,33,33,342,261,1,5,75,1,31,12,0,13,11,2,,-1,-1,minimal,0,0,14,exact,true,true,0.010,SOUND,
3state1ap0acc_007450_c,default,0,1,33,33,342,261,1,5,75,1,31,12,0,13,11,2,,-1,-1,minimal,0,0,14,exact,true,true,0.010,SOUND,
3state1ap0acc_007452,default,0,1,51,51,762,664,2,4,92,2,49,2,12,15,12,2,,-1,-1,minimal,0,2,13,exact,true,true,0.027,SOUND,
3state1ap0acc_007452_c,default,0,1,51,51,762,664,2,4,92,2,49,2,12,15,12,2,,-1,-1,minimal,0,2,13,exact,true,true,0.027,SOUND,
3state1ap0acc_007454,default,0,1,30,30,252,181,1,2,68,1,28,9,0,10,8,2,,-1,-1,minimal,0,0,13,exact,true,true,0.008,SOUND,
3state1ap0acc_007454_c,default,0,1,30,30,252,181,1,2,68,1,28,9,0,10,8,2,,-1,-1,minimal,0,0,13,exact,true,true,0.008,SOUND,
3state1ap0acc_007462,default,0,1,55,55,559,433,1,3,122,1,53,12,0,13,11,2,,-1,-1,minimal,0,0,15,exact,true,true,0.026,SOUND,
3state1ap0acc_007462_c,default,0,1,55,55,559,433,1,3,122,1,53,12,0,13,11,2,,-1,-1,minimal,0,0,15,exact,true,true,0.026,SOUND,
3state1ap0acc_007468,default,0,1,45,45,663,561,5,8,89,3,43,4,10,15,11,2,,-1,-1,minimal,0,4,14,exact,true,true,0.021,SOUND,
3state1ap0acc_007468_c,default,0,1,45,45,663,561,5,8,89,3,43,4,10,15,11,2,,-1,-1,minimal,0,4,14,exact,true,true,0.021,SOUND,
3state1ap0acc_007470,default,0,1,24,24,178,114,1,1,62,1,22,8,0,9,7,2,,-1,-1,minimal,0,0,11,exact,true,true,0.005,SOUND,
3state1ap0acc_007470_c,default,0,1,24,24,178,114,1,1,62,1,22,8,0,9,7,2,,-1,-1,minimal,0,0,11,exact,true,true,0.005,SOUND,
3state1ap0acc_007560,default,0,1,12,12,118,89,6,1,22,3,10,8,0,9,6,2,,-1,-1,minimal,0,4,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007560_c,default,0,1,12,12,118,89,6,1,22,3,10,8,0,9,6,2,,-1,-1,minimal,0,4,8,exact,true,true,0.003,SOUND,
3state1ap0acc_007562,default,0,1,30,30,439,368,7,6,58,3,28,15,0,16,12,2,,-1,-1,minimal,0,5,12,exact,true,true,0.011,SOUND,
3state1ap0acc_007562_c,default,0,1,30,30,439,368,7,6,58,3,28,15,0,16,12,2,,-1,-1,minimal,0,5,12,exact,true,true,0.011,SOUND,
3state1ap0acc_007684,default,0,1,14,14,104,87,4,3,10,2,12,4,2,7,4,2,,-1,-1,minimal,0,3,9,exact,true,true,0.003,SOUND,
3state1ap0acc_007684_c,default,0,1,14,14,104,87,4,3,10,2,12,4,2,7,4,2,,-1,-1,minimal,0,3,9,exact,true,true,0.003,SOUND,
3state1ap0acc_007686,default,0,1,25,25,364,307,4,8,45,2,23,11,0,12,9,2,,-1,-1,minimal,0,3,13,exact,true,true,0.007,SOUND,
3state1ap0acc_007686_c,default,0,1,25,25,364,307,4,8,45,2,23,11,0,12,9,2,,-1,-1,minimal,0,3,13,exact,true,true,0.007,SOUND,
3state1ap0acc_007692,default,0,1,50,50,950,844,3,12,91,2,48,9,10,20,17,2,,-1,-1,minimal,0,2,13,exact,true,true,0.030,SOUND,
3state1ap0acc_007692_c,default,0,1,50,50,950,844,3,12,91,2,48,9,10,20,17,2,,-1,-1,minimal,0,2,13,exact,true,true,0.030,SOUND,
3state1ap0acc_007693,default,0,1,37,37,618,529,3,7,79,2,35,7,9,17,14,2,,-1,-1,minimal,0,2,12,exact,true,true,0.016,SOUND,
3state1ap0acc_007693_c,default,0,1,37,37,618,529,3,7,79,2,35,7,9,17,14,2,,-1,-1,minimal,0,2,12,exact,true,true,0.016,SOUND,
3state1ap0acc_007708,default,0,1,66,66,1202,1071,3,4,124,2,64,1,20,22,19,2,,-1,-1,minimal,0,2,15,exact,true,true,0.054,SOUND,
3state1ap0acc_007708_c,default,0,1,66,66,1202,1071,3,4,124,2,64,1,20,22,19,2,,-1,-1,minimal,0,2,15,exact,true,true,0.053,SOUND,
3state1ap0acc_007716,default,0,1,50,50,710,617,2,9,82,2,48,12,3,16,13,2,,-1,-1,minimal,0,2,16,exact,true,true,0.024,SOUND,
3state1ap0acc_007716_c,default,0,1,50,50,710,617,2,9,82,2,48,12,3,16,13,2,,-1,-1,minimal,0,2,16,exact,true,true,0.024,SOUND,
3state1ap0acc_007812,default,0,1,7,7,43,35,2,0,6,1,5,2,2,5,2,2,,-1,-1,minimal,0,0,5,exact,true,true,0.001,SOUND,
3state1ap0acc_007812_c,default,0,1,7,7,43,35,2,0,6,1,5,2,2,5,2,2,,-1,-1,minimal,0,0,5,exact,true,true,0.001,SOUND,
3state1ap0acc_007814,default,0,1,19,19,248,183,4,7,54,2,17,11,0,12,9,2,,-1,-1,minimal,0,3,11,exact,true,true,0.005,SOUND,
3state1ap0acc_007814_c,default,0,1,19,19,248,183,4,7,54,2,17,11,0,12,9,2,,-1,-1,minimal,0,3,11,exact,true,true,0.008,SOUND,
3state1ap0acc_007820,default,0,1,19,19,190,131,3,2,54,2,17,10,0,11,8,2,,-1,-1,minimal,0,2,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007820_c,default,0,1,19,19,190,131,3,2,54,2,17,10,0,11,8,2,,-1,-1,minimal,0,2,10,exact,true,true,0.004,SOUND,
3state1ap0acc_007836,default,0,1,35,35,464,371,3,7,83,2,33,13,0,14,11,2,,-1,-1,minimal,0,2,15,exact,true,true,0.013,SOUND,
3state1ap0acc_007836_c,default,0,1,35,35,464,371,3,7,83,2,33,13,0,14,11,2,,-1,-1,minimal,0,2,15,exact,true,true,0.013,SOUND,
3state1ap0acc_007844,default,0,1,19,19,194,142,2,7,43,2,17,4,5,10,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
3state1ap0acc_007844_c,default,0,1,19,19,194,142,2,7,43,2,17,4,5,10,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
3state1ap0acc_008280,default,0,1,15,15,79,67,3,0,9,2,13,6,0,7,4,2,,-1,-1,minimal,0,2,7,exact,true,true,0.003,SOUND,
3state1ap0acc_008280_c,default,0,1,15,15,79,67,3,0,9,2,13,6,0,7,4,2,,-1,-1,minimal,0,2,7,exact,true,true,0.003,SOUND,
3state1ap0acc_008292,default,0,1,15,15,127,115,4,2,6,2,13,9,0,10,7,2,,-1,-1,minimal,0,4,7,exact,true,true,0.003,SOUND,
3state1ap0acc_008292_c,default,0,1,15,15,127,115,4,2,6,2,13,9,0,10,7,2,,-1,-1,minimal,0,4,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012358,default,0,1,10,10,87,75,2,1,9,2,8,2,5,8,5,2,,-1,-1,minimal,0,2,8,exact,true,true,0.002,SOUND,
3state1ap0acc_012358_c,default,0,1,10,10,87,75,2,1,9,2,8,2,5,8,5,2,,-1,-1,minimal,0,2,8,exact,true,true,0.002,SOUND,
3state1ap0acc_012360,default,0,1,9,9,38,35,3,0,0,2,7,6,0,7,5,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012360_c,default,0,1,9,9,38,35,3,0,0,2,7,6,0,7,5,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012361,default,0,1,9,9,59,51,4,0,4,2,7,2,4,7,4,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012361_c,default,0,1,9,9,59,51,4,0,4,2,7,2,4,7,4,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012364,default,0,1,12,12,78,68,2,4,4,1,10,2,4,7,5,2,,-1,-1,minimal,0,0,8,exact,true,true,0.002,SOUND,
3state1ap0acc_012364_c,default,0,1,12,12,78,68,2,4,4,1,10,2,4,7,5,2,,-1,-1,minimal,0,0,8,exact,true,true,0.002,SOUND,
3state1ap0acc_012366,default,0,1,8,8,37,25,3,0,9,2,6,4,0,5,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
3state1ap0acc_012366_c,default,0,1,8,8,37,25,3,0,9,2,6,4,0,5,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
3state1ap0acc_012376,default,0,1,19,19,238,214,4,2,18,2,17,0,10,11,8,2,,-1,-1,minimal,0,3,11,exact,true,true,0.005,SOUND,
3state1ap0acc_012376_c,default,0,1,19,19,238,214,4,2,18,2,17,0,10,11,8,2,,-1,-1,minimal,0,3,11,exact,true,true,0.005,SOUND,
3state1ap0acc_012377,default,0,1,18,18,270,237,5,4,24,2,16,1,10,12,9,2,,-1,-1,minimal,0,3,10,exact,true,true,0.005,SOUND,
3state1ap0acc_012377_c,default,0,1,18,18,270,237,5,4,24,2,16,1,10,12,9,2,,-1,-1,minimal,0,3,10,exact,true,true,0.005,SOUND,
3state1ap0acc_012388,default,0,1,17,17,194,163,6,7,18,2,15,3,6,10,7,2,,-1,-1,minimal,0,2,12,exact,true,true,0.004,SOUND,
3state1ap0acc_012388_c,default,0,1,17,17,194,163,6,7,18,2,15,3,6,10,7,2,,-1,-1,minimal,0,2,12,exact,true,true,0.004,SOUND,
3state1ap0acc_012550,default,0,1,8,8,37,30,4,0,3,4,6,3,2,6,2,2,,-1,-1,minimal,3,2,5,exact,true,true,0.002,SOUND,
3state1ap0acc_012550_c,default,0,1,8,8,37,30,4,0,3,4,6,3,2,6,2,2,,-1,-1,minimal,3,2,5,exact,true,true,0.002,SOUND,
3state1ap0acc_012552,default,0,1,7,7,23,20,1,1,1,2,5,4,0,5,3,2,,-1,-1,minimal,2,1,6,exact,true,true,0.001,SOUND,
3state1ap0acc_012553,default,0,1,6,6,22,19,3,0,0,2,4,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap0acc_012553_c,default,0,1,6,6,22,19,3,0,0,2,4,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap0acc_012554,default,0,1,10,10,46,39,3,0,4,3,8,4,1,6,2,2,,-1,-1,minimal,2,1,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012554_c,default,0,1,10,10,46,39,3,0,4,3,8,4,1,6,2,2,,-1,-1,minimal,2,1,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012556,default,0,1,7,7,28,24,3,0,1,2,5,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap0acc_012556_c,default,0,1,7,7,28,24,3,0,1,2,5,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap0acc_012568,default,0,1,14,14,106,100,4,1,1,2,12,4,3,8,3,2,,-1,-1,minimal,3,1,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012568_c,default,0,1,14,14,106,100,4,1,1,2,12,4,3,8,3,2,,-1,-1,minimal,3,1,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012569,default,0,1,17,17,129,109,2,3,15,2,15,4,3,8,4,2,,-1,-1,minimal,3,1,7,exact,true,true,0.004,SOUND,
3state1ap0acc_012569_c,default,0,1,17,17,129,109,2,3,15,2,15,4,3,8,4,2,,-1,-1,minimal,3,1,7,exact,true,true,0.004,SOUND,
3state1ap0acc_012580,default,0,1,15,15,122,102,3,5,12,3,13,4,3,8,4,2,,-1,-1,minimal,3,2,9,exact,true,true,0.003,SOUND,
3state1ap0acc_012580_c,default,0,1,15,15,122,102,3,5,12,3,13,4,3,8,4,2,,-1,-1,minimal,3,2,9,exact,true,true,0.003,SOUND,
3state1ap0acc_012582,default,0,1,15,15,110,92,4,0,14,3,13,7,1,9,4,2,,-1,-1,minimal,3,2,8,exact,true,true,0.004,SOUND,
3state1ap0acc_012582_c,default,0,1,15,15,110,92,4,0,14,3,13,7,1,9,4,2,,-1,-1,minimal,3,2,8,exact,true,true,0.004,SOUND,
3state1ap0acc_012584,default,0,1,14,14,100,93,4,1,2,2,12,5,2,8,4,2,,-1,-1,minimal,2,1,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012584_c,default,0,1,14,14,100,93,4,1,2,2,12,5,2,8,4,2,,-1,-1,minimal,2,1,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012586,default,0,1,14,14,107,96,2,0,9,2,12,6,2,9,6,2,,-1,-1,minimal,2,1,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012586_c,default,0,1,14,14,107,96,2,0,9,2,12,6,2,9,6,2,,-1,-1,minimal,2,1,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012614,default,0,1,16,16,151,133,2,0,16,2,14,2,7,10,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
3state1ap0acc_012614_c,default,0,1,16,16,151,133,2,0,16,2,14,2,7,10,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
3state1ap0acc_012616,default,0,1,12,12,64,48,3,1,12,2,10,6,0,7,5,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012616_c,default,0,1,12,12,64,48,3,1,12,2,10,6,0,7,5,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012618,default,0,1,7,7,30,24,1,0,5,1,5,2,1,4,1,2,,-1,-1,minimal,0,0,3,exact,true,true,0.001,SOUND,
3state1ap0acc_012620,default,0,1,18,18,128,101,2,0,25,1,16,3,3,7,5,2,,-1,-1,minimal,0,0,6,exact,true,true,0.003,SOUND,
3state1ap0acc_012620_c,default,0,1,18,18,128,101,2,0,25,1,16,3,3,7,5,2,,-1,-1,minimal,0,0,6,exact,true,true,0.003,SOUND,
3state1ap0acc_012622,default,0,1,10,10,53,32,3,0,18,2,8,4,0,5,3,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012622_c,default,0,1,10,10,53,32,3,0,18,2,8,4,0,5,3,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
3state1ap0acc_012628,default,0,1,25,25,224,196,5,2,21,2,23,6,4,11,8,2,,-1,-1,minimal,0,5,10,exact,true,true,0.007,SOUND,
3state1ap0acc_012628_c,default,0,1,25,25,224,196,5,2,21,2,23,6,4,11,8,2,,-1,-1,minimal,0,5,10,exact,true,true,0.007,SOUND,
3state1ap0acc_012632,default,0,1,46,46,792,662,3,7,120,2,44,5,11,17,13,2,,-1,-1,minimal,0,3,14,exact,true,true,0.026,SOUND,
3state1ap0acc_012632_c,default,0,1,46,46,792,662,3,7,120,2,44,5,11,17,13,2,,-1,-1,minimal,0,3,14,exact,true,true,0.026,SOUND,
3state1ap0acc_012636,default,0,1,33,33,507,421,3,4,79,2,31,4,10,15,11,2,,-1,-1,minimal,0,3,12,exact,true,true,0.014,SOUND,
3state1ap0acc_012636_c,default,0,1,33,33,507,421,3,4,79,2,31,4,10,15,11,2,,-1,-1,minimal,0,3,12,exact,true,true,0.014,SOUND,
3state1ap0acc_012644,default,0,1,34,34,272,190,3,2,77,2,32,8,0,9,7,2,,-1,-1,minimal,0,2,10,exact,true,true,0.009,SOUND,
3state1ap0acc_012644_c,default,0,1,34,34,272,190,3,2,77,2,32,8,0,9,7,2,,-1,-1,minimal,0,2,10,exact,true,true,0.009,SOUND,
3state1ap0acc_012648,default,0,1,17,17,163,142,1,2,18,1,15,3,5,9,7,2,,-1,-1,minimal,0,0,9,exact,true,true,0.004,SOUND,
3state1ap0acc_012648_c,default,0,1,17,17,163,142,1,2,18,1,15,3,5,9,7,2,,-1,-1,minimal,0,0,9,exact,true,true,0.004,SOUND,
3state1ap0acc_012652,default,0,1,32,32,257,175,3,1,78,2,30,8,0,9,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.008,SOUND,
3state1ap0acc_012652_c,default,0,1,32,32,257,175,3,1,78,2,30,8,0,9,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.009,SOUND,
3state1ap0acc_012680,default,0,1,14,14,97,82,4,2,9,2,12,4,2,7,4,2,,-1,-1,minimal,0,3,7,exact,true,true,0.003,SOUND,
3state1ap0acc_012680_c,default,0,1,14,14,97,82,4,2,9,2,12,4,2,7,4,2,,-1,-1,minimal,0,3,7,exact,true,true,0.003,SOUND,
