case_id,config_id,seed,ap_count,ref_classes,learned_classes,n_member_total,n_member_fill,n_member_harvest,n_member_saturation,n_member_pcache,n_equiv,n_splits,n_columns_lin,n_columns_om,n_saturation_checks,n_saturation_escalations,n_classes_initial,stall_class,n_guard_firings,guard_fired_final,cex_policy,max_cex_stem,max_cex_loop,max_query_word_len,eq_certification,export_associative,fixpoint_congruent,wall_seconds,verdict,detail
2state1ap2acc_parity_0006266880,default,0,1,13,13,106,90,5,3,8,3,11,4,4,9,6,2,,-1,-1,minimal,0,4,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0006272130,default,0,1,10,10,60,53,2,1,4,1,8,4,1,6,4,2,,-1,-1,minimal,0,0,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0006272130_c,default,0,1,10,10,60,53,2,1,4,1,8,4,1,6,4,2,,-1,-1,minimal,0,0,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0006465024,default,0,1,9,9,49,44,1,1,3,1,7,1,4,6,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0007767584,default,0,1,17,17,130,117,1,4,8,1,15,4,4,9,7,2,,-1,-1,minimal,0,0,8,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0007767584_c,default,0,1,17,17,130,117,1,4,8,1,15,4,4,9,7,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0007950596,default,0,1,23,23,223,185,1,1,36,1,21,4,5,10,7,2,,-1,-1,minimal,0,0,12,exact,true,true,0.006,SOUND,
2state1ap2acc_parity_0007950596_c,default,0,1,23,23,223,185,1,1,36,1,21,4,5,10,7,2,,-1,-1,minimal,0,0,12,exact,true,true,0.006,SOUND,
2state1ap2acc_parity_0008445188,default,0,1,9,9,69,54,5,3,7,2,7,2,4,7,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0008445188_c,default,0,1,9,9,69,54,5,3,7,2,7,2,4,7,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0008553232,default,0,1,9,9,81,59,9,2,11,2,7,1,4,6,2,2,,-1,-1,minimal,0,3,10,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0008553232_c,default,0,1,9,9,81,59,9,2,11,2,7,1,4,6,2,2,,-1,-1,minimal,0,3,10,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0008557064,default,0,1,17,17,139,114,2,1,22,2,15,4,4,9,5,2,,-1,-1,minimal,0,2,10,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0008557064_c,default,0,1,17,17,139,114,2,1,22,2,15,4,4,9,5,2,,-1,-1,minimal,0,2,10,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0009035840,default,0,1,17,17,173,154,4,2,13,2,15,0,10,11,8,2,,-1,-1,minimal,0,3,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0009035840_c,default,0,1,17,17,173,154,4,2,13,2,15,0,10,11,8,2,,-1,-1,minimal,0,3,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0009429588,default,0,1,13,13,118,100,2,5,11,2,11,0,9,10,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0009429588_c,default,0,1,13,13,118,100,2,5,11,2,11,0,9,10,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0009589509,default,0,1,20,20,181,165,1,6,9,1,18,4,6,11,9,2,,-1,-1,minimal,0,0,8,exact,true,true,0.005,SOUND,
2state1ap2acc_parity_0009589509_c,default,0,1,20,20,181,165,1,6,9,1,18,4,6,11,9,2,,-1,-1,minimal,0,0,8,exact,true,true,0.005,SOUND,
2state1ap2acc_parity_0013912576,default,0,1,14,14,145,121,6,5,13,2,12,1,8,10,6,2,,-1,-1,minimal,0,4,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0013912576_c,default,0,1,14,14,145,121,6,5,13,2,12,1,8,10,6,2,,-1,-1,minimal,0,4,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0014200578,default,0,1,20,20,168,154,1,4,9,1,18,4,5,10,8,2,,-1,-1,minimal,0,0,8,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0014200578_c,default,0,1,20,20,168,154,1,4,9,1,18,4,5,10,8,2,,-1,-1,minimal,0,0,8,exact,true,true,0.005,SOUND,
2state1ap2acc_parity_0014321418,default,0,1,20,20,206,185,2,6,13,2,18,4,6,11,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
2state1ap2acc_parity_0014321418_c,default,0,1,20,20,206,185,2,6,13,2,18,4,6,11,8,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
2state1ap2acc_parity_0014700292,default,0,1,20,20,169,152,3,3,11,2,18,4,4,9,6,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0014700292_c,default,0,1,20,20,169,152,3,3,11,2,18,4,4,9,6,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0015614720,default,0,1,9,9,64,58,2,1,3,2,7,1,6,8,5,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0015614720_c,default,0,1,9,9,64,58,2,1,3,2,7,1,6,8,5,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0015632386,default,0,1,27,27,381,335,4,6,36,2,25,4,9,14,9,2,,-1,-1,minimal,0,4,12,exact,true,true,0.010,SOUND,
2state1ap2acc_parity_0015632386_c,default,0,1,27,27,381,335,4,6,36,2,25,4,9,14,9,2,,-1,-1,minimal,0,4,12,exact,true,true,0.010,SOUND,
2state1ap2acc_parity_0015679492,default,0,1,23,23,214,172,3,1,38,2,21,4,5,10,7,2,,-1,-1,minimal,0,2,11,exact,true,true,0.006,SOUND,
2state1ap2acc_parity_0015679492_c,default,0,1,23,23,214,172,3,1,38,2,21,4,5,10,7,2,,-1,-1,minimal,0,2,11,exact,true,true,0.006,SOUND,
2state1ap2acc_parity_0017110190,default,0,1,4,4,12,8,1,0,3,2,2,1,1,3,1,2,,-1,-1,minimal,1,1,3,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0018089248,default,0,1,13,13,84,64,3,1,16,4,11,4,1,6,2,2,,-1,-1,minimal,3,1,8,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0018089248_c,default,0,1,13,13,84,64,3,1,16,4,11,4,1,6,2,2,,-1,-1,minimal,3,1,8,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0018098464,default,0,1,7,7,37,30,3,0,4,2,5,1,3,5,2,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0018098464_c,default,0,1,7,7,37,30,3,0,4,2,5,1,3,5,2,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0019047233,default,0,1,9,9,71,54,4,3,10,2,7,0,6,7,4,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0019047233_c,default,0,1,9,9,71,54,4,3,10,2,7,0,6,7,4,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0019069265,default,0,1,8,8,48,42,2,0,4,1,6,4,2,7,5,2,,-1,-1,minimal,0,0,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0021303682,default,0,1,31,31,374,318,4,1,51,2,29,7,5,13,8,2,,-1,-1,minimal,0,3,12,exact,true,true,0.012,SOUND,
2state1ap2acc_parity_0021303682_c,default,0,1,31,31,374,318,4,1,51,2,29,7,5,13,8,2,,-1,-1,minimal,0,3,12,exact,true,true,0.011,SOUND,
2state1ap2acc_parity_0021669632,default,0,1,13,13,85,73,3,3,6,2,11,4,3,8,5,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0021669632_c,default,0,1,13,13,85,73,3,3,6,2,11,4,3,8,5,2,,-1,-1,minimal,0,2,7,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0021782912,default,0,1,17,17,168,149,4,2,13,3,15,2,6,9,6,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0021782912_c,default,0,1,17,17,168,149,4,2,13,3,15,2,6,9,6,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0021864450,default,0,1,9,9,57,46,3,2,6,2,7,3,3,7,5,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0021864450_c,default,0,1,9,9,57,46,3,2,6,2,7,3,3,7,5,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0022079492,default,0,1,17,17,142,120,2,2,18,2,15,4,4,9,5,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0022079492_c,default,0,1,17,17,142,120,2,2,18,2,15,4,4,9,5,2,,-1,-1,minimal,0,2,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0022642818,default,0,1,12,12,94,67,3,1,23,2,10,3,3,7,5,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0022642818_c,default,0,1,12,12,94,67,3,1,23,2,10,3,3,7,5,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0022973824,default,0,1,12,12,103,85,3,7,8,2,10,4,4,9,6,2,,-1,-1,minimal,0,2,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0022973824_c,default,0,1,12,12,103,85,3,7,8,2,10,4,4,9,6,2,,-1,-1,minimal,0,2,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0023610368,default,0,1,17,17,156,134,5,1,16,3,15,3,4,8,4,2,,-1,-1,minimal,1,4,10,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0023610368_c,default,0,1,17,17,156,134,5,1,16,3,15,3,4,8,4,2,,-1,-1,minimal,1,4,10,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0024584610,default,0,1,10,10,81,75,1,2,3,1,8,2,6,9,7,2,,-1,-1,minimal,0,0,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0024584610_c,default,0,1,10,10,81,75,1,2,3,1,8,2,6,9,7,2,,-1,-1,minimal,0,0,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0025166421,default,0,1,4,4,9,7,2,0,0,3,2,1,1,3,0,2,,-1,-1,minimal,2,1,3,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0025879815,default,0,1,13,13,110,95,4,2,9,2,11,0,8,9,5,2,,-1,-1,minimal,0,4,10,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0025879815_c,default,0,1,13,13,110,95,4,2,9,2,11,0,8,9,5,2,,-1,-1,minimal,0,4,10,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0027829076,default,0,1,8,8,35,29,2,0,4,1,6,2,2,5,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0027829076_c,default,0,1,8,8,35,29,2,0,4,1,6,2,2,5,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0028715040,default,0,1,11,11,78,58,1,3,16,1,9,3,3,7,5,2,,-1,-1,minimal,0,0,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0028715040_c,default,0,1,11,11,78,58,1,3,16,1,9,3,3,7,5,2,,-1,-1,minimal,0,0,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0038027690,default,0,1,9,9,73,60,4,1,8,2,7,1,6,8,6,2,,-1,-1,minimal,0,3,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0038027690_c,default,0,1,9,9,73,60,4,1,8,2,7,1,6,8,6,2,,-1,-1,minimal,0,3,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0039146888,default,0,1,10,10,92,72,4,3,13,2,8,1,6,8,5,2,,-1,-1,minimal,0,3,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0039146888_c,default,0,1,10,10,92,72,4,3,13,2,8,1,6,8,5,2,,-1,-1,minimal,0,3,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0039407872,default,0,1,5,5,20,15,3,0,2,3,3,2,1,4,0,2,,-1,-1,minimal,3,1,4,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0039407872_c,default,0,1,5,5,20,15,3,0,2,3,3,2,1,4,0,2,,-1,-1,minimal,3,1,4,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0041950982,default,0,1,7,7,36,29,3,0,4,2,5,1,3,5,2,2,,-1,-1,minimal,0,2,4,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0041950982_c,default,0,1,7,7,36,29,3,0,4,2,5,1,3,5,2,2,,-1,-1,minimal,0,2,4,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0041993040,default,0,1,11,11,79,56,5,0,18,2,9,1,4,6,3,2,,-1,-1,minimal,0,3,8,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0041993040_c,default,0,1,11,11,79,56,5,0,18,2,9,1,4,6,3,2,,-1,-1,minimal,0,3,8,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0042106965,default,0,1,30,30,326,275,3,1,47,2,28,6,4,11,6,2,,-1,-1,minimal,0,3,14,exact,true,true,0.010,SOUND,
2state1ap2acc_parity_0042106965_c,default,0,1,30,30,326,275,3,1,47,2,28,6,4,11,6,2,,-1,-1,minimal,0,3,14,exact,true,true,0.010,SOUND,
2state1ap2acc_parity_0042324737,default,0,1,13,13,106,92,2,2,10,2,11,4,4,9,6,2,,-1,-1,minimal,0,2,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0042324737_c,default,0,1,13,13,106,92,2,2,10,2,11,4,4,9,6,2,,-1,-1,minimal,0,2,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0042614871,default,0,1,11,11,103,84,3,4,12,2,9,1,6,8,6,2,,-1,-1,minimal,0,3,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0042614871_c,default,0,1,11,11,103,84,3,4,12,2,9,1,6,8,6,2,,-1,-1,minimal,0,3,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0043917312,default,0,1,17,17,141,119,6,0,16,3,15,3,4,8,3,2,,-1,-1,minimal,1,4,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0043917312_c,default,0,1,17,17,141,119,6,0,16,3,15,3,4,8,3,2,,-1,-1,minimal,1,4,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0044061704,default,0,1,10,10,83,68,3,5,7,3,8,4,4,9,6,2,,-1,-1,minimal,1,2,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0044706324,default,0,1,30,30,304,253,3,3,45,2,28,5,4,10,7,2,,-1,-1,minimal,0,2,13,exact,true,true,0.009,SOUND,
2state1ap2acc_parity_0044706324_c,default,0,1,30,30,304,253,3,3,45,2,28,5,4,10,7,2,,-1,-1,minimal,0,2,13,exact,true,true,0.009,SOUND,
2state1ap2acc_parity_0047726660,default,0,1,20,20,308,262,4,5,37,2,18,2,11,14,9,2,,-1,-1,minimal,0,4,11,exact,true,true,0.007,SOUND,
2state1ap2acc_parity_0047726660_c,default,0,1,20,20,308,262,4,5,37,2,18,2,11,14,9,2,,-1,-1,minimal,0,4,11,exact,true,true,0.007,SOUND,
2state1ap2acc_parity_0067828500,default,0,1,9,9,48,37,3,0,8,4,7,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0067828500_c,default,0,1,9,9,48,37,3,0,8,4,7,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0067928106,default,0,1,6,6,28,20,3,0,5,3,4,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0067928106_c,default,0,1,6,6,28,20,3,0,5,3,4,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0069045002,default,0,1,6,6,28,23,2,1,2,2,4,0,4,5,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0069045002_c,default,0,1,6,6,28,23,2,1,2,2,4,0,4,5,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0069904465,default,0,1,9,9,55,45,5,1,4,1,7,1,4,6,4,2,,-1,-1,minimal,0,0,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0071469096,default,0,1,15,15,158,124,4,6,24,2,13,2,7,10,6,2,,-1,-1,minimal,0,3,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0071469096_c,default,0,1,15,15,158,124,4,6,24,2,13,2,7,10,6,2,,-1,-1,minimal,0,3,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0072712844,default,0,1,8,8,57,43,3,1,10,3,6,1,4,6,3,2,,-1,-1,minimal,2,2,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0072712844_c,default,0,1,8,8,57,43,3,1,10,3,6,1,4,6,3,2,,-1,-1,minimal,2,2,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0075547220,default,0,1,16,16,130,112,3,0,15,2,14,0,7,8,6,2,,-1,-1,minimal,0,3,10,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0075547220_c,default,0,1,16,16,130,112,3,0,15,2,14,0,7,8,6,2,,-1,-1,minimal,0,3,10,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0075897609,default,0,1,6,6,28,23,2,1,2,2,4,0,4,5,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0076048976,default,0,1,17,17,134,120,2,4,8,1,15,4,4,9,7,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0076048976_c,default,0,1,17,17,134,120,2,4,8,1,15,4,4,9,7,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0082086912,default,0,1,13,13,118,104,4,2,8,2,11,0,8,9,5,2,,-1,-1,minimal,0,4,10,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0082086912_c,default,0,1,13,13,118,104,4,2,8,2,11,0,8,9,5,2,,-1,-1,minimal,0,4,10,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0082224640,default,0,1,8,8,40,36,1,0,3,1,6,2,2,5,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0082224640_c,default,0,1,8,8,40,36,1,0,3,1,6,2,2,5,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0085983912,default,0,1,13,13,91,72,3,1,15,3,11,6,1,8,4,2,,-1,-1,minimal,3,1,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0085983912_c,default,0,1,13,13,91,72,3,1,15,3,11,6,1,8,4,2,,-1,-1,minimal,3,1,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0085993472,default,0,1,8,8,42,32,3,1,6,3,6,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0086686273,default,0,1,9,9,61,48,5,1,7,2,7,1,5,7,3,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0086686273_c,default,0,1,9,9,61,48,5,1,7,2,7,1,5,7,3,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0086745169,default,0,1,8,8,43,33,2,1,7,2,6,0,4,5,3,2,,-1,-1,minimal,0,2,7,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0088367886,default,0,1,11,11,72,56,2,1,13,2,9,1,4,6,3,2,,-1,-1,minimal,0,2,8,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0088367886_c,default,0,1,11,11,72,56,2,1,13,2,9,1,4,6,3,2,,-1,-1,minimal,0,2,8,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0088596480,default,0,1,20,20,188,167,2,3,16,2,18,4,4,9,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
2state1ap2acc_parity_0088596480_c,default,0,1,20,20,188,167,2,3,16,2,18,4,4,9,7,2,,-1,-1,minimal,0,2,9,exact,true,true,0.005,SOUND,
2state1ap2acc_parity_0088836118,default,0,1,10,10,90,74,4,5,7,2,8,0,7,8,5,2,,-1,-1,minimal,0,3,8,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0089313800,default,0,1,13,13,113,101,2,3,7,2,11,4,4,9,5,2,,-1,-1,minimal,0,2,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0089313800_c,default,0,1,13,13,113,101,2,3,7,2,11,4,4,9,5,2,,-1,-1,minimal,0,2,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0089473569,default,0,1,11,11,71,55,3,1,12,2,9,1,4,6,3,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0089473569_c,default,0,1,11,11,71,55,3,1,12,2,9,1,4,6,3,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0089800448,default,0,1,20,20,185,165,2,5,13,2,18,4,4,9,6,2,,-1,-1,minimal,0,2,8,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0089800448_c,default,0,1,20,20,185,165,2,5,13,2,18,4,4,9,6,2,,-1,-1,minimal,0,2,8,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0092292688,default,0,1,25,25,314,276,5,5,28,3,23,4,8,13,9,2,,-1,-1,minimal,3,3,10,exact,true,true,0.007,SOUND,
2state1ap2acc_parity_0092292688_c,default,0,1,25,25,314,276,5,5,28,3,23,4,8,13,9,2,,-1,-1,minimal,3,3,10,exact,true,true,0.008,SOUND,
2state1ap2acc_parity_0092868865,default,0,1,10,10,84,70,3,4,7,3,8,3,4,8,5,2,,-1,-1,minimal,1,2,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0094315016,default,0,1,15,15,127,105,1,1,20,1,13,2,5,8,6,2,,-1,-1,minimal,0,0,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0094315016_c,default,0,1,15,15,127,105,1,1,20,1,13,2,5,8,6,2,,-1,-1,minimal,0,0,9,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0095627264,default,0,1,9,9,56,47,2,2,5,1,7,1,4,6,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0095627264_c,default,0,1,9,9,56,47,2,2,5,1,7,1,4,6,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0098403592,default,0,1,13,13,99,84,6,3,6,3,11,4,4,9,5,2,,-1,-1,minimal,0,4,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0098403592_c,default,0,1,13,13,99,84,6,3,6,3,11,4,4,9,5,2,,-1,-1,minimal,0,4,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0099265290,default,0,1,13,13,94,85,1,1,7,1,11,4,4,9,6,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0099265290_c,default,0,1,13,13,94,85,1,1,7,1,11,4,4,9,6,2,,-1,-1,minimal,0,0,8,exact,true,true,0.003,SOUND,
2state1ap2acc_parity_0099450882,default,0,1,19,19,239,204,4,4,27,2,17,2,9,12,7,2,,-1,-1,minimal,0,4,10,exact,true,true,0.006,SOUND,
2state1ap2acc_parity_0099450882_c,default,0,1,19,19,239,204,4,4,27,2,17,2,9,12,7,2,,-1,-1,minimal,0,4,10,exact,true,true,0.006,SOUND,
2state1ap2acc_parity_0126010194,default,0,1,10,10,65,51,4,2,8,2,8,0,5,6,3,2,,-1,-1,minimal,0,3,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0126010194_c,default,0,1,10,10,65,51,4,2,8,2,8,0,5,6,3,2,,-1,-1,minimal,0,3,7,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0130047747,default,0,1,8,8,36,27,3,0,6,2,6,0,4,5,2,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0137251585,default,0,1,6,6,25,20,3,2,0,2,4,3,1,5,2,2,,-1,-1,minimal,0,2,4,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0137251585_c,default,0,1,6,6,25,20,3,2,0,2,4,3,1,5,2,2,,-1,-1,minimal,0,2,4,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0138479656,default,0,1,7,7,31,23,3,0,5,4,5,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0138479656_c,default,0,1,7,7,31,23,3,0,5,4,5,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0138730120,default,0,1,17,17,168,147,6,0,15,2,15,0,9,10,6,2,,-1,-1,minimal,0,3,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0138730120_c,default,0,1,17,17,168,147,6,0,15,2,15,0,9,10,6,2,,-1,-1,minimal,0,3,9,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0138758442,default,0,1,8,8,40,30,3,1,6,2,6,4,0,5,3,2,,-1,-1,minimal,0,3,6,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0138758442_c,default,0,1,8,8,40,30,3,1,6,2,6,4,0,5,3,2,,-1,-1,minimal,0,3,6,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0140935178,default,0,1,22,22,308,281,6,3,18,3,20,4,8,13,7,2,,-1,-1,minimal,1,4,11,exact,true,true,0.008,SOUND,
2state1ap2acc_parity_0140935178_c,default,0,1,22,22,308,281,6,3,18,3,20,4,8,13,7,2,,-1,-1,minimal,1,4,11,exact,true,true,0.008,SOUND,
2state1ap2acc_parity_0144393216,default,0,1,14,14,157,136,6,2,13,3,12,1,8,10,5,2,,-1,-1,minimal,2,4,10,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0144393216_c,default,0,1,14,14,157,136,6,2,13,3,12,1,8,10,5,2,,-1,-1,minimal,2,4,10,exact,true,true,0.004,SOUND,
2state1ap2acc_parity_0145166592,default,0,1,10,10,58,49,3,2,4,2,8,2,3,6,4,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0145166592_c,default,0,1,10,10,58,49,3,2,4,2,8,2,3,6,4,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
2state1ap2acc_parity_0148915715,default,0,1,8,8,41,32,2,1,6,2,6,0,4,5,3,2,,-1,-1,minimal,0,2,7,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0148915715_c,default,0,1,8,8,41,32,2,1,6,2,6,0,4,5,3,2,,-1,-1,minimal,0,2,7,exact,true,true,0.001,SOUND,
2state1ap2acc_parity_0148980997,default,0,1,15,15,124,98,3,3,20,2,13,3,4,8,6,2,,-1,-1,minimal,0,2,8,exact,true,true,0.003,SOUND,
