input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,source
2state1ap1acc_00390.hoa,LTL,buchi+daisy+deep_roundtrip+inv+strength2,1.185,!a & GFa,5,2,6,1.2,c7df6e3408d3,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00390.hoa
2state1ap1acc_00392.hoa,LTL,buchi+daisy+deep_roundtrip+partscc,1.151,!a & X(a & G(F!a & (a | Xa))),10,2,15,1.5,1c44470515bc,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00392.hoa
2state1ap1acc_00396.hoa,TIMEOUT,,16.009,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_00396.hoa
2state1ap1acc_00404.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.213,!a & G(!a | X!a),6,1,10,1.7,c502b80fd986,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00404.hoa
2state1ap1acc_00406.hoa,LTL,acc,1.179,!a,2,0,2,1.0,dffef08b04a5,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00406.hoa
2state1ap1acc_00408.hoa,NOT_LTL,,1.107,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_00408.hoa
2state1ap1acc_00412.hoa,LTL,buchi+deep_roundtrip,1.141,!a & X(XF!a & G(a | XXF!a)),10,2,17,1.7,40d1a5d940c8,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00412.hoa
2state1ap1acc_00452.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.177,!a & G(!a | X!a),6,1,10,1.7,c502b80fd986,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00452.hoa
2state1ap1acc_00454.hoa,LTL,acc,1.120,!a,2,0,2,1.0,dffef08b04a5,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00454.hoa
2state1ap1acc_00456.hoa,NOT_LTL,,1.108,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_00456.hoa
2state1ap1acc_00460.hoa,LTL,buchi+deep_roundtrip,1.136,!a & X(XF!a & G(a | XXF!a)),10,2,17,1.7,40d1a5d940c8,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00460.hoa
2state1ap1acc_00513.hoa,LTL,daisy,0.070,a & XG!a,5,1,6,1.2,af6c1ac2c6d1,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00513.hoa
2state1ap1acc_00528.hoa,LTL,partscc,0.076,a & G((a | Xa) & (!a | X!a)),9,1,14,1.6,053bcb772803,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00528.hoa
2state1ap1acc_00769.hoa,LTL,daisy,0.070,XG!a,4,1,4,1.0,491b2a4dbf74,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00769.hoa
2state1ap1acc_00771.hoa,LTL,daisy,0.068,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00771.hoa
2state1ap1acc_00774.hoa,LTL,daisy,0.069,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00774.hoa
2state1ap1acc_00775.hoa,LTL,daisy,0.068,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00775.hoa
2state1ap1acc_00783.hoa,LTL,daisy,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00783.hoa
2state1ap1acc_00784.hoa,NOT_LTL,,1.160,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_00784.hoa
2state1ap1acc_00785.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.210,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00785.hoa
2state1ap1acc_00788.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.179,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00788.hoa
2state1ap1acc_00789.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.174,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00789.hoa
2state1ap1acc_00792.hoa,LTL,daisy2,0.069,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00792.hoa
2state1ap1acc_00793.hoa,LTL,buchi+daisy+deep_roundtrip+inv+strength2,1.116,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00793.hoa
2state1ap1acc_00796.hoa,LTL,daisy2,0.070,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00796.hoa
2state1ap1acc_00836.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.178,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00836.hoa
2state1ap1acc_00838.hoa,LTL,acc,1.110,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00838.hoa
2state1ap1acc_00840.hoa,LTL,daisy2,0.069,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00840.hoa
2state1ap1acc_00841.hoa,LTL,buchi+daisy+deep_roundtrip+inv+strength2,1.150,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00841.hoa
2state1ap1acc_00844.hoa,LTL,daisy2,0.072,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00844.hoa
2state1ap1acc_00868.hoa,LTL,daisy2,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00868.hoa
2state1ap1acc_00870.hoa,LTL,acc,1.163,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00870.hoa
2state1ap1acc_00872.hoa,LTL,daisy2,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00872.hoa
2state1ap1acc_00876.hoa,LTL,daisy2,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00876.hoa
2state1ap1acc_00964.hoa,LTL,daisy2,0.076,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00964.hoa
2state1ap1acc_00965.hoa,LTL,daisy,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00965.hoa
2state1ap1acc_00966.hoa,LTL,acc,1.123,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00966.hoa
2state1ap1acc_00972.hoa,LTL,daisy2,0.068,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_00972.hoa
2state1ap1acc_01046.hoa,LTL,acc,1.117,!a,2,0,2,1.0,dffef08b04a5,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01046.hoa
2state1ap1acc_01065.hoa,LTL,buchi+daisy+deep_roundtrip+inv+scc2+strength2,1.148,!a & GF!a,5,2,7,1.4,2d8e22c9170b,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01065.hoa
2state1ap1acc_01090.hoa,NOT_LTL,,1.107,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01090.hoa
2state1ap1acc_01120.hoa,NOT_LTL,,1.111,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01120.hoa
2state1ap1acc_01121.hoa,LTL,partscc,0.072,!a & G(!a | X!a),6,1,10,1.7,c502b80fd986,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01121.hoa
2state1ap1acc_01122.hoa,NOT_LTL,,1.106,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01122.hoa
2state1ap1acc_01128.hoa,NOT_LTL,,1.149,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01128.hoa
2state1ap1acc_01136.hoa,NOT_LTL,,1.153,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01136.hoa
2state1ap1acc_01138.hoa,NOT_LTL,,1.167,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01138.hoa
2state1ap1acc_01153.hoa,TIMEOUT,,16.027,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01153.hoa
2state1ap1acc_01154.hoa,TIMEOUT,,16.027,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01154.hoa
2state1ap1acc_01168.hoa,NOT_LTL,,1.113,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01168.hoa
2state1ap1acc_01170.hoa,NOT_LTL,,1.107,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01170.hoa
2state1ap1acc_01172.hoa,NOT_LTL,,1.107,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01172.hoa
2state1ap1acc_01176.hoa,NOT_LTL,,1.111,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01176.hoa
2state1ap1acc_01218.hoa,NOT_LTL,,1.136,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01218.hoa
2state1ap1acc_01392.hoa,NOT_LTL,,1.152,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01392.hoa
2state1ap1acc_01556.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.238,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01556.hoa
2state1ap1acc_01558.hoa,LTL,acc,1.109,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01558.hoa
2state1ap1acc_01560.hoa,LTL,daisy2,0.072,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01560.hoa
2state1ap1acc_01561.hoa,LTL,buchi+daisy+deep_roundtrip+inv+strength2,1.113,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01561.hoa
2state1ap1acc_01564.hoa,LTL,daisy2,0.071,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01564.hoa
2state1ap1acc_01576.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.164,X(a & G(a | Xa)),6,1,8,1.3,f81a669277ad,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01576.hoa
2state1ap1acc_01577.hoa,LTL,acc,1.110,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01577.hoa
2state1ap1acc_01588.hoa,LTL,daisy2,0.067,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01588.hoa
2state1ap1acc_01592.hoa,LTL,daisy2,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01592.hoa
2state1ap1acc_01593.hoa,LTL,acc,1.114,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01593.hoa
2state1ap1acc_01596.hoa,LTL,daisy2,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01596.hoa
2state1ap1acc_01600.hoa,NOT_LTL,,1.127,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01600.hoa
2state1ap1acc_01601.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.209,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01601.hoa
2state1ap1acc_01604.hoa,LTL,buchi+deep_roundtrip+partscc,1.203,X(!a & G(Fa & (!a | X!a))),9,2,14,1.6,c42507dd5d97,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01604.hoa
2state1ap1acc_01608.hoa,NOT_LTL,,1.104,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01608.hoa
2state1ap1acc_01609.hoa,LTL,buchi+daisy+daisy2+daisystar+daisystardet+deep_roundtrip+inv+scc2+scc3+strength2,2.070,((a | XF(!a & XFa)) & (!a | XF(!a & XFa)) & G((!a | X(!a R (a | X(!a W (a & XF(!…,40,9,126,3.1,4846501c32cf,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01609.hoa
2state1ap1acc_01612.hoa,LTL,daisy2,0.072,G(F!a & Fa),6,3,7,1.2,8ad927f0d306,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01612.hoa
2state1ap1acc_01633.hoa,LTL,acc,1.107,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01633.hoa
2state1ap1acc_01641.hoa,LTL,acc,1.112,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01641.hoa
2state1ap1acc_01648.hoa,LTL,daisy,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01648.hoa
2state1ap1acc_01649.hoa,LTL,daisy,0.066,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01649.hoa
2state1ap1acc_01650.hoa,LTL,daisy,0.066,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01650.hoa
2state1ap1acc_01664.hoa,NOT_LTL,,1.100,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01664.hoa
2state1ap1acc_01665.hoa,NOT_LTL,,1.158,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01665.hoa
2state1ap1acc_01666.hoa,TIMEOUT,,16.028,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01666.hoa
2state1ap1acc_01668.hoa,NOT_LTL,,1.110,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01668.hoa
2state1ap1acc_01672.hoa,NOT_LTL,,1.115,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01672.hoa
2state1ap1acc_01673.hoa,LTL,acc,1.142,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01673.hoa
2state1ap1acc_01676.hoa,NOT_LTL,,1.165,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01676.hoa
2state1ap1acc_01680.hoa,NOT_LTL,,1.171,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01680.hoa
2state1ap1acc_01681.hoa,NOT_LTL,,1.113,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01681.hoa
2state1ap1acc_01682.hoa,LTL,acc,1.105,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01682.hoa
2state1ap1acc_01684.hoa,NOT_LTL,,1.108,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01684.hoa
2state1ap1acc_01688.hoa,LTL,daisy2,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01688.hoa
2state1ap1acc_01689.hoa,LTL,acc,1.124,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01689.hoa
2state1ap1acc_01692.hoa,LTL,daisy2,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01692.hoa
2state1ap1acc_01728.hoa,NOT_LTL,,1.118,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01728.hoa
2state1ap1acc_01729.hoa,NOT_LTL,,1.105,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01729.hoa
2state1ap1acc_01732.hoa,NOT_LTL,,1.152,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01732.hoa
2state1ap1acc_01736.hoa,LTL,daisy2,0.071,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01736.hoa
2state1ap1acc_01737.hoa,LTL,acc,1.167,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01737.hoa
2state1ap1acc_01740.hoa,LTL,daisy2,0.074,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01740.hoa
2state1ap1acc_01856.hoa,NOT_LTL,,1.115,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_01856.hoa
2state1ap1acc_01857.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.172,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01857.hoa
2state1ap1acc_01858.hoa,LTL,daisy,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01858.hoa
2state1ap1acc_01864.hoa,LTL,daisy2,0.071,GF!a,4,2,4,1.0,66942b887c5f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01864.hoa
2state1ap1acc_01888.hoa,LTL,daisy,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01888.hoa
2state1ap1acc_01890.hoa,LTL,daisy,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01890.hoa
2state1ap1acc_01984.hoa,LTL,daisy,0.068,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01984.hoa
2state1ap1acc_01985.hoa,LTL,daisy,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_01985.hoa
2state1ap1acc_03094.hoa,LTL,acc,1.123,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_03094.hoa
2state1ap1acc_03137.hoa,TIMEOUT,,15.741,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_03137.hoa
2state1ap1acc_03138.hoa,NOT_LTL,,1.127,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_03138.hoa
2state1ap1acc_03168.hoa,NOT_LTL,,1.095,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_03168.hoa
2state1ap1acc_03169.hoa,LTL,acc,1.109,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_03169.hoa
2state1ap1acc_03170.hoa,NOT_LTL,,1.107,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_03170.hoa
2state1ap1acc_03172.hoa,LTL,daisy2,0.071,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_03172.hoa
2state1ap1acc_03176.hoa,NOT_LTL,,1.113,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_03176.hoa
2state1ap1acc_03184.hoa,LTL,daisy,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_03184.hoa
2state1ap1acc_03265.hoa,NOT_LTL,,1.108,,,,,,,,genaut/corpus/2state1ap1acc/2state1ap1acc_03265.hoa
2state1ap1acc_03354.hoa,LTL,daisy,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/2state1ap1acc_03354.hoa
