input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,source
1state3ap1acc_01696.hoa,LTL,daisy+inv,0.085,G(((a & c) | (!a & b & !c) | (a & !b)) & F(a & c)),13,2,20,1.5,f69c1493b53c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01696.hoa
1state3ap1acc_01697.hoa,LTL,daisy+inv,0.081,G(((a & c) | (!a & !c) | (a & !b)) & F((!a & !b) | (a & c))),15,2,25,1.7,ac486b153a13,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01697.hoa
1state3ap1acc_01704.hoa,LTL,daisy+inv,0.081,G((a | (b & !c)) & F((a & b) | (a & c))),12,2,16,1.3,4cb69d0f7032,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01704.hoa
1state3ap1acc_01705.hoa,LTL,daisy+inv,0.083,G((a | !c) & F((!a & !b) | (a & b) | (!b & c))),14,2,20,1.4,f30c4a50ae4f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01705.hoa
1state3ap1acc_01712.hoa,LTL,daisy+inv,0.083,G(((a & c) | (!a & b & !c) | (a & !b) | (!b & c)) & F((!a & !b) | (a & c))),16,2,30,1.9,7ab5fcb6c34e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01712.hoa
1state3ap1acc_01713.hoa,LTL,daisy+inv,0.091,G((!b | (a & c) | (!a & !c)) & F((!a & !b) | (a & c))),14,2,23,1.6,a6b8217bae8e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01713.hoa
1state3ap1acc_01720.hoa,LTL,daisy+inv,0.085,G((a | (!b & c) | (b & !c)) & F((!a & !b) | (a & b) | (!b & c))),15,2,26,1.7,9f6971a8a48d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01720.hoa
1state3ap1acc_01721.hoa,LTL,daisy+inv,0.086,G((a | !b | !c) & F((!a & !b) | (a & b) | (!b & c))),14,2,22,1.6,ead043c862ed,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01721.hoa
1state3ap1acc_01728.hoa,LTL,daisy+inv,0.079,G(((b & c) | (!a & b) | (a & !b & !c)) & F(b & c)),13,2,20,1.5,9d924ec20ff5,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01728.hoa
1state3ap1acc_01729.hoa,LTL,daisy+inv,0.084,G(((b & c) | (!b & !c) | (!a & b)) & F((!a & !b) | (a & b) | (b & c))),16,2,28,1.8,766b7b698763,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01729.hoa
1state3ap1acc_01736.hoa,LTL,daisy+inv,0.085,G((b | (a & !c)) & F((!a & c) | (a & b))),13,2,17,1.3,b0a99fc1a37f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01736.hoa
1state3ap1acc_01737.hoa,LTL,daisy+inv,0.088,G((b | !c) & F((!a & !b) | (a & b) | (!a & c))),14,2,20,1.4,496f73e71bef,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01737.hoa
1state3ap1acc_01744.hoa,LTL,daisy+inv,0.087,G(((!a & c) | (!a & b) | (a & !b & !c) | (b & c)) & F((!a & c) | (a & b))),16,2,29,1.8,c39cda5afcb2,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01744.hoa
1state3ap1acc_01745.hoa,LTL,daisy+inv,0.084,G((!a | (b & c) | (!b & !c)) & F((!a & !b) | (a & b) | (b & c))),15,2,26,1.7,989269c567da,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01745.hoa
1state3ap1acc_01752.hoa,LTL,daisy+inv,0.083,G((b | (!a & c) | (a & !c)) & F((!a & c) | (a & b))),13,2,21,1.6,e9faa3157777,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01752.hoa
1state3ap1acc_01753.hoa,LTL,daisy+inv,0.084,G((!a | b | !c) & F((!a & !b) | (a & b) | (!a & c))),14,2,22,1.6,3baf19dc6107,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01753.hoa
1state3ap1acc_01760.hoa,LTL,daisy+inv,0.081,G(((!a & b) | (a & !b) | (a & c)) & Fc),12,2,16,1.3,371c32f33faf,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01760.hoa
1state3ap1acc_01761.hoa,LTL,daisy+inv,0.090,G(((!b & !c) | (b & c) | (!a & b) | (a & !b)) & F(c | (!a & !b))),16,2,27,1.7,7dd6112b4c7a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01761.hoa
1state3ap1acc_01768.hoa,LTL,daisy+inv,0.079,G((a | b) & F(c | (a & b))),9,2,11,1.2,68de914e7a12,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01768.hoa
1state3ap1acc_01769.hoa,LTL,daisy+inv,0.080,G((a | b | !c) & F(c | (!a & !b) | (a & b))),13,2,18,1.4,12143362d80a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01769.hoa
1state3ap1acc_01776.hoa,LTL,daisy+inv,0.079,G((c | (!a & b) | (a & !b)) & Fc),11,2,14,1.3,96e9f673971c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01776.hoa
1state3ap1acc_01777.hoa,LTL,daisy+inv,0.083,G((!a | !b | c) & F(c | (!a & !b))),11,2,16,1.5,60de928fc8cc,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01777.hoa
1state3ap1acc_01784.hoa,LTL,daisy+inv,0.082,G((a | b | c) & F(c | (a & b))),9,2,12,1.3,458d3c89f581,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01784.hoa
1state3ap1acc_01785.hoa,LTL,daisy,0.084,GF(c | (!a & !b) | (a & b)),10,2,12,1.2,7f972c001555,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01785.hoa
1state3ap1acc_01800.hoa,LTL,daisy+inv,0.079,G(!c & F(a & b)),8,2,8,1.0,a8c5a964abff,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01800.hoa
1state3ap1acc_01808.hoa,LTL,daisy+inv,0.089,G(((!a & !b) | (!a & !c) | (!b & !c)) & F(!a & !b & c)),14,2,25,1.8,615842b38d2e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01808.hoa
1state3ap1acc_01816.hoa,LTL,daisy+inv,0.082,G((!c | (!a & !b)) & F((!a & !b & c) | (a & b))),14,2,21,1.5,50d7db6e7828,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01816.hoa
1state3ap1acc_01824.hoa,LTL,daisy+inv,0.083,G(((!a & !c) | (a & !b)) & F(a & c)),13,2,16,1.2,4818e7856edc,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01824.hoa
1state3ap1acc_01832.hoa,LTL,daisy+inv,0.084,G((!c | (a & !b)) & F((a & b) | (a & c))),13,2,17,1.3,4e28ef54b2ae,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01832.hoa
1state3ap1acc_01840.hoa,LTL,daisy+inv,0.084,G((!b | (!a & !c)) & F(!b & c)),12,2,15,1.2,32038010f304,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01840.hoa
1state3ap1acc_01848.hoa,LTL,daisy+inv,0.082,G((!b | !c) & F((a & b) | (!b & c))),12,2,16,1.3,a3de89277499,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01848.hoa
1state3ap1acc_01856.hoa,LTL,daisy+inv,0.083,G(((!a & b) | (!b & !c)) & F(!a & b & c)),13,2,18,1.4,d5a245824ed1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01856.hoa
1state3ap1acc_01864.hoa,LTL,daisy+inv,0.088,G((!c | (!a & b)) & F((a & b) | (b & c))),13,2,17,1.3,f2fd21bf4352,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01864.hoa
1state3ap1acc_01872.hoa,LTL,daisy+inv,0.085,G((!a | (!b & !c)) & F(!a & c)),12,2,15,1.2,26490c275710,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01872.hoa
1state3ap1acc_01880.hoa,LTL,daisy+inv,0.084,G((!a | !c) & F((!a & c) | (a & b))),12,2,16,1.3,3142fc0d74cf,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01880.hoa
1state3ap1acc_01888.hoa,LTL,daisy+inv,0.083,G(((!a & b) | (a & !b) | (!a & !c)) & F((a & c) | (b & c))),16,2,24,1.5,a391194f5e37,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01888.hoa
1state3ap1acc_01896.hoa,LTL,daisy+inv,0.082,G((!c | (!a & b) | (a & !b)) & F((a & b) | (a & c) | (b & c))),16,2,24,1.5,4286a36f03ea,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01896.hoa
1state3ap1acc_01904.hoa,LTL,daisy+inv,0.080,G((!a | !b) & Fc),9,2,9,1.0,5cd41e5f6fb7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01904.hoa
1state3ap1acc_01912.hoa,LTL,daisy+inv,0.081,G((!a | !b | !c) & F(c | (a & b))),12,2,15,1.2,6f78812e591d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01912.hoa
1state3ap1acc_01920.hoa,LTL,daisy+inv,0.093,G(((!a & !c) | (a & b & c) | (!b & !c)) & F(a & b)),14,2,21,1.5,13c4d067f9bf,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01920.hoa
1state3ap1acc_01928.hoa,LTL,daisy+inv,0.081,G((!c | (a & b)) & F(a & b)),9,2,12,1.3,4651c62ec017,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01928.hoa
1state3ap1acc_01936.hoa,LTL,daisy+inv,0.082,G(((!a & !c) | (!a & !b) | (a & b & c) | (!b & !c)) & F((!a & !b & c) | (a & b))…,17,2,33,1.9,f961d06d9c86,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01936.hoa
1state3ap1acc_01944.hoa,LTL,daisy+inv,0.082,G((!c | (a & b) | (!a & !b)) & F((!a & !b & c) | (a & b))),14,2,24,1.7,9dd87edc803b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01944.hoa
1state3ap1acc_01952.hoa,LTL,daisy+inv,0.080,G(((a & c) | (!a & !c) | (a & !b)) & F(a & c)),13,2,19,1.5,d1cd2622832c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01952.hoa
1state3ap1acc_01960.hoa,LTL,daisy+inv,0.077,G((a | !c) & F((a & b) | (a & c))),11,2,14,1.3,1f86ccf36404,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01960.hoa
1state3ap1acc_01968.hoa,LTL,daisy+inv,0.085,G((!b | (!a & !c) | (a & c)) & F((a & c) | (!b & c))),14,2,22,1.6,33348d6f775a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01968.hoa
1state3ap1acc_01976.hoa,LTL,daisy+inv,0.085,G((a | !b | !c) & F((a & b) | (!b & c))),12,2,17,1.4,fd8f318f75c1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01976.hoa
1state3ap1acc_01984.hoa,LTL,daisy+inv,0.088,G(((b & c) | (!b & !c) | (!a & b)) & F(b & c)),13,2,19,1.5,bd9f8fe86a80,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01984.hoa
1state3ap1acc_01992.hoa,LTL,daisy+inv,0.081,G((b | !c) & F((a & b) | (b & c))),11,2,14,1.3,6c6fb35a8b26,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_01992.hoa
1state3ap1acc_02000.hoa,LTL,daisy+inv,0.084,G((!a | (!b & !c) | (b & c)) & F((!a & c) | (a & b))),15,2,22,1.5,3781018f4b18,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02000.hoa
1state3ap1acc_02008.hoa,LTL,daisy+inv,0.082,G((!a | b | !c) & F((!a & c) | (a & b))),12,2,17,1.4,f2a89475b1f3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02008.hoa
1state3ap1acc_02016.hoa,LTL,daisy+inv,0.092,G(((!b & !c) | (b & c) | (!a & b) | (a & !b)) & F((a & c) | (b & c))),16,2,27,1.7,1737e3266227,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02016.hoa
1state3ap1acc_02024.hoa,LTL,daisy+inv,0.089,G((a | b | !c) & F((a & b) | (a & c) | (b & c))),12,2,18,1.5,bb9262a87402,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02024.hoa
1state3ap1acc_02032.hoa,LTL,daisy+inv,0.083,G((!a | !b | c) & Fc),9,2,10,1.1,b5f7111dccce,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02032.hoa
1state3ap1acc_02040.hoa,LTL,daisy,0.076,GF(c | (a & b)),7,2,7,1.0,1c1ce232c3f3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02040.hoa
1state3ap1acc_02070.hoa,LTL,daisy+inv,0.083,G(((!a & !b & c) | (a & !c) | (b & !c)) & F(!a | !b)),14,2,23,1.6,08044cced8d1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02070.hoa
1state3ap1acc_02145.hoa,LTL,daisy+inv,0.082,G(((!a & !b & !c) | (!a & b & c) | (a & !b & c) | (a & b & !c)) & F(!a | !b)),15,2,31,2.1,affacc1a2127,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02145.hoa
1state3ap1acc_02182.hoa,LTL,daisy+inv,0.086,G(((a & b) | (a & !c) | (b & !c)) & F(!a | !b | c)),14,2,21,1.5,4231755301ed,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02182.hoa
1state3ap1acc_02194.hoa,LTL,daisy+inv,0.082,G(((!a & !b & c) | (a & b) | (a & !c)) & F(!a | !b | c)),14,2,23,1.6,b9320d235fe3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02194.hoa
1state3ap1acc_02196.hoa,LTL,daisy+inv,0.086,G(((!a & !b & c) | (a & b) | (b & !c)) & F(!a | c)),14,2,21,1.5,e5b71ee1dd1d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02196.hoa
1state3ap1acc_02198.hoa,LTL,daisy+inv,0.081,G(((!a & !b & c) | (a & b) | (a & !c) | (b & !c)) & F(!a | !b | c)),15,2,27,1.8,0473a66211bd,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02198.hoa
1state3ap1acc_02279.hoa,LTL,daisy+inv,0.082,G((a | b | !c) & F(!a | !b | c)),11,2,14,1.3,c5a2890517c2,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02279.hoa
1state3ap1acc_02324.hoa,LTL,daisy+inv,0.088,G(((!a & !b) | (b & !c)) & F((!a & b) | (!a & c))),15,2,22,1.5,6c0c086a3957,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02324.hoa
1state3ap1acc_02326.hoa,LTL,daisy+inv,0.084,G((!c | (!a & !b)) & F((!a & b) | (a & !b) | (!a & c))),15,2,24,1.6,a40ec1e7cfb6,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02326.hoa
1state3ap1acc_02434.hoa,LTL,daisy+inv,0.083,G(((a & b) | (!b & !c)) & F((a & !b) | (a & c))),14,2,20,1.4,87937affba08,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02434.hoa
1state3ap1acc_02438.hoa,LTL,daisy+inv,0.084,G((!c | (a & b)) & F((!a & b) | (a & !b) | (a & c))),15,2,21,1.4,64c47dd61f5e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02438.hoa
1state3ap1acc_02450.hoa,LTL,daisy+inv,0.083,G(((!a & !b) | (a & b) | (a & !c)) & F(c | (a & !b))),15,2,22,1.5,ccccadda06d3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02450.hoa
1state3ap1acc_02452.hoa,LTL,daisy+inv,0.085,G(((!a & !b) | (a & b) | (!a & !c)) & F(c | (!a & b))),15,2,23,1.5,f397ad966ce7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02452.hoa
1state3ap1acc_02454.hoa,LTL,daisy+inv,0.080,G((!c | (!a & !b) | (a & b)) & F(c | (!a & b) | (a & !b))),15,2,24,1.6,ad71dd65599c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02454.hoa
1state3ap1acc_02593.hoa,LTL,daisy+inv,0.086,G(((a & !c) | (a & !b) | (!b & !c)) & F(!a | (!b & c))),15,2,24,1.6,5e0e40880add,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02593.hoa
1state3ap1acc_02596.hoa,LTL,daisy+inv,0.085,G(((a & !b) | (b & !c)) & F(!a | (!b & c))),14,2,19,1.4,de2efff6a233,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02596.hoa
1state3ap1acc_02597.hoa,LTL,daisy+inv,0.087,G((!c | (a & !b)) & F(!a | (!b & c))),13,2,17,1.3,e621b5d3f78b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02597.hoa
1state3ap1acc_02656.hoa,LTL,daisy+inv,0.096,G(((a & !c) | (!a & b & c) | (a & !b)) & F(!a | (!b & c))),15,2,24,1.6,adbc9e2ad28e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02656.hoa
1state3ap1acc_02657.hoa,LTL,daisy+inv,0.082,G(((a & !c) | (!a & b & c) | (a & !b) | (!b & !c)) & F(!a | (!b & c))),16,2,29,1.8,2d3488e46c2d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02657.hoa
1state3ap1acc_02660.hoa,LTL,daisy+inv,0.085,G(((a & !c) | (!a & b) | (a & !b)) & F(!a | (!b & c))),15,2,23,1.5,bec5f023eb05,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02660.hoa
1state3ap1acc_02661.hoa,LTL,daisy+inv,0.089,G((!c | (!a & b) | (a & !b)) & F(!a | (!b & c))),14,2,21,1.5,24d757df3813,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02661.hoa
1state3ap1acc_02708.hoa,LTL,daisy+inv,0.082,G(((a & !c) | (!a & !b & c) | (a & b) | (b & !c)) & F(!a | (b & c))),16,2,27,1.7,2b75311f16ef,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02708.hoa
1state3ap1acc_02721.hoa,LTL,daisy+inv,0.082,G((a | (!b & !c)) & F(!a | c)),12,2,14,1.2,f831656f5b7a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02721.hoa
1state3ap1acc_02725.hoa,LTL,daisy+inv,0.095,G((a | !c) & F(!a | c)),9,2,11,1.2,d8ba2e7426a3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02725.hoa
1state3ap1acc_02737.hoa,LTL,daisy+inv,0.084,G((a | !b) & F(!a | c)),10,2,11,1.1,1900a5926350,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02737.hoa
1state3ap1acc_02740.hoa,LTL,daisy+inv,0.083,G((a | (!b & c) | (b & !c)) & F(!a | c)),13,2,17,1.3,029c2cf3fdaa,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02740.hoa
1state3ap1acc_02741.hoa,LTL,daisy+inv,0.080,G((a | !b | !c) & F(!a | c)),11,2,13,1.2,dd46ee00c273,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02741.hoa
1state3ap1acc_02852.hoa,LTL,daisy+inv,0.095,G((!c | (a & !b)) & F((!a & b) | (a & !b & c))),14,2,20,1.4,643d3d2d8a7b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02852.hoa
1state3ap1acc_02912.hoa,LTL,daisy+inv,0.085,G(((a & !c) | (!a & b & c) | (a & !b) | (!b & !c)) & F((!a & b) | (a & !b & c))),17,2,32,1.9,c099d83a58fe,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02912.hoa
1state3ap1acc_02916.hoa,LTL,daisy+inv,0.087,G((!c | (!a & b) | (a & !b)) & F((!a & b) | (a & !b & c))),14,2,24,1.7,466c73215fa1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02916.hoa
1state3ap1acc_02948.hoa,LTL,daisy+inv,0.082,G((!c | (a & b)) & F((!a & b) | (b & c))),13,2,17,1.3,35becb32b6b7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02948.hoa
1state3ap1acc_02960.hoa,LTL,daisy+inv,0.102,G(((!a & !b) | (a & b) | (a & !c)) & F((!a & c) | (b & c))),16,2,24,1.5,8fc229d6c92f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02960.hoa
1state3ap1acc_02964.hoa,LTL,daisy+inv,0.078,G((!c | (!a & !b) | (a & b)) & F((!a & b) | (!a & c) | (b & c))),16,2,26,1.6,8ddd72bce447,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02964.hoa
1state3ap1acc_02980.hoa,LTL,daisy+inv,0.087,G((a | !c) & F((!a & b) | (a & c))),12,2,15,1.2,a81bb52f04bc,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02980.hoa
1state3ap1acc_02996.hoa,LTL,daisy+inv,0.082,G((a | !b | !c) & F(c | (!a & b))),12,2,15,1.2,347e0cadbae5,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_02996.hoa
1state3ap1acc_03044.hoa,LTL,daisy+inv,0.085,G((a | b | !c) & F((!a & b) | (a & c))),12,2,16,1.3,fb002e8329d8,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03044.hoa
1state3ap1acc_03137.hoa,LTL,daisy+inv,0.091,G(((b & !c) | (!a & b) | (!a & !c)) & F((!a & !b) | (!a & c))),16,2,27,1.7,8ef7c7734724,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03137.hoa
1state3ap1acc_03169.hoa,LTL,daisy+inv,0.085,G(((b & !c) | (!a & b) | (!a & !c) | (a & !b & c)) & F(!b | (!a & c))),16,2,29,1.8,c2dd55158dda,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03169.hoa
1state3ap1acc_03218.hoa,LTL,daisy+inv,0.090,G(((b & !c) | (!a & !b & c) | (a & b) | (a & !c)) & F(!b | (a & c))),16,2,27,1.7,43107dbb584b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03218.hoa
1state3ap1acc_03283.hoa,LTL,daisy+inv,0.079,G((!a | b | !c) & F(!b | c)),11,2,13,1.2,2c7b7606abc4,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03283.hoa
1state3ap1acc_03458.hoa,LTL,daisy+inv,0.087,G((!c | (a & b)) & F((a & !b) | (a & c))),13,2,17,1.3,f07fec95b6a7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03458.hoa
1state3ap1acc_03474.hoa,LTL,daisy+inv,0.100,G((!c | (!a & !b) | (a & b)) & F((a & !b) | (a & c) | (!b & c))),16,2,26,1.6,51fdd4d67d8b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03474.hoa
1state3ap1acc_03681.hoa,LTL,daisy+inv,0.084,G((!c | (!a & b) | (a & !b)) & F((!a & !b) | (!a & c) | (!b & c))),16,2,28,1.8,ed5df8423a90,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03681.hoa
1state3ap1acc_03856.hoa,LTL,daisy+inv,0.078,G((!c | (!a & !b)) & F(!a & !b & c)),12,2,17,1.4,7c2947eea141,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03856.hoa
1state3ap1acc_03888.hoa,LTL,daisy+inv,0.082,G((!b | !c) & F(!b & c)),9,2,12,1.3,280ff5c5d785,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03888.hoa
1state3ap1acc_03936.hoa,LTL,daisy+inv,0.086,G((!c | (!a & b) | (a & !b)) & F((!a & b & c) | (a & !b & c))),15,2,25,1.7,e798511c4e09,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03936.hoa
1state3ap1acc_03952.hoa,LTL,daisy+inv,0.080,G((!a | !b | !c) & F((!a & c) | (!b & c))),13,2,19,1.5,ae864abd93d6,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_03952.hoa
1state3ap1acc_04080.hoa,LTL,daisy,0.092,GFc,3,2,3,1.0,703324ec1f2d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04080.hoa
1state3ap1acc_04354.hoa,LTL,daisy+inv,0.080,G(((!a & !b) | (!b & !c)) & Fa),12,2,15,1.2,f93c9f25f3ca,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04354.hoa
1state3ap1acc_04356.hoa,LTL,daisy+inv,0.081,G(((!a & !b) | (!a & !c)) & Fb),12,2,15,1.2,75d61a85bf2e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04356.hoa
1state3ap1acc_04358.hoa,LTL,daisy+inv,0.084,G(((!a & !b) | (!a & !c) | (!b & !c)) & F(a | b)),14,2,22,1.6,bb9d4353317e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04358.hoa
1state3ap1acc_04360.hoa,LTL,daisy+inv,0.082,G(((!a & !b) | (a & b & !c)) & Fa),12,2,15,1.2,a39cf3e23298,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04360.hoa
1state3ap1acc_04362.hoa,LTL,daisy+inv,0.086,G(((!a & !b) | (a & !c)) & Fa),12,2,14,1.2,6d5000eda5a3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04362.hoa
1state3ap1acc_04364.hoa,LTL,daisy+inv,0.086,G(((!a & !b) | (b & !c)) & Fb),12,2,14,1.2,595b9a4348b4,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04364.hoa
1state3ap1acc_04366.hoa,LTL,daisy+inv,0.100,G((!c | (!a & !b)) & F(a | b)),12,2,14,1.2,9745917083cb,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04366.hoa
1state3ap1acc_04388.hoa,LTL,daisy+inv,0.083,G(((!a & !c) | (!b & c)) & F(a | b)),13,2,16,1.2,af508d108290,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04388.hoa
1state3ap1acc_04390.hoa,LTL,daisy+inv,0.082,G((!b | (!a & !c)) & F(a | b)),12,2,14,1.2,5013cb1eec5f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04390.hoa
1state3ap1acc_04392.hoa,LTL,daisy+inv,0.080,G(((!a & !b) | (a & b & !c) | (!b & c)) & Fa),13,2,19,1.5,69a2fb626845,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04392.hoa
1state3ap1acc_04394.hoa,LTL,daisy+inv,0.079,G((!b | (a & !c)) & Fa),10,2,11,1.1,3b4e9fa42d53,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04394.hoa
1state3ap1acc_04396.hoa,LTL,daisy+inv,0.085,G(((!a & !b) | (!b & c) | (b & !c)) & F(a | b)),14,2,20,1.4,450c1e99abba,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04396.hoa
1state3ap1acc_04398.hoa,LTL,daisy+inv,0.079,G((!b | !c) & F(a | b)),10,2,11,1.1,f01e58c866f5,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04398.hoa
1state3ap1acc_04422.hoa,LTL,daisy+inv,0.090,G((!a | (!b & !c)) & F(a | b)),12,2,14,1.2,36a8a725cf9a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04422.hoa
1state3ap1acc_04424.hoa,LTL,daisy+inv,0.096,G(((!a & !b) | (!a & c) | (a & b & !c)) & F(a | b)),14,2,21,1.5,4d18a1bc9e9c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_04424.hoa
