input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,source
1state3ap1acc_00039.hoa,LTL,daisy+inv,0.079,G((!a & !c) | (a & !b)),10,1,11,1.1,ce4d1ad560a8,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00039.hoa
1state3ap1acc_00041.hoa,LTL,daisy+inv,0.078,G((!a & !b & !c) | (a & !b & c) | (a & b & !c)),11,1,19,1.7,00d0be8e55c7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00041.hoa
1state3ap1acc_00045.hoa,LTL,daisy+inv,0.078,G((!a & !c) | (a & !b & c) | (b & !c)),11,1,16,1.5,db968c626d31,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00045.hoa
1state3ap1acc_00053.hoa,LTL,daisy+inv,0.080,G((!a & !c) | (!b & c)),10,1,11,1.1,5f6c2ed26977,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00053.hoa
1state3ap1acc_00054.hoa,LTL,daisy+inv,0.077,G((!a & b & !c) | (a & !b) | (!b & c)),11,1,16,1.5,ef27787e05ae,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00054.hoa
1state3ap1acc_00055.hoa,LTL,daisy+inv,0.076,G(!b | (!a & !c)),9,1,9,1.0,948ef8ede408,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00055.hoa
1state3ap1acc_00057.hoa,LTL,daisy+inv,0.083,G((!a & !b) | (a & b & !c) | (!b & c)),11,1,16,1.5,77cb363e29fb,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00057.hoa
1state3ap1acc_00060.hoa,LTL,daisy+inv,0.072,G((!b & c) | (b & !c)),8,1,10,1.2,61e756cea736,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00060.hoa
1state3ap1acc_00061.hoa,LTL,daisy+inv,0.078,G((!b & c) | (b & !c) | (!a & !b)),11,1,15,1.4,fae4247c0247,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00061.hoa
1state3ap1acc_00063.hoa,LTL,daisy+inv,0.076,G(!b | !c),6,1,6,1.0,266c9eb35dc5,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00063.hoa
1state3ap1acc_00073.hoa,LTL,daisy+inv,0.081,G((!a & !b & !c) | (!a & b & c) | (a & b & !c)),11,1,19,1.7,d5cd56dff2bd,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00073.hoa
1state3ap1acc_00086.hoa,LTL,daisy+inv,0.076,G((!a & b) | (!a & c) | (a & !b & !c)),11,1,16,1.5,231a843bf78d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00086.hoa
1state3ap1acc_00087.hoa,LTL,daisy+inv,0.079,G(!a | (!b & !c)),9,1,9,1.0,576409d24e7b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00087.hoa
1state3ap1acc_00091.hoa,LTL,daisy+inv,0.087,G((!a & c) | (a & !c) | (!a & !b)),11,1,15,1.4,335f52fce3a1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00091.hoa
1state3ap1acc_00103.hoa,LTL,daisy+inv,0.082,G((!a & b) | (a & !b) | (!a & !c)),11,1,15,1.4,3472bd01ba95,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00103.hoa
1state3ap1acc_00104.hoa,LTL,daisy+inv,0.080,G((!a & b & c) | (a & !b & c) | (a & b & !c)),11,1,17,1.5,d5733f172bf7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00104.hoa
1state3ap1acc_00105.hoa,LTL,daisy+inv,0.078,G((!a & !b & !c) | (!a & b & c) | (a & !b & c) | (a & b & !c)),12,1,24,2.0,1c6e2dd92cc6,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00105.hoa
1state3ap1acc_00106.hoa,LTL,daisy+inv,0.079,G((!a & b & c) | (a & !b) | (a & !c)),11,1,15,1.4,ea3b5020a6fc,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00106.hoa
1state3ap1acc_00107.hoa,LTL,daisy+inv,0.079,G((!a & b & c) | (a & !b) | (a & !c) | (!b & !c)),12,1,20,1.7,87d51180d57c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00107.hoa
1state3ap1acc_00109.hoa,LTL,daisy+inv,0.079,G((!a & b) | (!a & !c) | (a & !b & c) | (b & !c)),12,1,20,1.7,1645d90655d6,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00109.hoa
1state3ap1acc_00110.hoa,LTL,daisy+inv,0.082,G((!a & b) | (a & !b) | (a & !c)),11,1,14,1.3,20e3934a86bf,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00110.hoa
1state3ap1acc_00111.hoa,LTL,daisy+inv,0.083,G(!c | (!a & b) | (a & !b)),10,1,12,1.2,e94c74bfc8e4,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00111.hoa
1state3ap1acc_00122.hoa,LTL,daisy+inv,0.083,G((!a & c) | (a & !c) | (a & !b)),11,1,14,1.3,41c1d0cc0428,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00122.hoa
1state3ap1acc_00123.hoa,LTL,daisy+inv,0.083,G(!b | (!a & c) | (a & !c)),10,1,12,1.2,6db0c4f0e04c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00123.hoa
1state3ap1acc_00124.hoa,LTL,daisy+inv,0.087,G((!b & c) | (b & !c) | (!a & b)),11,1,14,1.3,3a46a00dec43,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00124.hoa
1state3ap1acc_00125.hoa,LTL,daisy+inv,0.080,G(!a | (!b & c) | (b & !c)),10,1,12,1.2,a6d3c2471208,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00125.hoa
1state3ap1acc_00126.hoa,LTL,daisy+inv,0.082,G((!b & c) | (b & !c) | (!a & b) | (a & !b)),12,1,18,1.5,3179684719ef,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00126.hoa
1state3ap1acc_00127.hoa,LTL,daisy+inv,0.075,G(!a | !b | !c),8,1,8,1.0,3944d9794f9c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00127.hoa
1state3ap1acc_00189.hoa,LTL,daisy+inv,0.077,G((!b & c) | (b & !c) | (!a & !b) | (a & b)),12,1,18,1.5,73f9cd9c9cb9,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00189.hoa
1state3ap1acc_00255.hoa,LTL,daisy,0.075,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00255.hoa
1state3ap1acc_00258.hoa,LTL,daisy+inv,0.081,G(!b & !c & Fa),8,2,8,1.0,3046b7fb4923,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00258.hoa
1state3ap1acc_00259.hoa,LTL,daisy+inv,0.079,G(!b & !c),6,1,6,1.0,18b37c9cd521,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00259.hoa
1state3ap1acc_00260.hoa,LTL,daisy+inv,0.084,G(!a & !c & Fb),8,2,8,1.0,cf8844b144f3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00260.hoa
1state3ap1acc_00262.hoa,LTL,daisy+inv,0.084,G(((!a & !c) | (!b & !c)) & F(a | b)),13,2,17,1.3,b3e1c51577b1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00262.hoa
1state3ap1acc_00263.hoa,LTL,daisy+inv,0.075,G((!a & !c) | (!b & !c)),10,1,12,1.2,61965eb5f6d7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00263.hoa
1state3ap1acc_00264.hoa,LTL,daisy+inv,0.082,G(((!a & !b & !c) | (a & b & !c)) & Fa),12,2,17,1.4,8d21154266e5,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00264.hoa
1state3ap1acc_00265.hoa,LTL,daisy+inv,0.080,G((!a & !b & !c) | (a & b & !c)),10,1,14,1.4,5e1a80e21506,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00265.hoa
1state3ap1acc_00266.hoa,LTL,daisy+inv,0.082,G(((a & !c) | (!b & !c)) & Fa),11,2,14,1.3,2324933b6dfa,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00266.hoa
1state3ap1acc_00268.hoa,LTL,daisy+inv,0.082,G(((!a & !c) | (b & !c)) & Fb),11,2,14,1.3,160da5b5f4c6,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00268.hoa
1state3ap1acc_00270.hoa,LTL,daisy+inv,0.081,G(!c & F(a | b)),8,2,8,1.0,f9436380ae12,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00270.hoa
1state3ap1acc_00271.hoa,LTL,daisy+inv,0.076,G!c,3,1,3,1.0,2f80e18a75e3,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00271.hoa
1state3ap1acc_00272.hoa,LTL,daisy+inv,0.081,G(!a & !b & Fc),8,2,8,1.0,0d8a8d4ce2ba,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00272.hoa
1state3ap1acc_00274.hoa,LTL,daisy+inv,0.081,G(((!a & !b) | (!b & !c)) & F(a | c)),13,2,17,1.3,13ffb6d050b0,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00274.hoa
1state3ap1acc_00275.hoa,LTL,daisy+inv,0.085,G((!a & !b) | (!b & !c)),10,1,12,1.2,df4c94880294,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00275.hoa
1state3ap1acc_00276.hoa,LTL,daisy+inv,0.083,G(((!a & !b) | (!a & !c)) & F(b | c)),13,2,17,1.3,c878f9cf996b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00276.hoa
1state3ap1acc_00277.hoa,LTL,daisy+inv,0.078,G((!a & !b) | (!a & !c)),10,1,12,1.2,ec7257b71bfb,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00277.hoa
1state3ap1acc_00278.hoa,LTL,daisy+inv,0.076,G(((!a & !b) | (!a & !c) | (!b & !c)) & F(a | b | c)),14,2,23,1.6,8d1e93af5520,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00278.hoa
1state3ap1acc_00279.hoa,LTL,daisy+inv,0.077,G((!a & !b) | (!a & !c) | (!b & !c)),11,1,17,1.5,ffa4b5364cb2,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00279.hoa
1state3ap1acc_00280.hoa,LTL,daisy+inv,0.083,G(((!a & !b) | (a & b & !c)) & F(a | c)),13,2,17,1.3,d6f8a6f28b48,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00280.hoa
1state3ap1acc_00281.hoa,LTL,daisy+inv,0.075,G((!a & !b) | (a & b & !c)),10,1,12,1.2,64214ab5dd79,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00281.hoa
1state3ap1acc_00282.hoa,LTL,daisy+inv,0.080,G(((!a & !b) | (a & !c)) & F(a | c)),13,2,16,1.2,fa90ef48f895,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00282.hoa
1state3ap1acc_00283.hoa,LTL,daisy+inv,0.075,G((!a & !b) | (a & !c)),10,1,11,1.1,cade9f8d948a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00283.hoa
1state3ap1acc_00284.hoa,LTL,daisy+inv,0.079,G(((!a & !b) | (b & !c)) & F(a | b | c)),13,2,17,1.3,23e6d6c40a1b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00284.hoa
1state3ap1acc_00285.hoa,LTL,daisy+inv,0.081,G((!a & !b) | (b & !c)),10,1,11,1.1,6900294f652c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00285.hoa
1state3ap1acc_00286.hoa,LTL,daisy+inv,0.084,G((!c | (!a & !b)) & F(a | b | c)),12,2,15,1.2,4466d7259744,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00286.hoa
1state3ap1acc_00287.hoa,LTL,daisy+inv,0.076,G(!c | (!a & !b)),9,1,9,1.0,e52b153f1c64,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00287.hoa
1state3ap1acc_00288.hoa,LTL,daisy+inv,0.081,G(((!a & !b & !c) | (a & !b & c)) & Fa),12,2,17,1.4,de26e9e589fd,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00288.hoa
1state3ap1acc_00289.hoa,LTL,daisy+inv,0.080,G((!a & !b & !c) | (a & !b & c)),10,1,14,1.4,934a0d34b06e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00289.hoa
1state3ap1acc_00290.hoa,LTL,daisy+inv,0.082,G(((a & !b) | (!b & !c)) & Fa),11,2,14,1.3,47523b506135,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00290.hoa
1state3ap1acc_00292.hoa,LTL,daisy+inv,0.083,G(((!a & !c) | (a & !b & c)) & F(a | b)),13,2,17,1.3,9e5f6cabc373,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00292.hoa
1state3ap1acc_00293.hoa,LTL,daisy+inv,0.080,G((!a & !c) | (a & !b & c)),10,1,12,1.2,01838e5c5edd,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00293.hoa
1state3ap1acc_00294.hoa,LTL,daisy+inv,0.085,G(((!a & !c) | (a & !b)) & F(a | b)),13,2,16,1.2,c898b3c4385a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00294.hoa
1state3ap1acc_00295.hoa,LTL,daisy+inv,0.085,G((!a & !c) | (a & !b)),10,1,11,1.1,ce4d1ad560a8,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00295.hoa
1state3ap1acc_00296.hoa,LTL,daisy+inv,0.082,G(((!a & !b & !c) | (a & !b & c) | (a & b & !c)) & Fa),13,2,22,1.7,9efcb0de4eb1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00296.hoa
1state3ap1acc_00297.hoa,LTL,daisy+inv,0.081,G((!a & !b & !c) | (a & !b & c) | (a & b & !c)),11,1,19,1.7,00d0be8e55c7,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00297.hoa
1state3ap1acc_00298.hoa,LTL,daisy+inv,0.084,G(((a & !b) | (a & !c) | (!b & !c)) & Fa),12,2,18,1.5,747aa3dc0bde,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00298.hoa
1state3ap1acc_00300.hoa,LTL,daisy+inv,0.082,G(((!a & !c) | (a & !b & c) | (b & !c)) & F(a | b)),14,2,21,1.5,c8b189f116d1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00300.hoa
1state3ap1acc_00301.hoa,LTL,daisy+inv,0.079,G((!a & !c) | (a & !b & c) | (b & !c)),11,1,16,1.5,db968c626d31,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00301.hoa
1state3ap1acc_00302.hoa,LTL,daisy+inv,0.079,G((!c | (a & !b)) & F(a | b)),11,2,13,1.2,410c6f22c0c0,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00302.hoa
1state3ap1acc_00304.hoa,LTL,daisy+inv,0.082,G(((!a & !b) | (!b & c)) & Fc),11,2,14,1.3,e41835618ed0,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00304.hoa
1state3ap1acc_00306.hoa,LTL,daisy+inv,0.079,G(!b & F(a | c)),8,2,8,1.0,8196ebd4d88f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00306.hoa
1state3ap1acc_00308.hoa,LTL,daisy+inv,0.082,G(((!a & !c) | (!b & c)) & F(a | b | c)),13,2,17,1.3,4b22473e042c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00308.hoa
1state3ap1acc_00309.hoa,LTL,daisy+inv,0.076,G((!a & !c) | (!b & c)),10,1,11,1.1,5f6c2ed26977,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00309.hoa
1state3ap1acc_00310.hoa,LTL,daisy+inv,0.082,G((!b | (!a & !c)) & F(a | b | c)),12,2,15,1.2,399af0935223,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00310.hoa
1state3ap1acc_00311.hoa,LTL,daisy+inv,0.082,G(!b | (!a & !c)),9,1,9,1.0,948ef8ede408,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00311.hoa
1state3ap1acc_00312.hoa,LTL,daisy+inv,0.083,G(((!a & !b) | (a & b & !c) | (!b & c)) & F(a | c)),14,2,21,1.5,eb1cad76b93f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00312.hoa
1state3ap1acc_00313.hoa,LTL,daisy+inv,0.075,G((!a & !b) | (a & b & !c) | (!b & c)),11,1,16,1.5,77cb363e29fb,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00313.hoa
1state3ap1acc_00314.hoa,LTL,daisy+inv,0.081,G((!b | (a & !c)) & F(a | c)),11,2,13,1.2,5900cc2358e6,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00314.hoa
1state3ap1acc_00316.hoa,LTL,daisy+inv,0.083,G(((!b & c) | (b & !c) | (!a & !b)) & F(b | c)),14,2,20,1.4,b78b6f980c07,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00316.hoa
1state3ap1acc_00317.hoa,LTL,daisy+inv,0.080,G((!b & c) | (b & !c) | (!a & !b)),11,1,15,1.4,fae4247c0247,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00317.hoa
1state3ap1acc_00318.hoa,LTL,daisy+inv,0.082,G((!b | !c) & F(a | b | c)),10,2,12,1.2,f29703e8df35,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00318.hoa
1state3ap1acc_00319.hoa,LTL,daisy+inv,0.077,G(!b | !c),6,1,6,1.0,266c9eb35dc5,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00319.hoa
1state3ap1acc_00320.hoa,LTL,daisy+inv,0.082,G(((!a & !b & !c) | (!a & b & c)) & Fb),12,2,17,1.4,4fbe9a5f6e2a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00320.hoa
1state3ap1acc_00321.hoa,LTL,daisy+inv,0.080,G((!a & !b & !c) | (!a & b & c)),10,1,14,1.4,6eb1bdded566,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00321.hoa
1state3ap1acc_00322.hoa,LTL,daisy+inv,0.079,G(((!a & b & c) | (!b & !c)) & F(a | b)),13,2,17,1.3,8ec157139d2f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00322.hoa
1state3ap1acc_00323.hoa,LTL,daisy+inv,0.081,G((!a & b & c) | (!b & !c)),10,1,12,1.2,cd73fdc005c5,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00323.hoa
1state3ap1acc_00324.hoa,LTL,daisy+inv,0.081,G(((!a & b) | (!a & !c)) & Fb),11,2,14,1.3,ecac2e46416d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00324.hoa
1state3ap1acc_00326.hoa,LTL,daisy+inv,0.087,G(((!a & b) | (!b & !c)) & F(a | b)),13,2,16,1.2,1d7d96684e32,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00326.hoa
1state3ap1acc_00328.hoa,LTL,daisy+inv,0.082,G(((!a & !b & !c) | (!a & b & c) | (a & b & !c)) & F(a | b)),14,2,24,1.7,a400f91c697e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00328.hoa
1state3ap1acc_00329.hoa,LTL,daisy+inv,0.079,G((!a & !b & !c) | (!a & b & c) | (a & b & !c)),11,1,19,1.7,d5cd56dff2bd,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00329.hoa
1state3ap1acc_00330.hoa,LTL,daisy+inv,0.078,G(((!a & b & c) | (a & !c) | (!b & !c)) & F(a | b)),14,2,21,1.5,36bc65aaab2e,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00330.hoa
1state3ap1acc_00331.hoa,LTL,daisy+inv,0.081,G((!a & b & c) | (a & !c) | (!b & !c)),11,1,16,1.5,bb8f2eaac157,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00331.hoa
1state3ap1acc_00332.hoa,LTL,daisy+inv,0.085,G(((!a & b) | (!a & !c) | (b & !c)) & F(a | b)),13,2,20,1.5,9730060cbcfe,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00332.hoa
1state3ap1acc_00334.hoa,LTL,daisy+inv,0.084,G((!c | (!a & b)) & F(a | b)),11,2,13,1.2,85394f6670ed,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00334.hoa
1state3ap1acc_00336.hoa,LTL,daisy+inv,0.080,G(((!a & !b) | (!a & c)) & Fc),11,2,14,1.3,f66576587694,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00336.hoa
1state3ap1acc_00338.hoa,LTL,daisy+inv,0.074,G(((!a & c) | (!b & !c)) & F(a | c)),13,2,16,1.2,c83118620d6d,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00338.hoa
1state3ap1acc_00340.hoa,LTL,daisy+inv,0.076,G(!a & F(b | c)),8,2,8,1.0,85196adfdb27,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00340.hoa
1state3ap1acc_00342.hoa,LTL,daisy+inv,0.078,G((!a | (!b & !c)) & F(a | b | c)),12,2,15,1.2,53e59c2ced2c,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00342.hoa
1state3ap1acc_00343.hoa,LTL,daisy+inv,0.079,G(!a | (!b & !c)),9,1,9,1.0,576409d24e7b,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00343.hoa
1state3ap1acc_00344.hoa,LTL,daisy+inv,0.080,G(((!a & !b) | (!a & c) | (a & b & !c)) & F(a | c)),14,2,21,1.5,c303afb21521,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00344.hoa
1state3ap1acc_00345.hoa,LTL,daisy+inv,0.078,G((!a & !b) | (!a & c) | (a & b & !c)),11,1,16,1.5,02303b095297,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00345.hoa
1state3ap1acc_00346.hoa,LTL,daisy+inv,0.080,G(((!a & c) | (a & !c) | (!a & !b)) & F(a | c)),14,2,20,1.4,0e36caa98e0a,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00346.hoa
1state3ap1acc_00347.hoa,LTL,daisy+inv,0.075,G((!a & c) | (a & !c) | (!a & !b)),11,1,15,1.4,335f52fce3a1,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00347.hoa
1state3ap1acc_00348.hoa,LTL,daisy+inv,0.080,G((!a | (b & !c)) & F(a | b | c)),11,2,14,1.3,e77b06ac0b0f,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00348.hoa
1state3ap1acc_00350.hoa,LTL,daisy+inv,0.077,G((!a | !c) & F(a | b | c)),10,2,12,1.2,21471b046e46,TRUE,genaut/corpus/1state3ap1acc/1state3ap1acc_00350.hoa
