input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,check_s,source
2state1ap1acc_04424.hoa,LTL,oracle,0.610,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04424.hoa
2state1ap1acc_04428.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04428.hoa
2state1ap1acc_04484.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04484.hoa
2state1ap1acc_04486.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04486.hoa
2state1ap1acc_04488.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04488.hoa
2state1ap1acc_04502.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04502.hoa
2state1ap1acc_04550.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04550.hoa
2state1ap1acc_04554.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04554.hoa
2state1ap1acc_04609.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04609.hoa
2state1ap1acc_04610.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04610.hoa
2state1ap1acc_04614.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04614.hoa
2state1ap1acc_04617.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04617.hoa
2state1ap1acc_04624.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04624.hoa
2state1ap1acc_04625.hoa,LTL,oracle,0.586,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04625.hoa
2state1ap1acc_04628.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04628.hoa
2state1ap1acc_04632.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04632.hoa
2state1ap1acc_04640.hoa,NOT_LTL,oracle,0.589,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04640.hoa
2state1ap1acc_04642.hoa,LTL,oracle,0.595,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04642.hoa
2state1ap1acc_04644.hoa,NOT_LTL,oracle,0.591,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04644.hoa
2state1ap1acc_04646.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04646.hoa
2state1ap1acc_04648.hoa,LTL,oracle,0.580,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04648.hoa
2state1ap1acc_04650.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04650.hoa
2state1ap1acc_04652.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04652.hoa
2state1ap1acc_04676.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04676.hoa
2state1ap1acc_04677.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04677.hoa
2state1ap1acc_04678.hoa,LTL,oracle,0.587,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04678.hoa
2state1ap1acc_04681.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04681.hoa
2state1ap1acc_04708.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04708.hoa
2state1ap1acc_04710.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04710.hoa
2state1ap1acc_04712.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04712.hoa
2state1ap1acc_04716.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04716.hoa
2state1ap1acc_04740.hoa,NOT_LTL,oracle,0.590,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04740.hoa
2state1ap1acc_04742.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04742.hoa
2state1ap1acc_04744.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04744.hoa
2state1ap1acc_04745.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04745.hoa
2state1ap1acc_04748.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04748.hoa
2state1ap1acc_04756.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04756.hoa
2state1ap1acc_04760.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04760.hoa
2state1ap1acc_04761.hoa,LTL,oracle,0.587,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04761.hoa
2state1ap1acc_04764.hoa,LTL,oracle,0.609,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04764.hoa
2state1ap1acc_04804.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04804.hoa
2state1ap1acc_04805.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04805.hoa
2state1ap1acc_04806.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04806.hoa
2state1ap1acc_04808.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04808.hoa
2state1ap1acc_04809.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04809.hoa
2state1ap1acc_04810.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04810.hoa
2state1ap1acc_04812.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04812.hoa
2state1ap1acc_04865.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04865.hoa
2state1ap1acc_04866.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04866.hoa
2state1ap1acc_04896.hoa,NOT_LTL,oracle,0.586,p=2 u=[a; a] v=[a] x=[cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04896.hoa
2state1ap1acc_04898.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04898.hoa
2state1ap1acc_04900.hoa,NOT_LTL,oracle,0.582,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04900.hoa
2state1ap1acc_04902.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04902.hoa
2state1ap1acc_04904.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04904.hoa
2state1ap1acc_04906.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04906.hoa
2state1ap1acc_04908.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04908.hoa
2state1ap1acc_04938.hoa,LTL,oracle,0.586,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04938.hoa
2state1ap1acc_04964.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04964.hoa
2state1ap1acc_04966.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04966.hoa
2state1ap1acc_04968.hoa,LTL,oracle,0.597,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04968.hoa
2state1ap1acc_04972.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04972.hoa
2state1ap1acc_04996.hoa,NOT_LTL,oracle,0.592,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04996.hoa
2state1ap1acc_04997.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04997.hoa
2state1ap1acc_04998.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_04998.hoa
2state1ap1acc_05000.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05000.hoa
2state1ap1acc_05001.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05001.hoa
2state1ap1acc_05004.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05004.hoa
2state1ap1acc_05012.hoa,LTL,oracle,0.587,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05012.hoa
2state1ap1acc_05016.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05016.hoa
2state1ap1acc_05017.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05017.hoa
2state1ap1acc_05020.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05020.hoa
2state1ap1acc_05060.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05060.hoa
2state1ap1acc_05061.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05061.hoa
2state1ap1acc_05062.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05062.hoa
2state1ap1acc_05064.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05064.hoa
2state1ap1acc_05065.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05065.hoa
2state1ap1acc_05066.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05066.hoa
2state1ap1acc_05068.hoa,LTL,oracle,0.611,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05068.hoa
2state1ap1acc_05127.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05127.hoa
2state1ap1acc_05129.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05129.hoa
2state1ap1acc_05142.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05142.hoa
2state1ap1acc_05157.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05157.hoa
2state1ap1acc_05158.hoa,LTL,oracle,0.586,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05158.hoa
2state1ap1acc_05161.hoa,LTL,oracle,0.587,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05161.hoa
2state1ap1acc_05186.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05186.hoa
2state1ap1acc_05190.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05190.hoa
2state1ap1acc_05192.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05192.hoa
2state1ap1acc_05196.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05196.hoa
2state1ap1acc_05217.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05217.hoa
2state1ap1acc_05248.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05248.hoa
2state1ap1acc_05249.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05249.hoa
2state1ap1acc_05250.hoa,LTL,oracle,0.588,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05250.hoa
2state1ap1acc_05254.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05254.hoa
2state1ap1acc_05256.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05256.hoa
2state1ap1acc_05266.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05266.hoa
2state1ap1acc_05280.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05280.hoa
2state1ap1acc_05314.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05314.hoa
2state1ap1acc_05318.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05318.hoa
2state1ap1acc_05668.hoa,NOT_LTL,oracle,0.589,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05668.hoa
2state1ap1acc_05670.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05670.hoa
2state1ap1acc_05672.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05672.hoa
2state1ap1acc_05676.hoa,LTL,oracle,0.587,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05676.hoa
2state1ap1acc_05696.hoa,LTL,oracle,0.585,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05696.hoa
2state1ap1acc_05697.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05697.hoa
2state1ap1acc_05704.hoa,LTL,oracle,0.586,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05704.hoa
2state1ap1acc_05728.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05728.hoa
2state1ap1acc_05730.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05730.hoa
2state1ap1acc_05732.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05732.hoa
2state1ap1acc_05734.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05734.hoa
2state1ap1acc_05736.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05736.hoa
2state1ap1acc_05740.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05740.hoa
2state1ap1acc_05760.hoa,NOT_LTL,oracle,0.597,p=2 u=[a; a] v=[a] x=[!a; cycle{a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05760.hoa
2state1ap1acc_05761.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05761.hoa
2state1ap1acc_05762.hoa,LTL,oracle,0.598,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05762.hoa
2state1ap1acc_05764.hoa,NOT_LTL,oracle,0.593,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05764.hoa
2state1ap1acc_05766.hoa,LTL,oracle,0.607,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05766.hoa
2state1ap1acc_05768.hoa,LTL,oracle,0.597,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05768.hoa
2state1ap1acc_05769.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05769.hoa
2state1ap1acc_05772.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05772.hoa
2state1ap1acc_05776.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05776.hoa
2state1ap1acc_05777.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05777.hoa
2state1ap1acc_05780.hoa,LTL,oracle,0.598,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05780.hoa
2state1ap1acc_05784.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05784.hoa
2state1ap1acc_05785.hoa,LTL,oracle,0.595,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05785.hoa
2state1ap1acc_05788.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05788.hoa
2state1ap1acc_05792.hoa,NOT_LTL,oracle,0.594,p=2 u=[a; a] v=[a] x=[cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05792.hoa
2state1ap1acc_05824.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05824.hoa
2state1ap1acc_05825.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05825.hoa
2state1ap1acc_05826.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05826.hoa
2state1ap1acc_05828.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05828.hoa
2state1ap1acc_05830.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05830.hoa
2state1ap1acc_05832.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05832.hoa
2state1ap1acc_05833.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05833.hoa
2state1ap1acc_05836.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05836.hoa
2state1ap1acc_05984.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05984.hoa
2state1ap1acc_05986.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_05986.hoa
2state1ap1acc_06016.hoa,NOT_LTL,oracle,0.601,p=2 u=[a; a] v=[a] x=[cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06016.hoa
2state1ap1acc_06017.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06017.hoa
2state1ap1acc_06018.hoa,LTL,oracle,0.595,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06018.hoa
2state1ap1acc_06032.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06032.hoa
2state1ap1acc_06033.hoa,LTL,oracle,0.586,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06033.hoa
2state1ap1acc_06080.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06080.hoa
2state1ap1acc_06081.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06081.hoa
2state1ap1acc_06082.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06082.hoa
2state1ap1acc_06151.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06151.hoa
2state1ap1acc_06166.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06166.hoa
2state1ap1acc_06175.hoa,LTL,oracle,0.589,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06175.hoa
2state1ap1acc_06182.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06182.hoa
2state1ap1acc_06185.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06185.hoa
2state1ap1acc_06208.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06208.hoa
2state1ap1acc_06209.hoa,LTL,oracle,0.597,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06209.hoa
2state1ap1acc_06210.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06210.hoa
2state1ap1acc_06214.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06214.hoa
2state1ap1acc_06216.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06216.hoa
2state1ap1acc_06240.hoa,LTL,oracle,0.615,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06240.hoa
2state1ap1acc_06241.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06241.hoa
2state1ap1acc_06242.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06242.hoa
2state1ap1acc_06244.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06244.hoa
2state1ap1acc_06246.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06246.hoa
2state1ap1acc_06248.hoa,LTL,oracle,0.606,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06248.hoa
2state1ap1acc_06252.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06252.hoa
2state1ap1acc_06256.hoa,LTL,oracle,0.599,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06256.hoa
2state1ap1acc_06257.hoa,LTL,oracle,0.597,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06257.hoa
2state1ap1acc_06258.hoa,LTL,oracle,0.590,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06258.hoa
2state1ap1acc_06272.hoa,NOT_LTL,oracle,0.592,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06272.hoa
2state1ap1acc_06274.hoa,LTL,oracle,0.595,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06274.hoa
2state1ap1acc_06276.hoa,NOT_LTL,oracle,0.593,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06276.hoa
2state1ap1acc_06278.hoa,LTL,oracle,0.598,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06278.hoa
2state1ap1acc_06280.hoa,LTL,oracle,0.593,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06280.hoa
2state1ap1acc_06284.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06284.hoa
2state1ap1acc_06336.hoa,NOT_LTL,oracle,0.591,p=2 u=[] v=[a] y=[a; !a],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06336.hoa
2state1ap1acc_06338.hoa,LTL,oracle,0.596,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06338.hoa
2state1ap1acc_06340.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06340.hoa
2state1ap1acc_06342.hoa,LTL,oracle,0.592,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06342.hoa
2state1ap1acc_06344.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06344.hoa
2state1ap1acc_06348.hoa,LTL,oracle,0.602,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06348.hoa
2state1ap1acc_06406.hoa,LTL,oracle,0.597,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06406.hoa
2state1ap1acc_06422.hoa,LTL,oracle,0.594,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06422.hoa
2state1ap1acc_06436.hoa,NOT_LTL,oracle,0.592,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06436.hoa
2state1ap1acc_06438.hoa,LTL,oracle,0.591,LTL,,,,,,OFF,,genaut/corpus/2state1ap1acc/2state1ap1acc_06438.hoa
