id,layer,k,nC,R,sigma,aperiodic,status,states,F,toggles,conjugate,genuine,time_s
3state2ap2acc_parity_02962600147653635554458786091040961270417802_c,11,1,65,5,4,1,BUDGET,1000000,,,,,15.38
3state2ap2acc_parity_11196651764472471764951575104421032493189434,15,1,52,5,4,1,BUDGET,1000000,,,,,14.02
3state2ap2acc_parity_11196651764472471764951575104421032493189434,16,1,52,5,4,1,BUDGET,1000000,,,,,12.95
3state2ap2acc_parity_11196651764472471764951575104421032493189434_c,7,1,52,5,4,1,BUDGET,1000000,,,,,11.06
3state2ap2acc_parity_11196651764472471764951575104421032493189434_c,8,1,52,5,4,1,BUDGET,1000000,,,,,15.06
3state2ap2acc_parity_11196651764472471764951575104421032493189434_c,11,1,52,5,4,1,BUDGET,1000000,,,,,10.66
3state2ap2acc_parity_11196651764472471764951575104421032493189434_c,12,1,52,2,4,1,CLEAN,146,,,,,0.00
2state2ap2acc_parity_03598501441036968601_c,8,1,32,3,4,1,BUDGET,1000000,,,,,11.32
3state2ap2acc_parity_11196651764472471764951575104421032493189434_c,15,1,52,5,4,1,BUDGET,1000000,,,,,10.37
3state2ap2acc_parity_11196651764472471764951575104421032493189434_c,16,1,52,5,4,1,BUDGET,1000000,,,,,11.92
3state2ap2acc_parity_11212325830812498350632114338631576633033320,16,1,144,3,4,1,CONFLICT,97,6,1,0,1,0.00
2state2ap2acc_parity_01863874747393295720,12,1,26,2,4,1,CONFLICT,1124,5,1,0,1,0.01
2state2ap2acc_parity_00070780542479492635,9,1,28,3,4,0,BUDGET,1000000,,,,,13.19
3state2ap2acc_parity_11212325830812498350632114338631576633033320,27,1,144,3,4,1,CONFLICT,95,6,1,0,1,0.00
3state2ap2acc_parity_11212325830812498350632114338631576633033320,28,1,144,3,4,1,CONFLICT,95,6,1,0,1,0.00
2state2ap2acc_parity_03598501441036968601_c,10,1,32,3,4,1,BUDGET,1000000,,,,,15.06
3state2ap2acc_parity_11212325830812498350632114338631576633033320_c,16,1,144,3,4,1,CONFLICT,97,6,1,0,1,0.00
3state2ap2acc_parity_11212325830812498350632114338631576633033320_c,27,1,144,3,4,1,CONFLICT,95,6,1,0,1,0.00
3state2ap2acc_parity_11212325830812498350632114338631576633033320_c,28,1,144,3,4,1,CONFLICT,95,6,1,0,1,0.00
2state2ap2acc_parity_03965744933853960312,6,1,18,3,4,1,BUDGET,1000000,,,,,10.35
3state2ap2acc_parity_11216132919718599426484354168135068180600985,13,1,58,4,4,1,BUDGET,1000000,,,,,10.98
3state2ap2acc_parity_11216132919718599426484354168135068180600985,15,1,58,4,4,1,BUDGET,1000000,,,,,10.33
3state2ap2acc_parity_02962600147653635554458786091040961270417802_c,12,1,65,5,4,1,BUDGET,1000000,,,,,10.27
3state2ap2acc_parity_11216132919718599426484354168135068180600985,16,1,58,4,4,1,BUDGET,1000000,,,,,12.06
3state2ap2acc_parity_11216132919718599426484354168135068180600985,20,1,58,4,4,1,BUDGET,1000000,,,,,11.10
3state2ap2acc_parity_11216132919718599426484354168135068180600985,21,1,58,4,4,1,BUDGET,1000000,,,,,11.23
3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,13,1,58,4,4,1,BUDGET,1000000,,,,,10.56
3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,15,1,58,4,4,1,BUDGET,1000000,,,,,10.06
3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,16,1,58,4,4,1,BUDGET,1000000,,,,,10.62
2state2ap2acc_parity_03965744933853960312,7,1,18,3,4,1,BUDGET,1000000,,,,,14.24
3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,20,1,58,4,4,1,BUDGET,1000000,,,,,12.13
3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,21,1,58,4,4,1,BUDGET,1000000,,,,,9.97
2state2ap2acc_parity_03965744933853960312,8,1,18,3,4,1,BUDGET,1000000,,,,,13.59
3state2ap2acc_parity_02962600147653635554458786091040961270417802_c,15,1,65,5,4,1,BUDGET,1000000,,,,,11.91
2state2ap2acc_parity_03965744933853960312_c,6,1,18,3,4,1,BUDGET,1000000,,,,,10.02
3state2ap2acc_parity_11324279776977852462179787958934211844653225,15,1,87,5,4,1,BUDGET,1000000,,,,,12.44
3state2ap2acc_parity_11324279776977852462179787958934211844653225,16,1,87,5,4,1,BUDGET,1000000,,,,,11.11
3state2ap2acc_parity_11324279776977852462179787958934211844653225,19,1,87,5,4,1,BUDGET,1000000,,,,,11.21
3state2ap2acc_parity_11324279776977852462179787958934211844653225,20,1,87,5,4,1,BUDGET,1000000,,,,,10.79
3state2ap2acc_parity_11324279776977852462179787958934211844653225,22,1,87,5,4,1,BUDGET,1000000,,,,,12.34
3state2ap2acc_parity_11324279776977852462179787958934211844653225,23,1,87,5,4,1,BUDGET,1000000,,,,,8.16
3state2ap2acc_parity_11324279776977852462179787958934211844653225_c,15,1,87,5,4,1,BUDGET,1000000,,,,,11.11
3state2ap2acc_parity_11324279776977852462179787958934211844653225_c,16,1,87,5,4,1,BUDGET,1000000,,,,,15.69
2state2ap2acc_parity_03965744933853960312_c,7,1,18,3,4,1,BUDGET,1000000,,,,,12.08
3state2ap2acc_parity_02962600147653635554458786091040961270417802_c,16,1,65,5,4,1,BUDGET,1000000,,,,,8.46
3state2ap2acc_parity_11324279776977852462179787958934211844653225_c,19,1,87,5,4,1,BUDGET,1000000,,,,,16.44
3state2ap2acc_parity_11324279776977852462179787958934211844653225_c,20,1,87,5,4,1,BUDGET,1000000,,,,,8.67
3state2ap2acc_parity_11324279776977852462179787958934211844653225_c,22,1,87,5,4,1,BUDGET,1000000,,,,,17.09
3state2ap2acc_parity_11324279776977852462179787958934211844653225_c,23,1,87,5,4,1,BUDGET,1000000,,,,,9.77
3state2ap2acc_parity_11352125598174738554908919375056653404965564,13,1,64,5,4,0,BUDGET,1000000,,,,,15.36
3state2ap2acc_parity_11352125598174738554908919375056653404965564,14,1,64,5,4,0,BUDGET,1000000,,,,,10.74
3state2ap2acc_parity_11352125598174738554908919375056653404965564,16,1,64,5,4,0,BUDGET,1000000,,,,,11.09
3state2ap2acc_parity_11352125598174738554908919375056653404965564,20,1,64,5,4,0,BUDGET,1000000,,,,,11.89
3state2ap2acc_parity_11352125598174738554908919375056653404965564,21,1,64,5,4,0,BUDGET,1000000,,,,,10.32
2state2ap2acc_parity_03965744933853960312_c,8,1,18,3,4,1,BUDGET,1000000,,,,,9.96
3state2ap2acc_parity_02962600147653635554458786091040961270417802_c,17,1,65,5,4,1,BUDGET,1000000,,,,,10.85
3state2ap2acc_parity_11352125598174738554908919375056653404965564_c,13,1,64,5,4,0,BUDGET,1000000,,,,,10.50
3state2ap2acc_parity_11352125598174738554908919375056653404965564_c,14,1,64,5,4,0,BUDGET,1000000,,,,,10.93
3state2ap2acc_parity_11352125598174738554908919375056653404965564_c,16,1,64,5,4,0,BUDGET,1000000,,,,,14.07
3state2ap2acc_parity_11352125598174738554908919375056653404965564_c,20,1,64,5,4,0,BUDGET,1000000,,,,,12.48
3state2ap2acc_parity_11352125598174738554908919375056653404965564_c,21,1,64,5,4,0,BUDGET,1000000,,,,,10.37
3state2ap2acc_parity_11909761371148414602740853507658891985426359,9,1,59,5,4,1,BUDGET,1000000,,,,,11.33
3state2ap2acc_parity_11909761371148414602740853507658891985426359,12,1,59,5,4,1,BUDGET,1000000,,,,,10.13
2state2ap2acc_parity_04105050987715609315,6,1,23,3,4,1,CONFLICT,283,5,1,0,1,0.00
3state2ap2acc_parity_11909761371148414602740853507658891985426359,15,1,59,5,4,1,BUDGET,1000000,,,,,11.51
3state2ap2acc_parity_11909761371148414602740853507658891985426359,18,1,59,5,4,1,BUDGET,1000000,,,,,11.30
2state2ap2acc_parity_01863874747393295720,14,1,26,2,4,1,CONFLICT,744,5,1,0,1,0.00
3state2ap2acc_parity_11909761371148414602740853507658891985426359,19,1,59,5,4,1,BUDGET,1000000,,,,,10.80
3state2ap2acc_parity_11909761371148414602740853507658891985426359_c,9,1,59,5,4,1,BUDGET,1000000,,,,,10.97
3state2ap2acc_parity_11909761371148414602740853507658891985426359_c,12,1,59,5,4,1,BUDGET,1000000,,,,,10.65
2state2ap2acc_parity_04105050987715609315,7,1,23,3,4,1,CONFLICT,318,5,1,0,1,0.00
3state2ap2acc_parity_11909761371148414602740853507658891985426359_c,15,1,59,5,4,1,BUDGET,1000000,,,,,11.28
3state2ap2acc_parity_11909761371148414602740853507658891985426359_c,18,1,59,5,4,1,BUDGET,1000000,,,,,10.93
3state2ap2acc_parity_11909761371148414602740853507658891985426359_c,19,1,59,5,4,1,BUDGET,1000000,,,,,10.70
2state2ap2acc_parity_00070780542479492635,10,1,28,3,4,0,BUDGET,1000000,,,,,9.77
2state2ap2acc_parity_04105050987715609315,9,1,23,3,4,1,CONFLICT,398,5,1,0,1,0.00
2state2ap2acc_parity_04105050987715609315_c,6,1,23,3,4,1,CONFLICT,283,5,1,0,1,0.00
3state2ap2acc_parity_03482195632060633420120722351180726207960086,7,1,40,4,4,1,CONFLICT,108,3,1,0,1,0.00
3state2ap2acc_parity_12608977166938778889215538936066534165356855,9,1,22,1,4,1,CONFLICT,269,4,1,0,1,0.00
3state2ap2acc_parity_12608977166938778889215538936066534165356855_c,9,1,22,1,4,1,CONFLICT,269,4,1,0,1,0.00
2state2ap2acc_parity_04105050987715609315_c,7,1,23,3,4,1,CONFLICT,318,5,1,0,1,0.00
2state2ap2acc_parity_04105050987715609315_c,9,1,23,3,4,1,CONFLICT,398,5,1,0,1,0.00
2state2ap2acc_parity_04630318344642327802,7,1,21,2,4,1,CONFLICT,90,3,1,0,1,0.00
2state2ap2acc_parity_04630318344642327802_c,7,1,21,2,4,1,CONFLICT,90,3,1,0,1,0.00
2state2ap2acc_parity_04727523500524286007,7,1,12,1,4,1,CLEAN,561057,,,,,5.34
3state2ap2acc_parity_13754346666281050483851073374586511655018863,4,1,29,4,4,1,CONFLICT,280,3,1,0,1,0.00
2state2ap2acc_parity_04727523500524286007_c,7,1,12,1,4,1,CLEAN,561057,,,,,8.04
3state2ap2acc_parity_13754346666281050483851073374586511655018863,6,1,29,4,4,1,CONFLICT,280,3,1,0,1,0.00
3state2ap2acc_parity_03482195632060633420120722351180726207960086,13,1,40,4,4,1,CONFLICT,216,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863,7,1,29,4,4,1,CONFLICT,280,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863,8,1,29,1,4,1,CONFLICT,27,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863,9,1,29,4,4,1,CONFLICT,337,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863_c,4,1,29,4,4,1,CONFLICT,280,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863_c,6,1,29,4,4,1,CONFLICT,280,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863_c,7,1,29,4,4,1,CONFLICT,280,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863_c,8,1,29,1,4,1,CONFLICT,27,3,1,0,1,0.00
3state2ap2acc_parity_13754346666281050483851073374586511655018863_c,9,1,29,4,4,1,CONFLICT,337,3,1,0,1,0.00
3state2ap2acc_parity_13939502589461611420085347157425136244122969,7,1,14,1,3,1,CONFLICT,113,3,1,0,1,0.00
2state2ap2acc_parity_04923003682195726666,6,1,9,1,4,1,CLEAN,531007,,,,,7.73
3state2ap2acc_parity_03482195632060633420120722351180726207960086,14,1,40,4,4,1,CONFLICT,81,3,1,0,1,0.00
3state2ap2acc_parity_01780485004139890192805854219217070000489011,14,1,75,5,4,1,BUDGET,1000000,,,,,11.07
2state2ap2acc_parity_00070780542479492635,11,1,28,3,4,0,BUDGET,1000000,,,,,8.74
3state2ap2acc_parity_13939502589461611420085347157425136244122969_c,7,1,14,1,3,1,CONFLICT,113,3,1,0,1,0.00
2state2ap2acc_parity_04923003682195726666_c,6,1,9,1,4,1,CLEAN,531007,,,,,4.20
3state2ap2acc_parity_14044836076298335719866324967612886856616264,12,1,59,1,4,0,CLEAN,49,,,,,0.00
3state2ap2acc_parity_14044836076298335719866324967612886856616264,14,1,59,5,4,0,BUDGET,1000000,,,,,9.25
3state2ap2acc_parity_14044836076298335719866324967612886856616264,15,1,59,1,4,0,CLEAN,49,,,,,0.00
2state2ap2acc_parity_05235049127064699020,14,1,47,3,4,0,BUDGET,1000000,,,,,14.37
3state2ap2acc_parity_14044836076298335719866324967612886856616264,17,1,59,5,4,0,BUDGET,1000000,,,,,7.93
3state2ap2acc_parity_14044836076298335719866324967612886856616264_c,12,1,59,1,4,0,CLEAN,49,,,,,0.00
3state2ap2acc_parity_14044836076298335719866324967612886856616264_c,14,1,59,5,4,0,BUDGET,1000000,,,,,9.02
3state2ap2acc_parity_03482195632060633420120722351180726207960086,15,1,40,4,4,1,CONFLICT,216,3,1,0,1,0.00
3state2ap2acc_parity_14044836076298335719866324967612886856616264_c,15,1,59,1,4,0,CLEAN,49,,,,,0.00
3state2ap2acc_parity_14044836076298335719866324967612886856616264_c,17,1,59,5,4,0,BUDGET,1000000,,,,,8.40
3state2ap2acc_parity_14122322237705402063424891878630450175732896,9,1,39,3,4,1,CONFLICT,9062,6,1,0,1,0.04
3state2ap2acc_parity_14122322237705402063424891878630450175732896,10,1,39,3,4,1,CONFLICT,9848,6,1,0,1,0.07
3state2ap2acc_parity_14122322237705402063424891878630450175732896,11,1,39,3,4,1,CONFLICT,13772,6,1,0,1,0.10
3state2ap2acc_parity_14122322237705402063424891878630450175732896_c,9,1,39,3,4,1,CONFLICT,9062,6,1,0,1,0.06
3state2ap2acc_parity_14122322237705402063424891878630450175732896_c,10,1,39,3,4,1,CONFLICT,9848,6,1,0,1,0.04
3state2ap2acc_parity_14122322237705402063424891878630450175732896_c,11,1,39,3,4,1,CONFLICT,13772,6,1,0,1,0.06
3state2ap2acc_parity_14187696287525319699726623503636843130614373,7,1,26,3,4,1,BUDGET,1000000,,,,,8.90
3state2ap2acc_parity_14187696287525319699726623503636843130614373,8,1,26,3,4,1,BUDGET,1000000,,,,,15.06
3state2ap2acc_parity_03482195632060633420120722351180726207960086_c,7,1,40,4,4,1,CONFLICT,108,3,1,0,1,0.00
3state2ap2acc_parity_14187696287525319699726623503636843130614373,10,1,26,3,4,1,BUDGET,1000000,,,,,14.11
3state2ap2acc_parity_14187696287525319699726623503636843130614373_c,7,1,26,3,4,1,BUDGET,1000000,,,,,12.74
2state2ap2acc_parity_05235049127064699020,17,1,47,3,4,0,BUDGET,1000000,,,,,10.07
3state2ap2acc_parity_14187696287525319699726623503636843130614373_c,8,1,26,3,4,1,BUDGET,1000000,,,,,14.44
3state2ap2acc_parity_14187696287525319699726623503636843130614373_c,10,1,26,3,4,1,BUDGET,1000000,,,,,10.05
3state2ap2acc_parity_14640345009540178756934700191540411232346135,6,1,22,3,4,1,BUDGET,1000000,,,,,12.19
3state2ap2acc_parity_14640345009540178756934700191540411232346135,8,1,22,3,4,1,BUDGET,1000000,,,,,13.92
3state2ap2acc_parity_14640345009540178756934700191540411232346135,9,1,22,3,4,1,BUDGET,1000000,,,,,12.08
3state2ap2acc_parity_14640345009540178756934700191540411232346135_c,6,1,22,3,4,1,BUDGET,1000000,,,,,12.32
3state2ap2acc_parity_14640345009540178756934700191540411232346135_c,8,1,22,3,4,1,BUDGET,1000000,,,,,14.07
2state2ap2acc_parity_01863874747393295720,15,1,26,1,4,1,CONFLICT,1554,5,1,0,1,0.01
3state2ap2acc_parity_14640345009540178756934700191540411232346135_c,9,1,22,3,4,1,BUDGET,1000000,,,,,9.42
2state2ap2acc_parity_05235049127064699020,18,1,47,3,4,0,BUDGET,1000000,,,,,9.46
2state2ap2acc_parity_05235049127064699020_c,14,1,47,3,4,0,BUDGET,1000000,,,,,11.34
3state2ap2acc_parity_15377585186585244386570480866490820334912621,10,1,64,4,4,1,BUDGET,1000000,,,,,11.39
3state2ap2acc_parity_15377585186585244386570480866490820334912621,11,1,64,4,4,1,BUDGET,1000000,,,,,15.13
3state2ap2acc_parity_15377585186585244386570480866490820334912621,13,1,64,4,4,1,BUDGET,1000000,,,,,11.37
3state2ap2acc_parity_15377585186585244386570480866490820334912621,15,1,64,4,4,1,BUDGET,1000000,,,,,15.44
3state2ap2acc_parity_15377585186585244386570480866490820334912621,17,1,64,4,4,1,BUDGET,1000000,,,,,11.42
3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,10,1,64,4,4,1,BUDGET,1000000,,,,,9.14
3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,11,1,64,4,4,1,BUDGET,1000000,,,,,15.69
3state2ap2acc_parity_03482195632060633420120722351180726207960086_c,13,1,40,4,4,1,CONFLICT,216,3,1,0,1,0.00
2state2ap2acc_parity_05235049127064699020_c,17,1,47,3,4,0,BUDGET,1000000,,,,,11.30
3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,13,1,64,4,4,1,BUDGET,1000000,,,,,12.61
3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,15,1,64,4,4,1,BUDGET,1000000,,,,,15.02
3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,17,1,64,4,4,1,BUDGET,1000000,,,,,14.79
2state2ap2acc_parity_05235049127064699020_c,18,1,47,3,4,0,BUDGET,1000000,,,,,10.42
2state2ap2acc_parity_05502713764944941083,4,1,21,3,4,1,BUDGET,1000000,,,,,13.38
2state2ap2acc_parity_00070780542479492635_c,9,1,28,3,4,0,BUDGET,1000000,,,,,9.78
3state2ap2acc_parity_16062070664843909880647987779447071953006640,3,1,17,2,4,1,CONFLICT,44,3,1,0,1,0.00
3state2ap2acc_parity_16062070664843909880647987779447071953006640,6,1,17,2,4,1,CONFLICT,49,3,1,0,1,0.00
3state2ap2acc_parity_16062070664843909880647987779447071953006640,7,1,17,1,4,1,CONFLICT,76,3,1,0,1,0.00
3state2ap2acc_parity_03482195632060633420120722351180726207960086_c,14,1,40,4,4,1,CONFLICT,81,3,1,0,1,0.00
3state2ap2acc_parity_16062070664843909880647987779447071953006640,8,1,17,1,4,1,CONFLICT,223,3,1,0,1,0.00
3state2ap2acc_parity_16062070664843909880647987779447071953006640_c,3,1,17,2,4,1,CONFLICT,44,3,1,0,1,0.00
3state2ap2acc_parity_16062070664843909880647987779447071953006640_c,6,1,17,2,4,1,CONFLICT,49,3,1,0,1,0.00
3state2ap2acc_parity_16062070664843909880647987779447071953006640_c,7,1,17,1,4,1,CONFLICT,76,3,1,0,1,0.00
3state2ap2acc_parity_16062070664843909880647987779447071953006640_c,8,1,17,1,4,1,CONFLICT,223,3,1,0,1,0.00
2state2ap2acc_parity_05502713764944941083,5,1,21,3,4,1,BUDGET,1000000,,,,,12.61
2state2ap2acc_parity_05502713764944941083,7,1,21,3,4,1,BUDGET,1000000,,,,,15.30
2state2ap2acc_parity_05502713764944941083_c,4,1,21,3,4,1,BUDGET,1000000,,,,,13.18
2state2ap2acc_parity_05502713764944941083_c,5,1,21,3,4,1,BUDGET,1000000,,,,,12.97
3state2ap2acc_parity_16748764567145580638330131912583150576271987,6,1,26,4,4,1,BUDGET,1000000,,,,,11.37
3state2ap2acc_parity_03482195632060633420120722351180726207960086_c,15,1,40,4,4,1,CONFLICT,216,3,1,0,1,0.00
3state2ap2acc_parity_16748764567145580638330131912583150576271987,7,1,26,4,4,1,BUDGET,1000000,,,,,9.60
3state2ap2acc_parity_16748764567145580638330131912583150576271987,8,1,26,4,4,1,BUDGET,1000000,,,,,9.83
3state2ap2acc_parity_16748764567145580638330131912583150576271987,9,1,26,1,4,1,CLEAN,41,,,,,0.00
3state2ap2acc_parity_16748764567145580638330131912583150576271987,10,1,26,4,4,1,BUDGET,1000000,,,,,11.54
3state2ap2acc_parity_16748764567145580638330131912583150576271987_c,6,1,26,4,4,1,BUDGET,1000000,,,,,11.44
3state2ap2acc_parity_16748764567145580638330131912583150576271987_c,7,1,26,4,4,1,BUDGET,1000000,,,,,13.66
3state2ap2acc_parity_16748764567145580638330131912583150576271987_c,8,1,26,4,4,1,BUDGET,1000000,,,,,13.08
3state2ap2acc_parity_16748764567145580638330131912583150576271987_c,9,1,26,1,4,1,CLEAN,41,,,,,0.00
3state2ap2acc_parity_16748764567145580638330131912583150576271987_c,10,1,26,4,4,1,BUDGET,1000000,,,,,12.35
3state2ap2acc_parity_16808163678595692615762495463004687209792029,6,1,170,6,4,0,CLEAN,26430,,,,,0.11
2state2ap2acc_parity_01863874747393295720_c,12,1,26,2,4,1,CONFLICT,1124,5,1,0,1,0.00
3state2ap2acc_parity_16808163678595692615762495463004687209792029,10,1,170,6,4,0,CLEAN,26430,,,,,0.11
2state2ap2acc_parity_05502713764944941083_c,7,1,21,3,4,1,BUDGET,1000000,,,,,14.14
3state2ap2acc_parity_16808163678595692615762495463004687209792029,16,1,170,6,4,0,CLEAN,26430,,,,,0.11
3state2ap2acc_parity_16808163678595692615762495463004687209792029,21,1,170,6,4,0,CLEAN,26430,,,,,0.20
3state2ap2acc_parity_16808163678595692615762495463004687209792029,25,1,170,6,4,0,CLEAN,26430,,,,,0.11
3state2ap2acc_parity_16808163678595692615762495463004687209792029,29,1,170,6,4,0,CLEAN,26430,,,,,0.20
2state2ap2acc_parity_05522610772710766970,6,1,25,3,4,1,BUDGET,1000000,,,,,9.92
3state2ap2acc_parity_16808163678595692615762495463004687209792029,33,1,170,6,4,0,CLEAN,26430,,,,,0.22
3state2ap2acc_parity_16808163678595692615762495463004687209792029_c,6,1,170,6,4,0,CLEAN,26430,,,,,0.11
3state2ap2acc_parity_16808163678595692615762495463004687209792029_c,10,1,170,6,4,0,CLEAN,26430,,,,,0.11
2state2ap1acc_parity_0898814024_c,8,1,16,1,4,1,CLEAN,906162,,,,,13.52
3state2ap2acc_parity_16808163678595692615762495463004687209792029_c,16,1,170,6,4,0,CLEAN,26430,,,,,0.11
3state2ap2acc_parity_16808163678595692615762495463004687209792029_c,21,1,170,6,4,0,CLEAN,26430,,,,,0.11
3state2ap2acc_parity_16808163678595692615762495463004687209792029_c,25,1,170,6,4,0,CLEAN,26430,,,,,0.11
3state2ap2acc_parity_16808163678595692615762495463004687209792029_c,29,1,170,6,4,0,CLEAN,26430,,,,,0.11
2state2ap2acc_parity_05522610772710766970,8,1,25,3,4,1,BUDGET,1000000,,,,,8.29
2state2ap2acc_parity_00070780542479492635_c,10,1,28,3,4,0,BUDGET,1000000,,,,,9.03
2state2ap1acc_parity_0048820304,14,1,34,1,4,0,CONFLICT,1788,6,1,0,1,0.01
3state2ap2acc_parity_16808163678595692615762495463004687209792029_c,33,1,170,6,4,0,CLEAN,26430,,,,,0.11
2state2ap2acc_parity_05522610772710766970,9,1,25,3,4,1,BUDGET,1000000,,,,,7.83
3state2ap2acc_parity_16914650401117159229241292696058490060448707,11,1,120,7,4,1,BUDGET,1000000,,,,,9.43
3state2ap2acc_parity_04262520061542217484639694031122322476253616,16,1,78,6,4,1,BUDGET,1000000,,,,,14.63
3state2ap2acc_parity_16914650401117159229241292696058490060448707,15,1,120,7,4,1,BUDGET,1000000,,,,,10.61
3state2ap2acc_parity_16914650401117159229241292696058490060448707,19,1,120,7,4,1,BUDGET,1000000,,,,,7.75
3state2ap2acc_parity_16914650401117159229241292696058490060448707,23,1,120,7,4,1,BUDGET,1000000,,,,,6.64
3state2ap2acc_parity_16914650401117159229241292696058490060448707,27,1,120,7,4,1,BUDGET,1000000,,,,,6.60
3state2ap2acc_parity_16914650401117159229241292696058490060448707,31,1,120,7,4,1,BUDGET,1000000,,,,,10.51
3state2ap2acc_parity_16914650401117159229241292696058490060448707_c,11,1,120,7,4,1,BUDGET,1000000,,,,,7.85
2state2ap2acc_parity_05522610772710766970_c,6,1,25,3,4,1,BUDGET,1000000,,,,,14.01
3state2ap2acc_parity_16914650401117159229241292696058490060448707_c,15,1,120,7,4,1,BUDGET,1000000,,,,,6.77
3state2ap2acc_parity_16914650401117159229241292696058490060448707_c,19,1,120,7,4,1,BUDGET,1000000,,,,,8.62
3state2ap2acc_parity_16914650401117159229241292696058490060448707_c,23,1,120,7,4,1,BUDGET,1000000,,,,,6.71
2state2ap2acc_parity_01863874747393295720_c,14,1,26,2,4,1,CONFLICT,744,5,1,0,1,0.00
3state2ap2acc_parity_01780485004139890192805854219217070000489011,15,1,75,5,4,1,CONFLICT,38393,8,1,0,1,0.11
3state2ap2acc_parity_16914650401117159229241292696058490060448707_c,27,1,120,7,4,1,BUDGET,1000000,,,,,10.82
3state2ap2acc_parity_16914650401117159229241292696058490060448707_c,31,1,120,7,4,1,BUDGET,1000000,,,,,5.99
3state2ap2acc_parity_16937129906124508145947381424569758274093150,15,1,130,6,4,1,CONFLICT,5386,4,1,0,1,0.03
3state2ap2acc_parity_16937129906124508145947381424569758274093150,19,1,130,6,4,1,CONFLICT,5274,4,1,0,1,0.03
3state2ap2acc_parity_16937129906124508145947381424569758274093150,21,1,130,6,4,1,CONFLICT,4120,4,1,0,1,0.02
3state2ap2acc_parity_16937129906124508145947381424569758274093150,22,1,130,2,4,1,CONFLICT,25,4,1,0,1,0.00
3state2ap2acc_parity_16937129906124508145947381424569758274093150,23,1,130,6,4,1,CONFLICT,4140,4,1,0,1,0.02
3state2ap2acc_parity_16937129906124508145947381424569758274093150,24,1,130,2,4,1,CONFLICT,25,4,1,0,1,0.00
3state2ap2acc_parity_16937129906124508145947381424569758274093150,25,1,130,6,4,1,CONFLICT,5315,4,1,0,1,0.03
3state2ap2acc_parity_16937129906124508145947381424569758274093150_c,15,1,130,6,4,1,CONFLICT,5386,4,1,0,1,0.03
3state2ap2acc_parity_04262520061542217484639694031122322476253616_c,16,1,78,6,4,1,BUDGET,1000000,,,,,13.08
3state2ap2acc_parity_16937129906124508145947381424569758274093150_c,19,1,130,6,4,1,CONFLICT,5274,4,1,0,1,0.03
3state2ap2acc_parity_16937129906124508145947381424569758274093150_c,21,1,130,6,4,1,CONFLICT,4120,4,1,0,1,0.02
3state2ap2acc_parity_16937129906124508145947381424569758274093150_c,22,1,130,2,4,1,CONFLICT,25,4,1,0,1,0.00
3state2ap2acc_parity_16937129906124508145947381424569758274093150_c,23,1,130,6,4,1,CONFLICT,4140,4,1,0,1,0.02
3state2ap2acc_parity_16937129906124508145947381424569758274093150_c,24,1,130,2,4,1,CONFLICT,25,4,1,0,1,0.00
2state2ap2acc_parity_05522610772710766970_c,8,1,25,3,4,1,BUDGET,1000000,,,,,9.99
3state2ap2acc_parity_16937129906124508145947381424569758274093150_c,25,1,130,6,4,1,CONFLICT,5315,4,1,0,1,0.03
3state2ap2acc_parity_17090490482621203773380305740101506020958637,10,1,70,4,4,1,CONFLICT,3306,6,1,0,1,0.02
3state2ap2acc_parity_17090490482621203773380305740101506020958637,16,1,70,4,4,1,CONFLICT,3135,6,1,0,1,0.01
3state2ap2acc_parity_17090490482621203773380305740101506020958637,20,1,70,4,4,1,CONFLICT,2933,6,1,0,1,0.02
3state2ap2acc_parity_04290111865843214334382313628225177616302156,9,1,57,5,4,1,BUDGET,1000000,,,,,14.31
3state2ap2acc_parity_17090490482621203773380305740101506020958637,22,1,70,4,4,1,CONFLICT,4952,6,1,0,1,0.04
2state2ap2acc_parity_05522610772710766970_c,9,1,25,3,4,1,BUDGET,1000000,,,,,8.57
3state2ap2acc_parity_17090490482621203773380305740101506020958637_c,10,1,70,4,4,1,CONFLICT,3306,6,1,0,1,0.02
3state2ap2acc_parity_17090490482621203773380305740101506020958637_c,16,1,70,4,4,1,CONFLICT,3135,6,1,0,1,0.02
3state2ap2acc_parity_17090490482621203773380305740101506020958637_c,20,1,70,4,4,1,CONFLICT,2933,6,1,0,1,0.02
