id,layer,nC,R,sigma,aperiodic,c3_status,result,pass_k,k0,k1,k2,k3,collectedF,max_states,absorption,group,other,other_split,bug,time_s
2state3ap1acc_parity_12123910208993388101_c,3,26,2,8,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_12123910208993388101_c,5,26,2,8,1,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_12123910208993388101_c,6,26,3,8,1,UNDECIDED,C@0,0,P,-,-,-,457,663,0,0,0,0,0,0.08
2state3ap1acc_parity_12147245284883175713,4,56,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.03
2state3ap1acc_parity_12147245284883175713,5,56,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.03
2state3ap1acc_parity_12147245284883175713_c,4,56,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.02
2state3ap1acc_parity_12147245284883175713_c,5,56,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.02
2state1ap2acc_parity_0004891914_c,6,13,2,2,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state1ap2acc_parity_0004891914_c,7,13,1,2,0,UNDECIDED,C@1,1,C,P,-,-,6,14,0,14,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128,2,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128,4,28,3,7,1,UNDECIDED,C@0,0,P,-,-,-,118,253,0,0,0,0,0,0.02
2state3ap1acc_parity_12209445680436023128,5,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128,6,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128,9,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128,10,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128_c,2,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128_c,4,28,3,7,1,UNDECIDED,C@0,0,P,-,-,-,118,253,0,0,0,0,0,0.02
2state3ap1acc_parity_12209445680436023128_c,5,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128_c,6,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128_c,9,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12209445680436023128_c,10,28,2,7,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_12253434782604436768,3,62,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.02
2state3ap1acc_parity_12253434782604436768,8,62,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.02
2state3ap1acc_parity_12253434782604436768_c,3,62,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.02
2state3ap1acc_parity_12253434782604436768_c,8,62,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.02
2state3ap1acc_parity_12266215598447852574,4,27,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,4,0,0,0,0,0,0.00
2state3ap1acc_parity_12266215598447852574,7,27,4,7,1,UNDECIDED,C@0,0,P,-,-,-,2026,4014,0,0,0,0,0,2.22
2state3ap1acc_parity_12266215598447852574,9,27,4,7,1,UNDECIDED,C@0,0,P,-,-,-,2026,4014,0,0,0,0,0,2.40
2state3ap1acc_parity_12266215598447852574,10,27,4,7,1,UNDECIDED,C@0,0,P,-,-,-,2026,4014,0,0,0,0,0,2.32
2state3ap1acc_parity_12266215598447852574_c,4,27,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,4,0,0,0,0,0,0.00
2state3ap1acc_parity_12266215598447852574_c,7,27,4,7,1,UNDECIDED,C@0,0,P,-,-,-,2026,4014,0,0,0,0,0,2.36
2state3ap1acc_parity_12266215598447852574_c,9,27,4,7,1,UNDECIDED,C@0,0,P,-,-,-,2026,4014,0,0,0,0,0,2.47
2state3ap1acc_parity_12266215598447852574_c,10,27,4,7,1,UNDECIDED,C@0,0,P,-,-,-,2026,4014,0,0,0,0,0,2.39
2state3ap1acc_parity_12420149321583670028,2,12,2,7,1,UNDECIDED,C@0,0,P,-,-,-,106,169,0,0,0,0,0,0.01
2state3ap1acc_parity_12420149321583670028,3,12,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12420149321583670028_c,2,12,2,7,1,UNDECIDED,C@0,0,P,-,-,-,106,169,0,0,0,0,0,0.01
2state3ap1acc_parity_12420149321583670028_c,3,12,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12434465036998030150,2,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.01
2state3ap1acc_parity_12434465036998030150,4,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.01
2state3ap1acc_parity_12434465036998030150,6,32,1,8,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.01
2state3ap1acc_parity_12434465036998030150,7,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,22,21,0,0,0,0,0,0.01
2state3ap1acc_parity_12434465036998030150,8,32,3,8,1,UNDECIDED,C@0,0,P,-,-,-,205,329,0,0,0,0,0,0.07
2state3ap1acc_parity_12434465036998030150,10,32,3,8,1,UNDECIDED,C@0,0,P,-,-,-,205,329,0,0,0,0,0,0.07
2state3ap1acc_parity_12434465036998030150,12,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,22,21,0,0,0,0,0,0.01
2state3ap1acc_parity_12434465036998030150_c,2,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_12434465036998030150_c,4,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_12434465036998030150_c,6,32,1,8,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12434465036998030150_c,7,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,22,21,0,0,0,0,0,0.00
2state3ap1acc_parity_12434465036998030150_c,8,32,3,8,1,UNDECIDED,C@0,0,P,-,-,-,205,329,0,0,0,0,0,0.04
2state3ap1acc_parity_12434465036998030150_c,10,32,3,8,1,UNDECIDED,C@0,0,P,-,-,-,205,329,0,0,0,0,0,0.04
2state3ap1acc_parity_12434465036998030150_c,12,32,2,8,1,UNDECIDED,C@0,0,P,-,-,-,22,21,0,0,0,0,0,0.00
2state1ap2acc_parity_0005036034,5,13,2,2,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state1ap2acc_parity_0005036034,6,13,2,2,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12704953970030264160,5,8,1,5,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_12704953970030264160,6,8,1,5,1,UNDECIDED,C@0,0,P,-,-,-,31,39,0,0,0,0,0,0.00
2state3ap1acc_parity_12704953970030264160_c,5,8,1,5,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_12704953970030264160_c,6,8,1,5,1,UNDECIDED,C@0,0,P,-,-,-,31,39,0,0,0,0,0,0.00
2state3ap1acc_parity_12762182339280483857,2,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.01
2state3ap1acc_parity_12762182339280483857,4,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.01
2state3ap1acc_parity_12762182339280483857,9,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.01
2state3ap1acc_parity_12762182339280483857,13,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.01
2state3ap1acc_parity_12762182339280483857,14,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,28,27,0,0,0,0,0,0.01
2state3ap1acc_parity_12762182339280483857,16,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.01
2state3ap1acc_parity_12762182339280483857_c,2,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12762182339280483857_c,4,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_12762182339280483857_c,9,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_12762182339280483857_c,13,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_12762182339280483857_c,14,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,28,27,0,0,0,0,0,0.00
2state3ap1acc_parity_12762182339280483857_c,16,32,2,6,0,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908,4,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,9,9,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908,7,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,9,9,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908,9,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,21,21,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908,10,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908,11,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,21,21,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908,13,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,21,21,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908_c,4,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,9,9,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908_c,7,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,9,9,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908_c,9,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,21,21,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908_c,10,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908_c,11,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,21,21,0,0,0,0,0,0.00
2state3ap1acc_parity_12867581998520328908_c,13,27,2,6,0,UNDECIDED,C@0,0,P,-,-,-,21,21,0,0,0,0,0,0.00
2state3ap1acc_parity_13047055394325473761,3,25,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_13047055394325473761,5,25,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_13047055394325473761,6,25,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_13047055394325473761_c,3,25,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_13047055394325473761_c,5,25,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_13047055394325473761_c,6,25,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562,2,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562,6,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562,10,29,1,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562,11,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,54,51,0,0,0,0,0,0.01
2state3ap1acc_parity_13305375034774292562,13,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.01
2state3ap1acc_parity_13305375034774292562_c,2,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562_c,6,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562_c,10,29,1,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562_c,11,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,54,51,0,0,0,0,0,0.00
2state3ap1acc_parity_13305375034774292562_c,13,29,2,8,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state1ap2acc_parity_0005036034_c,5,13,2,2,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state1ap2acc_parity_0005036034_c,6,13,2,2,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14000711690817664012,6,51,2,8,0,UNDECIDED,C@0,0,P,-,-,-,7,9,0,0,0,0,0,0.02
2state3ap1acc_parity_14000711690817664012_c,6,51,2,8,0,UNDECIDED,C@0,0,P,-,-,-,7,9,0,0,0,0,0,0.01
2state3ap1acc_parity_14453946845346687584,4,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14453946845346687584,7,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_14453946845346687584,9,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14453946845346687584,10,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,30,29,0,0,0,0,0,0.00
2state3ap1acc_parity_14453946845346687584,13,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,30,29,0,0,0,0,0,0.00
2state3ap1acc_parity_14453946845346687584_c,4,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.01
2state3ap1acc_parity_14453946845346687584_c,7,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.01
2state3ap1acc_parity_14453946845346687584_c,9,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.01
2state3ap1acc_parity_14453946845346687584_c,10,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,30,29,0,0,0,0,0,0.01
2state3ap1acc_parity_14453946845346687584_c,13,33,2,8,0,UNDECIDED,C@0,0,P,-,-,-,30,29,0,0,0,0,0,0.01
2state3ap1acc_parity_14479126070534325544,6,13,1,7,0,UNDECIDED,C@0,0,P,-,-,-,127,306,0,21,0,0,0,0.01
2state3ap1acc_parity_14479126070534325544,7,13,2,7,0,UNDECIDED,C@0,0,P,-,-,-,12,11,0,0,0,0,0,0.00
2state3ap1acc_parity_14479126070534325544,8,13,1,7,0,UNDECIDED,C@0,0,P,-,-,-,127,306,0,21,0,0,0,0.01
2state3ap1acc_parity_14479126070534325544_c,6,13,1,7,0,UNDECIDED,C@0,0,P,-,-,-,127,306,0,21,0,0,0,0.00
2state3ap1acc_parity_14479126070534325544_c,7,13,2,7,0,UNDECIDED,C@0,0,P,-,-,-,12,11,0,0,0,0,0,0.00
2state3ap1acc_parity_14479126070534325544_c,8,13,1,7,0,UNDECIDED,C@0,0,P,-,-,-,127,306,0,21,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777,2,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777,3,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777,4,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777,6,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777_c,2,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777_c,3,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777_c,4,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_14634827115906016777_c,6,17,2,6,1,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_14800515215176962483,2,20,2,6,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14800515215176962483,3,20,2,6,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_14800515215176962483,5,20,2,6,1,UNDECIDED,C@0,0,P,-,-,-,9,9,0,0,0,0,0,0.00
2state3ap1acc_parity_14800515215176962483_c,2,20,2,6,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14800515215176962483_c,3,20,2,6,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_14800515215176962483_c,5,20,2,6,1,UNDECIDED,C@0,0,P,-,-,-,9,9,0,0,0,0,0,0.00
2state1ap2acc_parity_0005103746,7,16,2,2,0,UNDECIDED,C@0,0,P,-,-,-,3,5,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534,1,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534,3,31,3,7,0,UNDECIDED,C@0,0,P,-,-,-,54,84,0,0,0,0,0,0.01
2state3ap1acc_parity_14818256413007078534,5,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534,6,31,3,7,0,UNDECIDED,C@0,0,P,-,-,-,54,84,0,0,0,0,0,0.01
2state3ap1acc_parity_14818256413007078534,7,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,19,19,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534,8,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,19,19,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534_c,1,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534_c,3,31,3,7,0,UNDECIDED,C@0,0,P,-,-,-,54,84,0,0,0,0,0,0.01
2state3ap1acc_parity_14818256413007078534_c,5,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534_c,6,31,3,7,0,UNDECIDED,C@0,0,P,-,-,-,54,84,0,0,0,0,0,0.01
2state3ap1acc_parity_14818256413007078534_c,7,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,19,19,0,0,0,0,0,0.00
2state3ap1acc_parity_14818256413007078534_c,8,31,2,7,0,UNDECIDED,C@0,0,P,-,-,-,19,19,0,0,0,0,0,0.00
2state3ap1acc_parity_15107626226499575081,4,18,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15107626226499575081,6,18,1,7,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_15107626226499575081,8,18,2,7,1,UNDECIDED,C@0,0,P,-,-,-,54,76,0,0,0,0,0,0.01
2state3ap1acc_parity_15107626226499575081,9,18,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15107626226499575081_c,4,18,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15107626226499575081_c,6,18,1,7,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_15107626226499575081_c,8,18,2,7,1,UNDECIDED,C@0,0,P,-,-,-,54,76,0,0,0,0,0,0.01
2state3ap1acc_parity_15107626226499575081_c,9,18,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15357921336697816972,3,12,1,7,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15357921336697816972,5,12,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15357921336697816972_c,3,12,1,7,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15357921336697816972_c,5,12,1,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15465686780525163456,3,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15465686780525163456,8,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15465686780525163456,9,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_15465686780525163456,10,16,2,8,0,UNDECIDED,C@0,0,P,-,-,-,150,143,0,0,0,0,0,0.01
2state3ap1acc_parity_15465686780525163456,11,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,255,543,0,84,0,0,0,0.01
2state3ap1acc_parity_15465686780525163456,12,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,255,543,0,84,0,0,0,0.01
2state3ap1acc_parity_15465686780525163456_c,3,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15465686780525163456_c,8,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15465686780525163456_c,9,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_15465686780525163456_c,10,16,2,8,0,UNDECIDED,C@0,0,P,-,-,-,150,143,0,0,0,0,0,0.01
2state3ap1acc_parity_15465686780525163456_c,11,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,255,543,0,84,0,0,0,0.01
2state3ap1acc_parity_15465686780525163456_c,12,16,1,8,0,UNDECIDED,C@0,0,P,-,-,-,255,543,0,84,0,0,0,0.01
2state3ap1acc_parity_15749276577660507355,3,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355,4,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355,5,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355,7,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355,8,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355,10,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355_c,3,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355_c,4,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355_c,5,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355_c,7,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355_c,8,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,6,5,0,0,0,0,0,0.00
2state3ap1acc_parity_15749276577660507355_c,10,22,2,6,0,UNDECIDED,C@0,0,P,-,-,-,14,13,0,0,0,0,0,0.00
2state1ap2acc_parity_0005103746_c,7,16,2,2,0,UNDECIDED,C@0,0,P,-,-,-,3,5,0,0,0,0,0,0.00
2state3ap1acc_parity_15767741671280540742,6,21,1,8,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15767741671280540742_c,6,21,1,8,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15787061163438922537,4,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15787061163438922537,5,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_15787061163438922537,6,12,2,8,1,UNDECIDED,C@0,0,P,-,-,-,42,39,0,0,0,0,0,0.00
2state3ap1acc_parity_15787061163438922537,7,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,255,535,32,0,16,0,0,0.00
2state3ap1acc_parity_15787061163438922537,8,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,255,535,32,0,16,0,0,0.00
2state3ap1acc_parity_15787061163438922537_c,4,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,7,7,0,0,0,0,0,0.00
2state3ap1acc_parity_15787061163438922537_c,5,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,15,15,0,0,0,0,0,0.00
2state3ap1acc_parity_15787061163438922537_c,6,12,2,8,1,UNDECIDED,C@0,0,P,-,-,-,42,39,0,0,0,0,0,0.00
2state3ap1acc_parity_15787061163438922537_c,7,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,255,535,32,0,16,0,0,0.00
2state3ap1acc_parity_15787061163438922537_c,8,12,1,8,1,UNDECIDED,C@0,0,P,-,-,-,255,535,32,0,16,0,0,0.01
2state3ap1acc_parity_15837219682816402052,1,25,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15837219682816402052,4,25,2,7,1,UNDECIDED,C@0,0,P,-,-,-,3,3,0,0,0,0,0,0.00
2state3ap1acc_parity_15837219682816402052,5,25,2,7,1,UNDECIDED,C@0,0,P,-,-,-,28,27,0,0,0,0,0,0.00
