id,k,R,frozen,has_anchors,terminal,pfxind,side,n_multi,n_acc
2state3ap1acc_parity_01781678433110145582_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_01830543289898687049,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_01830543289898687049_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_01895559373757509201,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_01895559373757509201_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_01988522205880338763,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_01988522205880338763_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02094854612666782363,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02094854612666782363_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02126486889041777631,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02126486889041777631_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02169604019979078670,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02169604019979078670_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02396250507214873544,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02396250507214873544_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02398314845859828916,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02398314845859828916_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02567138164982922670,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02567138164982922670_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02614646715407461635,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02614646715407461635_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02738846096277145868,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02738846096277145868_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02960615576177101189,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02960615576177101189_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02998398176174888340,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_02998398176174888340_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03163634684927928491,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03163634684927928491_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03172819198183589172,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03172819198183589172_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03180546295787250824,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03180546295787250824_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03229356971305243857,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03229356971305243857_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03296843726447724620,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03296843726447724620_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03335295971978398391,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03335295971978398391_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03407342694591167522,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03407342694591167522_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03447036173883588338,0,1,1,1,1,1,none(<2cls),0,0
2state3ap1acc_parity_03447036173883588338_c,0,1,1,1,1,1,none(<2cls),0,0
2state3ap1acc_parity_03650853673930076033,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_03650853673930076033_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04051634510383129369,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04051634510383129369_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04421191306838898176,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04421191306838898176_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04430367431306194391,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04430367431306194391_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04841553602069811313,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04841553602069811313_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04956386804973198310,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04956386804973198310_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04990135774748346682,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_04990135774748346682_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05004879090457630152,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05004879090457630152_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05090827433075437251,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05090827433075437251_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05167836202901859035,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05167836202901859035_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05265621111752452744,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05265621111752452744_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05430526625192841043,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05430526625192841043_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05555710529758587587,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05555710529758587587_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05706837261896771984,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05706837261896771984_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05851015537376627983,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05851015537376627983_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05999383168032200905,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_05999383168032200905_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_06021908678313176077,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_06021908678313176077_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_06148714777214776275,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_06148714777214776275_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_06260326895121168035,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_06260326895121168035_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07057155807515337296,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07057155807515337296_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07302677526307454320,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07302677526307454320_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07467168453817179006,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07467168453817179006_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07788612718953539268,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07788612718953539268_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07821392321958770120,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07821392321958770120_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07982736305718213420,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_07982736305718213420_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08035544545379117594,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08035544545379117594_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08050947010906979448,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08050947010906979448_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08103254070812434884,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08103254070812434884_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08649156823177511470,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08649156823177511470_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08801613791090661145,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08801613791090661145_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08818167352208798414,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08818167352208798414_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08880186115674091414,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08880186115674091414_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08940625787256813861,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08940625787256813861_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08945253181081601050,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_08945253181081601050_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09160929886517859587,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09160929886517859587_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09266768433277719681,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09266768433277719681_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09386997794498186058,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09386997794498186058_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09607088966427923223,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09607088966427923223_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09661361070672199683,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09661361070672199683_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09876761221101207310,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_09876761221101207310_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_10232944731772932901,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_10232944731772932901_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_10541487760048391324,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_10541487760048391324_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_10676021237936485786,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_10676021237936485786_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11136262846284442502,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11136262846284442502_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11152686348261942792,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11152686348261942792_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11363287891016349084,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11363287891016349084_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11579865742588352771,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11579865742588352771_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11631107891409727696,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11631107891409727696_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11638277288422099369,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_11638277288422099369_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12123910208993388101,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12123910208993388101_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12147245284883175713,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12147245284883175713_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12248783858467312927,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12248783858467312927_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12253434782604436768,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12253434782604436768_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12266215598447852574,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12266215598447852574_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12420149321583670028,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12420149321583670028_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12434465036998030150,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12434465036998030150_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12704953970030264160,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_12704953970030264160_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_13047055394325473761,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_13047055394325473761_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_13232883814708986364,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_13232883814708986364_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_13305375034774292562,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_13305375034774292562_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14000711690817664012,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14000711690817664012_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14104290084247047862,0,1,1,1,1,1,none(<2cls),0,0
2state3ap1acc_parity_14104290084247047862_c,0,1,1,1,1,1,none(<2cls),0,0
2state3ap1acc_parity_14453946845346687584,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14453946845346687584_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14479126070534325544,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14479126070534325544_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14634827115906016777,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14634827115906016777_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14800515215176962483,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14800515215176962483_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14818256413007078534,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_14818256413007078534_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15107626226499575081,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15107626226499575081_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15357921336697816972,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15357921336697816972_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15465686780525163456,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15465686780525163456_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15767741671280540742,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15767741671280540742_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15787061163438922537,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15787061163438922537_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15837219682816402052,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15837219682816402052_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15944469464755896458,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_15944469464755896458_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16006326618861032216,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16006326618861032216_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16128623979917688319,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16128623979917688319_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16393119447122517052,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16393119447122517052_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16517114110088652901,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_16517114110088652901_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17019428005131849826,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17019428005131849826_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17048200423640813872,0,1,1,1,1,1,none(<2cls),0,0
2state3ap1acc_parity_17226975359759907958,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17226975359759907958_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17294870474522808912,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17294870474522808912_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17728335262243055019,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17728335262243055019_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17880167490267611851,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_17880167490267611851_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_18211550331080462848,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_18211550331080462848_c,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_18341453649878265948,0,2,0,1,1,0,both,1920,1920
2state3ap1acc_parity_18341453649878265948_c,0,2,0,1,1,0,both,1920,0
2state3ap1acc_parity_18388277507225954657,0,1,1,1,1,1,none(<2cls),0,0
2state3ap1acc_parity_18388277507225954657_c,0,1,1,1,1,1,none(<2cls),0,0
2state3ap1acc_parity_18414104442924029373,0,1,1,1,1,0,none(<2cls),0,0
2state3ap1acc_parity_18414104442924029373_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004228,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004229,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004229_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004230,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004230_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004233,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004233_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004236,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004236_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004237,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004237_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004244,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004244_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004248,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004248_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004252,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004252_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004260,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004260_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004261,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004261_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004262,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004262_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004264,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004264_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004268,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004268_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004276,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004276_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004280,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004280_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004358,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004360,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004361,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004361_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004362,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004362_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004364,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004376,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004388,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004390,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004390_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004392,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004392_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004394,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004394_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004422,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004422_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004424,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004424_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004426,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004428,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004428_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004430,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004430_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004440,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004440_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004452,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004452_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004488,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004488_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004490,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004490_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004504,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004504_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004506,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004506_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004520,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004520_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004522,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004522_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004536,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004536_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004552,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004552_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004568,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004568_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004612,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004613,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004613_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004614,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004620,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004628,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004628_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004630,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004630_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004632,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004632_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004644,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004644_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004645,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004645_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004646,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004646_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004648,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004648_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004649,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004649_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004652,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004652_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004660,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004660_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004662,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004662_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004664,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004664_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004668,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004668_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004676,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004676_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004677,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004677_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004696,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004696_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004708,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004708_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004709,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004709_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004740,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004740_c,0,1,1,1,1,0,none(<2cls),0,0
3state1ap0acc_004741,0,1,1,1,1,0,none(<2cls),0,0
