input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,source
aut_08527.hoa,LTL,daisy,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08527.hoa
aut_08548.hoa,LTL,daisy2,0.075,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08548.hoa
aut_08550.hoa,LTL,acc,1.209,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08550.hoa
aut_08552.hoa,LTL,daisy2,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08552.hoa
aut_08556.hoa,LTL,daisy2,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08556.hoa
aut_08564.hoa,LTL,daisy2,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08564.hoa
aut_08567.hoa,LTL,acc,1.194,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08567.hoa
aut_08568.hoa,LTL,daisy2,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08568.hoa
aut_08572.hoa,LTL,daisy2,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08572.hoa
aut_08582.hoa,LTL,buchi+daisy+deep_roundtrip+inv+strength2,1.219,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/aut_08582.hoa
aut_08583.hoa,LTL,daisy,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08583.hoa
aut_08584.hoa,LTL,daisy2,0.076,G(a | Xa),4,1,5,1.2,6086f200fd72,TRUE,genaut/corpus/2state1ap1acc/aut_08584.hoa
aut_08586.hoa,LTL,daisy2,0.077,G(a | Xa),4,1,5,1.2,6086f200fd72,TRUE,genaut/corpus/2state1ap1acc/aut_08586.hoa
aut_08591.hoa,LTL,daisy,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08591.hoa
aut_08644.hoa,LTL,buchi,1.198,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_08644.hoa
aut_08646.hoa,LTL,acc,1.203,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08646.hoa
aut_08647.hoa,LTL,buchi,1.243,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_08647.hoa
aut_08648.hoa,NOT_LTL,,1.220,,,,,,,,genaut/corpus/2state1ap1acc/aut_08648.hoa
aut_08650.hoa,LTL,daisy,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_08650.hoa
aut_08652.hoa,LTL,acc,1.249,a | X!a,4,0,5,1.2,76b49b86efd6,TRUE,genaut/corpus/2state1ap1acc/aut_08652.hoa
aut_08707.hoa,LTL,daisy+inv+scc2,0.080,a & X(a W G!a),6,2,8,1.3,c2eebafb3469,TRUE,genaut/corpus/2state1ap1acc/aut_08707.hoa
aut_08711.hoa,LTL,daisy+strength2,0.077,Ga | (a & GF!a),7,3,9,1.3,39a07853974f,TRUE,genaut/corpus/2state1ap1acc/aut_08711.hoa
aut_08719.hoa,LTL,daisy+inv+scc2,0.078,a & X(a W G!a),6,2,8,1.3,c2eebafb3469,TRUE,genaut/corpus/2state1ap1acc/aut_08719.hoa
aut_08724.hoa,LTL,buchi+daisy+deep_roundtrip+inv+strength2,1.243,a & GFa,4,2,5,1.2,096142f8aab2,TRUE,genaut/corpus/2state1ap1acc/aut_08724.hoa
aut_08727.hoa,LTL,daisy,0.071,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08727.hoa
aut_08728.hoa,LTL,partscc,0.078,a & G(a | Xa),5,1,7,1.4,160e89dc0907,TRUE,genaut/corpus/2state1ap1acc/aut_08728.hoa
aut_08735.hoa,LTL,daisy,0.074,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08735.hoa
aut_08739.hoa,TIMEOUT,,15.322,,,,,,,,genaut/corpus/2state1ap1acc/aut_08739.hoa
aut_08740.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+scc2+strength2,1.946,a & ((a & Xa) R (a | X(a R (!a | X(!a | X(a | F(a & Xa))))))) & G(!a | X(!a R (a…,44,10,117,2.7,ef33fd1902a9,TRUE,genaut/corpus/2state1ap1acc/aut_08740.hoa
aut_08743.hoa,LTL,acc,1.200,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08743.hoa
aut_08748.hoa,TIMEOUT,,16.007,,,,,,,,genaut/corpus/2state1ap1acc/aut_08748.hoa
aut_08751.hoa,TIMEOUT,,15.720,,,,,,,,genaut/corpus/2state1ap1acc/aut_08751.hoa
aut_08772.hoa,LTL,buchi+daisy+deep_roundtrip+inv+strength2,1.228,a & GFa,4,2,5,1.2,096142f8aab2,TRUE,genaut/corpus/2state1ap1acc/aut_08772.hoa
aut_08775.hoa,LTL,acc,1.199,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08775.hoa
aut_08776.hoa,LTL,partscc,0.073,a & G(a | Xa),5,1,7,1.4,160e89dc0907,TRUE,genaut/corpus/2state1ap1acc/aut_08776.hoa
aut_08783.hoa,LTL,daisy,0.073,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08783.hoa
aut_08807.hoa,LTL,acc,1.209,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08807.hoa
aut_08836.hoa,NOT_LTL,,1.228,,,,,,,,genaut/corpus/2state1ap1acc/aut_08836.hoa
aut_08839.hoa,LTL,acc,1.200,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08839.hoa
aut_08844.hoa,TIMEOUT,,16.007,,,,,,,,genaut/corpus/2state1ap1acc/aut_08844.hoa
aut_08903.hoa,LTL,acc,1.215,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_08903.hoa
aut_08962.hoa,LTL,daisy,0.076,a W (!a & XGa),6,2,8,1.3,93edac4e7e7a,TRUE,genaut/corpus/2state1ap1acc/aut_08962.hoa
aut_08963.hoa,LTL,daisy,0.073,a W G!a,4,2,5,1.2,c70f4b1799fb,TRUE,genaut/corpus/2state1ap1acc/aut_08963.hoa
aut_09008.hoa,NOT_LTL,,1.190,,,,,,,,genaut/corpus/2state1ap1acc/aut_09008.hoa
aut_09011.hoa,TIMEOUT,,15.034,,,,,,,,genaut/corpus/2state1ap1acc/aut_09011.hoa
aut_09012.hoa,LTL,buchi+daisy+daisy2+daisystar+deep_roundtrip+inv+scc2+strength2,1.231,a W (!a & XF!a),6,2,9,1.5,f3e784a49afd,TRUE,genaut/corpus/2state1ap1acc/aut_09012.hoa
aut_09015.hoa,LTL,buchi+daisy+daisy2+daisystar+deep_roundtrip+inv+scc2+strength2,1.223,a W (!a & XF!a),6,2,9,1.5,f3e784a49afd,TRUE,genaut/corpus/2state1ap1acc/aut_09015.hoa
aut_09016.hoa,NOT_LTL,,1.199,,,,,,,,genaut/corpus/2state1ap1acc/aut_09016.hoa
aut_09020.hoa,TIMEOUT,,15.142,,,,,,,,genaut/corpus/2state1ap1acc/aut_09020.hoa
aut_09023.hoa,TIMEOUT,,15.358,,,,,,,,genaut/corpus/2state1ap1acc/aut_09023.hoa
aut_09028.hoa,LTL,daisy2,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09028.hoa
aut_09030.hoa,LTL,acc,1.229,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09030.hoa
aut_09031.hoa,LTL,acc,1.188,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09031.hoa
aut_09032.hoa,LTL,daisy2,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09032.hoa
aut_09034.hoa,LTL,daisy,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09034.hoa
aut_09036.hoa,LTL,daisy2,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09036.hoa
aut_09039.hoa,LTL,daisy,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09039.hoa
aut_09060.hoa,LTL,daisy2,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09060.hoa
aut_09062.hoa,LTL,acc,1.191,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09062.hoa
aut_09064.hoa,LTL,daisy2,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09064.hoa
aut_09068.hoa,LTL,daisy2,0.075,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09068.hoa
aut_09076.hoa,LTL,daisy2,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09076.hoa
aut_09079.hoa,LTL,acc,1.194,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09079.hoa
aut_09080.hoa,LTL,daisy2,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09080.hoa
aut_09084.hoa,LTL,daisy2,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09084.hoa
aut_09156.hoa,LTL,buchi+daisy+daisy2+daisystar+deep_roundtrip+inv+scc2+strength2,1.213,a W (!a & XF!a),6,2,9,1.5,f3e784a49afd,TRUE,genaut/corpus/2state1ap1acc/aut_09156.hoa
aut_09158.hoa,LTL,acc,1.198,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09158.hoa
aut_09159.hoa,LTL,buchi+daisy+daisy2+daisystar+deep_roundtrip+inv+scc2+strength2,1.217,a W (!a & XF!a),6,2,9,1.5,f3e784a49afd,TRUE,genaut/corpus/2state1ap1acc/aut_09159.hoa
aut_09160.hoa,NOT_LTL,,1.234,,,,,,,,genaut/corpus/2state1ap1acc/aut_09160.hoa
aut_09164.hoa,TIMEOUT,,15.823,,,,,,,,genaut/corpus/2state1ap1acc/aut_09164.hoa
aut_09223.hoa,LTL,daisy+strength2,0.074,Ga | GF!a,6,3,7,1.2,5d77052d74a8,TRUE,genaut/corpus/2state1ap1acc/aut_09223.hoa
aut_09225.hoa,LTL,daisy,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09225.hoa
aut_09238.hoa,LTL,acc,1.199,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09238.hoa
aut_09239.hoa,LTL,acc,1.201,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09239.hoa
aut_09263.hoa,LTL,daisy,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09263.hoa
aut_09271.hoa,LTL,buchi,1.228,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_09271.hoa
aut_09280.hoa,NOT_LTL,,1.199,,,,,,,,genaut/corpus/2state1ap1acc/aut_09280.hoa
aut_09283.hoa,NOT_LTL,,1.186,,,,,,,,genaut/corpus/2state1ap1acc/aut_09283.hoa
aut_09284.hoa,LTL,daisy2,0.074,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/aut_09284.hoa
aut_09287.hoa,LTL,acc,1.198,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09287.hoa
aut_09288.hoa,LTL,daisy2,0.074,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/aut_09288.hoa
aut_09292.hoa,NOT_LTL,,1.187,,,,,,,,genaut/corpus/2state1ap1acc/aut_09292.hoa
aut_09296.hoa,LTL,daisy,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09296.hoa
aut_09315.hoa,LTL,acc,1.195,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09315.hoa
aut_09328.hoa,NOT_LTL,,1.181,,,,,,,,genaut/corpus/2state1ap1acc/aut_09328.hoa
aut_09330.hoa,LTL,acc,1.202,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09330.hoa
aut_09331.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+strength2,1.396,a | F((a & Xa) | (!a & X!a)),9,1,14,1.6,2d98d0a2e02f,TRUE,genaut/corpus/2state1ap1acc/aut_09331.hoa
aut_09332.hoa,LTL,daisy2,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09332.hoa
aut_09335.hoa,LTL,acc,1.184,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09335.hoa
aut_09336.hoa,LTL,daisy2,0.069,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09336.hoa
aut_09340.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+strength2,1.333,a | F((a & Xa) | (!a & X!a)),9,1,14,1.6,2d98d0a2e02f,TRUE,genaut/corpus/2state1ap1acc/aut_09340.hoa
aut_09344.hoa,TIMEOUT,,16.028,,,,,,,,genaut/corpus/2state1ap1acc/aut_09344.hoa
aut_09346.hoa,TIMEOUT,,16.031,,,,,,,,genaut/corpus/2state1ap1acc/aut_09346.hoa
aut_09347.hoa,NOT_LTL,,1.181,,,,,,,,genaut/corpus/2state1ap1acc/aut_09347.hoa
aut_09348.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+strength2,1.253,(a | F(a & Xa)) & (!a | X(a W (!a & XF(a & Xa)))) & G(!a | X(!a | X(a W (!a & XF…,15,3,43,2.9,68940710f9be,TRUE,genaut/corpus/2state1ap1acc/aut_09348.hoa
aut_09351.hoa,LTL,acc,1.199,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09351.hoa
aut_09360.hoa,LTL,daisy,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09360.hoa
aut_09362.hoa,LTL,daisy,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09362.hoa
aut_09363.hoa,LTL,daisy,0.075,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09363.hoa
aut_09408.hoa,NOT_LTL,,1.239,,,,,,,,genaut/corpus/2state1ap1acc/aut_09408.hoa
aut_09411.hoa,NOT_LTL,,1.202,,,,,,,,genaut/corpus/2state1ap1acc/aut_09411.hoa
aut_09412.hoa,TIMEOUT,,15.021,,,,,,,,genaut/corpus/2state1ap1acc/aut_09412.hoa
aut_09415.hoa,LTL,buchi,1.224,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_09415.hoa
aut_09416.hoa,NOT_LTL,,1.211,,,,,,,,genaut/corpus/2state1ap1acc/aut_09416.hoa
aut_09420.hoa,NOT_LTL,,1.230,,,,,,,,genaut/corpus/2state1ap1acc/aut_09420.hoa
aut_09456.hoa,NOT_LTL,,1.187,,,,,,,,genaut/corpus/2state1ap1acc/aut_09456.hoa
aut_09748.hoa,LTL,daisy2,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09748.hoa
aut_09751.hoa,LTL,acc,1.215,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09751.hoa
aut_09752.hoa,LTL,daisy2,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09752.hoa
aut_09756.hoa,LTL,daisy2,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09756.hoa
aut_09767.hoa,LTL,acc,1.219,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09767.hoa
aut_09780.hoa,LTL,buchi,1.226,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_09780.hoa
aut_09783.hoa,LTL,buchi,1.215,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_09783.hoa
aut_09784.hoa,NOT_LTL,,1.199,,,,,,,,genaut/corpus/2state1ap1acc/aut_09784.hoa
aut_09788.hoa,LTL,acc,1.213,a | X!a,4,0,5,1.2,76b49b86efd6,TRUE,genaut/corpus/2state1ap1acc/aut_09788.hoa
aut_09792.hoa,NOT_LTL,,1.218,,,,,,,,genaut/corpus/2state1ap1acc/aut_09792.hoa
aut_09795.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+strength2,1.371,a | F((a & Xa) | (!a & X!a)),9,1,14,1.6,2d98d0a2e02f,TRUE,genaut/corpus/2state1ap1acc/aut_09795.hoa
aut_09796.hoa,LTL,daisy2,0.076,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/aut_09796.hoa
aut_09799.hoa,LTL,acc,1.207,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09799.hoa
aut_09800.hoa,LTL,daisy2,0.078,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/aut_09800.hoa
aut_09804.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+strength2,1.310,(a & GFa) | (!a & X((!a & GFa) | F((a & X(a & GFa)) | (!a & X(!a & GFa))))),16,3,37,2.3,19af25eb5d5b,TRUE,genaut/corpus/2state1ap1acc/aut_09804.hoa
aut_09827.hoa,LTL,acc,1.197,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09827.hoa
aut_09831.hoa,LTL,acc,1.196,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09831.hoa
aut_09840.hoa,NOT_LTL,,1.191,,,,,,,,genaut/corpus/2state1ap1acc/aut_09840.hoa
aut_09842.hoa,LTL,acc,1.198,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09842.hoa
aut_09843.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+strength2,1.375,a | F((a & Xa) | (!a & X!a)),9,1,14,1.6,2d98d0a2e02f,TRUE,genaut/corpus/2state1ap1acc/aut_09843.hoa
aut_09844.hoa,LTL,daisy2,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09844.hoa
aut_09847.hoa,LTL,acc,1.197,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09847.hoa
aut_09848.hoa,LTL,daisy2,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09848.hoa
aut_09852.hoa,LTL,buchi+daisy+daisy2+daisystardet+deep_roundtrip+inv+partscc+strength2,1.394,a | F((a & Xa) | (!a & X!a)),9,1,14,1.6,2d98d0a2e02f,TRUE,genaut/corpus/2state1ap1acc/aut_09852.hoa
aut_09859.hoa,NOT_LTL,,1.223,,,,,,,,genaut/corpus/2state1ap1acc/aut_09859.hoa
aut_09863.hoa,LTL,acc,1.205,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09863.hoa
aut_09872.hoa,LTL,daisy,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09872.hoa
aut_09874.hoa,LTL,daisy,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09874.hoa
aut_09875.hoa,LTL,daisy,0.076,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_09875.hoa
aut_09920.hoa,NOT_LTL,,1.195,,,,,,,,genaut/corpus/2state1ap1acc/aut_09920.hoa
aut_09923.hoa,LTL,acc,1.217,a | X!a,4,0,5,1.2,76b49b86efd6,TRUE,genaut/corpus/2state1ap1acc/aut_09923.hoa
aut_09924.hoa,LTL,buchi+daisy+daisy2+daisystar+daisystardet+deep_roundtrip+inv+scc2+scc3+strength2,2.391,(a | XF(!a & XFa)) & (!a | X(a W (!a & XFa))) & G((!a | X(!a R (a | X(!a W (Ga |…,25,7,73,2.9,f8e946c42d1e,TRUE,genaut/corpus/2state1ap1acc/aut_09924.hoa
aut_09927.hoa,LTL,buchi,1.224,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_09927.hoa
aut_09928.hoa,NOT_LTL,,1.221,,,,,,,,genaut/corpus/2state1ap1acc/aut_09928.hoa
aut_09932.hoa,LTL,buchi+daisy+daisy2+daisystar+daisystardet+deep_roundtrip+inv+scc2+strength2,1.539,(a | X(!a & XFa)) & (!a | XFa) & (!a | X(!a | XFa)) & (!a | Ga | X(!a | X(!a | X…,44,9,134,3.0,55e73e5097ec,TRUE,genaut/corpus/2state1ap1acc/aut_09932.hoa
aut_10036.hoa,LTL,buchi,1.226,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_10036.hoa
aut_10039.hoa,LTL,buchi,1.218,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_10039.hoa
aut_10040.hoa,NOT_LTL,,1.202,,,,,,,,genaut/corpus/2state1ap1acc/aut_10040.hoa
aut_10044.hoa,LTL,acc,1.244,a | X!a,4,0,5,1.2,76b49b86efd6,TRUE,genaut/corpus/2state1ap1acc/aut_10044.hoa
aut_10048.hoa,LTL,daisy2,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10048.hoa
aut_10050.hoa,LTL,acc,1.199,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10050.hoa
aut_10051.hoa,LTL,acc,1.218,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10051.hoa
aut_10052.hoa,LTL,daisy2,0.077,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10052.hoa
aut_10054.hoa,LTL,acc,1.204,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10054.hoa
aut_10055.hoa,LTL,acc,1.203,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10055.hoa
aut_10056.hoa,LTL,daisy2,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10056.hoa
aut_10060.hoa,LTL,daisy2,0.075,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10060.hoa
aut_10080.hoa,LTL,daisy2,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10080.hoa
aut_10082.hoa,LTL,acc,1.184,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10082.hoa
aut_10084.hoa,LTL,daisy2,0.074,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10084.hoa
aut_10086.hoa,LTL,acc,1.201,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10086.hoa
aut_10088.hoa,LTL,daisy2,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10088.hoa
aut_10092.hoa,LTL,daisy2,0.075,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10092.hoa
aut_10096.hoa,LTL,daisy2,0.070,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10096.hoa
aut_10099.hoa,LTL,acc,1.258,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10099.hoa
aut_10100.hoa,LTL,daisy2,0.072,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10100.hoa
aut_10103.hoa,LTL,acc,1.214,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10103.hoa
aut_10104.hoa,LTL,daisy2,0.071,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10104.hoa
aut_10108.hoa,LTL,daisy2,0.079,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10108.hoa
aut_10112.hoa,LTL,daisy2,0.076,G(a | Xa),4,1,5,1.2,6086f200fd72,TRUE,genaut/corpus/2state1ap1acc/aut_10112.hoa
aut_10114.hoa,LTL,daisy2,0.076,G(a | Xa),4,1,5,1.2,6086f200fd72,TRUE,genaut/corpus/2state1ap1acc/aut_10114.hoa
aut_10116.hoa,LTL,daisy,0.075,GFa,3,2,3,1.0,0cdf120f1aa3,TRUE,genaut/corpus/2state1ap1acc/aut_10116.hoa
aut_10176.hoa,NOT_LTL,,1.207,,,,,,,,genaut/corpus/2state1ap1acc/aut_10176.hoa
aut_10178.hoa,LTL,acc,1.198,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10178.hoa
aut_10179.hoa,NOT_LTL,,1.187,,,,,,,,genaut/corpus/2state1ap1acc/aut_10179.hoa
aut_10180.hoa,LTL,buchi,1.204,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_10180.hoa
aut_10182.hoa,LTL,acc,1.242,1,1,0,1,1.0,e20f564d992f,TRUE,genaut/corpus/2state1ap1acc/aut_10182.hoa
aut_10183.hoa,LTL,buchi,1.215,a | XF!a,5,1,6,1.2,9b6f48447a3e,TRUE,genaut/corpus/2state1ap1acc/aut_10183.hoa
aut_10184.hoa,NOT_LTL,,1.237,,,,,,,,genaut/corpus/2state1ap1acc/aut_10184.hoa
aut_10188.hoa,TIMEOUT,,16.006,,,,,,,,genaut/corpus/2state1ap1acc/aut_10188.hoa
aut_10246.hoa,LTL,daisy+strength2,0.074,a & GFa,4,2,5,1.2,096142f8aab2,TRUE,genaut/corpus/2state1ap1acc/aut_10246.hoa
aut_10249.hoa,LTL,daisy,0.071,a,1,0,1,1.0,883cb92c9ed3,TRUE,genaut/corpus/2state1ap1acc/aut_10249.hoa
aut_10262.hoa,LTL,buchi+daisy+deep_roundtrip+inv+scc2+strength2,1.231,a & GFa,4,2,5,1.2,096142f8aab2,TRUE,genaut/corpus/2state1ap1acc/aut_10262.hoa
