formula,class,mp,technique,dag_nodes,temporals,tree_nodes,sharing,build_s,equiv,reconstructed
aut_01168.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_01170.hoa,?,?,daisy,1,0,1,1.0,0.065,True,1
aut_01376.hoa,?,?,daisy,1,0,1,1.0,0.066,True,1
aut_01556.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_01558.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_01559.hoa,?,?,acc,1,0,1,1.0,1.113,True,1
aut_01560.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_01564.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_01575.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_01576.hoa,?,?,buchi,31,5,72,2.3,1.134,True,X(a & ((XF!a & ((!a & X!a) R (!a | X(!a R (a | X(a & XF!a)))))) | (X(a | Xa) & (…
aut_01583.hoa,?,?,daisy,1,0,1,1.0,0.067,True,1
aut_01588.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_01591.hoa,?,?,buchi,9,3,14,1.6,1.120,True,X(F!a & G(a | X(a R F!a)))
aut_01592.hoa,?,?,daisy2,4,2,4,1.0,0.064,True,GF!a
aut_01596.hoa,?,?,buchi,31,5,70,2.3,1.131,True,X(!a & ((XFa & ((a & Xa) R (a | X(a R (!a | X(!a & XFa)))))) | (X(!a | X!a) & ((…
aut_01600.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_01603.hoa,?,?,-,,,,,0.590,NOT_LTL,
aut_01604.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_01607.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_01608.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_01612.hoa,?,?,-,,,,,0.591,NOT_LTL,
aut_01635.hoa,?,?,acc,1,0,1,1.0,1.121,True,1
aut_01639.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_01648.hoa,?,?,-,,,,,0.587,NOT_LTL,
aut_01650.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_01651.hoa,?,?,-,,,,,0.587,NOT_LTL,
aut_01652.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_01655.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_01656.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_01660.hoa,?,?,-,,,,,0.586,NOT_LTL,
aut_01664.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_01666.hoa,?,?,buchi,308,66,30464,98.9,1.186,True,X(((((a & Xa) | (Fa & ((!a | X!a) U (!a & X(!a U (a & Xa)))))) & ((a & (Xa | ((!…
aut_01667.hoa,?,?,-,,,,,0.590,NOT_LTL,
aut_01668.hoa,?,?,-,,,,,0.591,NOT_LTL,
aut_01671.hoa,?,?,acc,1,0,1,1.0,1.113,True,1
aut_01672.hoa,?,?,-,,,,,0.589,NOT_LTL,
aut_01676.hoa,?,?,-,,,,,0.586,NOT_LTL,
aut_01680.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_01682.hoa,?,?,daisy,1,0,1,1.0,0.065,True,1
aut_01683.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_01728.hoa,?,?,-,,,,,0.582,NOT_LTL,
aut_01731.hoa,?,?,buchi,31,5,70,2.3,1.125,True,X(!a & ((XFa & ((a & Xa) R (a | X(a R (!a | X(!a & XFa)))))) | (X(!a | X!a) & ((…
aut_01732.hoa,?,?,daisy2,6,3,7,1.2,0.066,True,G(F!a & Fa)
aut_01735.hoa,?,?,buchi,507,85,30994,61.1,1.175,SPOT_TIMEOUT,((a | (F((a & X(a U (!a & X(a | Xa | (X(!a & XFa) & ((a | X!a) U (!a & X(!a & Xa…
aut_01736.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_01740.hoa,?,?,buchi,15,3,27,1.8,1.119,True,X(!a & XFa & ((a & Xa) R (a | X(a R (!a | X(!a & XFa))))))
aut_02070.hoa,?,?,buchi,24,5,50,2.1,1.146,True,a & X(Fa & (!a | XFa) & ((!a & (a | G(a | X!a))) | G((a | X(a R (!a | XFa))) & (…
aut_02071.hoa,?,?,acc,1,0,1,1.0,1.114,True,a
aut_02114.hoa,?,?,buchi,200,41,8880,44.4,1.158,True,a & (Xa | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (Xa | ((a | X(a | Xa)) U (!a…
aut_02115.hoa,?,?,-,,,,,0.588,NOT_LTL,
aut_02144.hoa,?,?,-,,,,,0.584,NOT_LTL,
aut_02147.hoa,?,?,-,,,,,0.586,NOT_LTL,
aut_02152.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_02156.hoa,?,?,-,,,,,0.576,NOT_LTL,
aut_02160.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_02162.hoa,?,?,partscc,5,1,7,1.4,0.065,True,a & G(a | Xa)
aut_02163.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_02172.hoa,?,?,-,,,,,0.599,NOT_LTL,
aut_02179.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_02192.hoa,?,?,-,,,,,0.577,NOT_LTL,
aut_02195.hoa,?,?,-,,,,,0.585,NOT_LTL,
aut_02243.hoa,?,?,buchi,221,44,12981,58.7,1.162,True,a & X!a & ((!a | X(!a | X!a)) U (a & X(X!a & (!a | (X(a U (!a & X!a)) & ((!a | X…
aut_02368.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_02400.hoa,?,?,daisy,1,0,1,1.0,0.065,True,1
aut_02402.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_02432.hoa,?,?,-,,,,,0.588,NOT_LTL,
aut_02434.hoa,?,?,buchi,31,5,72,2.3,1.129,True,X(a & ((XF!a & ((!a & X!a) R (!a | X(!a R (a | X(a & XF!a)))))) | (X(a | Xa) & (…
aut_02435.hoa,?,?,daisy,1,0,1,1.0,0.061,True,1
aut_02444.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_02656.hoa,?,?,-,,,,,0.582,NOT_LTL,
aut_08450.hoa,?,?,daisy,6,2,8,1.3,0.066,True,a W (!a & XGa)
aut_08451.hoa,?,?,daisy,4,2,5,1.2,0.065,True,a W G!a
aut_08454.hoa,?,?,daisy,3,2,3,1.0,0.065,True,GFa
aut_08455.hoa,?,?,daisy+strength2,6,3,9,1.5,0.066,True,a W (!a & GF!a)
aut_08480.hoa,?,?,daisy2,4,1,5,1.2,0.065,True,G(a | Xa)
aut_08484.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_08488.hoa,?,?,daisy2,4,1,5,1.2,0.062,True,G(a | Xa)
aut_08490.hoa,?,?,daisy2,4,1,5,1.2,0.064,True,G(a | Xa)
aut_08496.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_08499.hoa,?,?,acc,4,0,5,1.2,1.111,True,a | X!a
aut_08500.hoa,?,?,buchi,5,1,6,1.2,1.117,True,a | XF!a
aut_08503.hoa,?,?,buchi,5,1,6,1.2,1.118,True,a | XF!a
aut_08504.hoa,?,?,-,,,,,0.607,NOT_LTL,
aut_08508.hoa,?,?,acc,4,0,5,1.2,1.113,True,a | X!a
aut_08511.hoa,?,?,acc,4,0,5,1.2,1.101,True,a | X!a
aut_08516.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_08518.hoa,?,?,acc,1,0,1,1.0,1.122,True,1
aut_08519.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_08520.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_08522.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_08524.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_08527.hoa,?,?,daisy,1,0,1,1.0,0.061,True,1
aut_08548.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_08550.hoa,?,?,acc,1,0,1,1.0,1.116,True,1
aut_08552.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_08556.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_08564.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_08567.hoa,?,?,acc,1,0,1,1.0,1.113,True,1
aut_08568.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_08572.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_08582.hoa,?,?,buchi,8,3,16,2.0,1.111,True,(!a R Fa) & G(!a | X(!a R Fa))
aut_08583.hoa,?,?,daisy,1,0,1,1.0,0.066,True,1
aut_08584.hoa,?,?,daisy2,4,1,5,1.2,0.064,True,G(a | Xa)
aut_08586.hoa,?,?,daisy2,4,1,5,1.2,0.065,True,G(a | Xa)
aut_08591.hoa,?,?,daisy,1,0,1,1.0,0.063,True,1
aut_08644.hoa,?,?,buchi,5,1,6,1.2,1.130,True,a | XF!a
aut_08646.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_08647.hoa,?,?,buchi,5,1,6,1.2,1.127,True,a | XF!a
aut_08648.hoa,?,?,-,,,,,0.590,NOT_LTL,
aut_08650.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_08652.hoa,?,?,acc,4,0,5,1.2,1.118,True,a | X!a
aut_08707.hoa,?,?,daisy+inv+scc2,6,2,8,1.3,0.067,True,a & X(a W G!a)
aut_08711.hoa,?,?,daisy+strength2,7,3,9,1.3,0.066,True,Ga | (a & GF!a)
aut_08719.hoa,?,?,daisy+inv+scc2,6,2,8,1.3,0.065,True,a & X(a W G!a)
aut_08724.hoa,?,?,buchi,16,4,31,1.9,1.120,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_08727.hoa,?,?,daisy,1,0,1,1.0,0.065,True,a
aut_08728.hoa,?,?,partscc,5,1,7,1.4,0.063,True,a & G(a | Xa)
aut_08735.hoa,?,?,daisy,1,0,1,1.0,0.066,True,a
aut_08739.hoa,?,?,buchi,787,147,6052771,7690.9,1.199,UNVERIFIED_SIZE,<unflattened DAG: 6052771 tree nodes>
aut_08740.hoa,?,?,buchi,107,21,2546,23.8,1.137,True,a & (Xa | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (!a | (X(!a | X(a | X((!a U …
aut_08743.hoa,?,?,acc,1,0,1,1.0,1.124,True,a
aut_08748.hoa,?,?,buchi,460,85,3620391,7870.4,1.171,UNVERIFIED_SIZE,<unflattened DAG: 3620391 tree nodes>
aut_08751.hoa,?,?,buchi,787,147,6052771,7690.9,1.187,UNVERIFIED_SIZE,<unflattened DAG: 6052771 tree nodes>
aut_08772.hoa,?,?,buchi,16,4,31,1.9,1.122,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_08775.hoa,?,?,acc,1,0,1,1.0,1.130,True,a
aut_08776.hoa,?,?,partscc,5,1,7,1.4,0.064,True,a & G(a | Xa)
aut_08783.hoa,?,?,daisy,1,0,1,1.0,0.061,True,a
aut_08807.hoa,?,?,acc,1,0,1,1.0,1.102,True,a
aut_08836.hoa,?,?,-,,,,,0.586,NOT_LTL,
aut_08839.hoa,?,?,acc,1,0,1,1.0,1.107,True,a
aut_08844.hoa,?,?,buchi,460,85,3620391,7870.4,1.164,UNVERIFIED_SIZE,<unflattened DAG: 3620391 tree nodes>
aut_08903.hoa,?,?,acc,1,0,1,1.0,1.098,True,a
aut_08962.hoa,?,?,daisy,6,2,8,1.3,0.065,True,a W (!a & XGa)
aut_08963.hoa,?,?,daisy,4,2,5,1.2,0.065,True,a W G!a
aut_09008.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_09011.hoa,?,?,buchi,719,142,3327077,4627.4,1.181,UNVERIFIED_SIZE,<unflattened DAG: 3327077 tree nodes>
aut_09012.hoa,?,?,buchi,30,7,63,2.1,1.105,True,(F(!a & XF(a & X!a)) & ((a | X(a & XF!a)) U (!a & X(a & XF!a)))) | (a U (!a & X!…
aut_09015.hoa,?,?,buchi,30,7,63,2.1,1.115,True,(F(!a & XF(a & X!a)) & ((a | X(a & XF!a)) U (!a & X(a & XF!a)))) | (a U (!a & X!…
aut_09016.hoa,?,?,-,,,,,0.580,NOT_LTL,
aut_09020.hoa,?,?,buchi,719,142,3327077,4627.4,1.193,UNVERIFIED_SIZE,<unflattened DAG: 3327077 tree nodes>
aut_09023.hoa,?,?,buchi,719,142,3327077,4627.4,1.184,UNVERIFIED_SIZE,<unflattened DAG: 3327077 tree nodes>
aut_09028.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_09030.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_09031.hoa,?,?,acc,1,0,1,1.0,1.121,True,1
aut_09032.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09034.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_09036.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09039.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_09060.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09062.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_09064.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_09068.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09076.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09079.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_09080.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_09084.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_09156.hoa,?,?,buchi,30,7,63,2.1,1.111,True,(F(!a & XF(a & X!a)) & ((a | X(a & XF!a)) U (!a & X(a & XF!a)))) | (a U (!a & X!…
aut_09158.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_09159.hoa,?,?,buchi,30,7,63,2.1,1.114,True,(F(!a & XF(a & X!a)) & ((a | X(a & XF!a)) U (!a & X(a & XF!a)))) | (a U (!a & X!…
aut_09160.hoa,?,?,-,,,,,0.627,NOT_LTL,
aut_09164.hoa,?,?,buchi,719,142,3327077,4627.4,1.191,UNVERIFIED_SIZE,<unflattened DAG: 3327077 tree nodes>
aut_09223.hoa,?,?,daisy+strength2,6,3,7,1.2,0.062,True,Ga | GF!a
aut_09225.hoa,?,?,daisy,1,0,1,1.0,0.060,True,1
aut_09238.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_09239.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_09263.hoa,?,?,daisy,1,0,1,1.0,0.063,True,1
aut_09271.hoa,?,?,buchi,5,1,6,1.2,1.110,True,a | XF!a
aut_09280.hoa,?,?,-,,,,,0.584,NOT_LTL,
aut_09283.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_09284.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_09287.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_09288.hoa,?,?,daisy2,3,2,3,1.0,0.061,True,GFa
aut_09292.hoa,?,?,-,,,,,0.580,NOT_LTL,
aut_09296.hoa,?,?,daisy,1,0,1,1.0,0.063,True,1
aut_09315.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_09328.hoa,?,?,-,,,,,0.587,NOT_LTL,
aut_09330.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_09331.hoa,?,?,buchi,132,31,819,6.2,1.129,True,((a | (F((a & Xa) | (!a & X(!a & XFa))) & (X!a | (((!a | X!a) U (!a & X(!a U (a …
aut_09332.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_09335.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_09336.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09340.hoa,?,?,buchi,132,31,819,6.2,1.130,True,((a | (F((a & Xa) | (!a & X(!a & XFa))) & (X!a | (((!a | X!a) U (!a & X(!a U (a …
aut_09344.hoa,?,?,buchi,313,65,17473,55.8,1.163,True,(((a | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (a | (Xa & ((a | X(a | Xa)) U (…
aut_09346.hoa,?,?,buchi,313,65,17473,55.8,1.152,True,(((a | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (a | (Xa & ((a | X(a | Xa)) U (…
aut_09347.hoa,?,?,-,,,,,0.580,NOT_LTL,
aut_09348.hoa,?,?,buchi,53,11,718,13.5,1.127,True,((!a & ((a & Xa) R (a | X(a R (!a | X!a))))) | ((!a | X((a | X(F(a & Xa) & ((!a …
aut_09351.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_09360.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_09362.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_09363.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_09408.hoa,?,?,-,,,,,0.587,NOT_LTL,
aut_09411.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_09412.hoa,?,?,-,,,,,15.019,BUILD_TIMEOUT>15s,
aut_09415.hoa,?,?,buchi,5,1,6,1.2,1.113,True,a | XF!a
aut_09416.hoa,?,?,-,,,,,0.584,NOT_LTL,
aut_09420.hoa,?,?,-,,,,,0.584,NOT_LTL,
aut_09456.hoa,?,?,-,,,,,0.576,NOT_LTL,
aut_09748.hoa,?,?,daisy2,1,0,1,1.0,0.060,True,1
aut_09751.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_09752.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09756.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_09767.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_09780.hoa,?,?,buchi,5,1,6,1.2,1.112,True,a | XF!a
aut_09783.hoa,?,?,buchi,5,1,6,1.2,1.153,True,a | XF!a
aut_09784.hoa,?,?,-,,,,,0.585,NOT_LTL,
aut_09788.hoa,?,?,acc,4,0,5,1.2,1.113,True,a | X!a
aut_09792.hoa,?,?,-,,,,,0.580,NOT_LTL,
aut_09795.hoa,?,?,buchi,132,31,819,6.2,1.134,True,((a | (F((a & Xa) | (!a & X(!a & XFa))) & (X!a | (((!a | X!a) U (!a & X(!a U (a …
aut_09796.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_09799.hoa,?,?,acc,1,0,1,1.0,1.102,True,1
aut_09800.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_09804.hoa,?,?,buchi,87,22,401,4.6,1.123,True,(a | (F((a & Xa) | (!a & X(!a & XFa))) & (X!a | (((!a | X!a) U (!a & X(!a U (a &…
aut_09827.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_09831.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_09840.hoa,?,?,-,,,,,0.580,NOT_LTL,
aut_09842.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_09843.hoa,?,?,buchi,132,31,819,6.2,1.132,True,((a | (F((a & Xa) | (!a & X(!a & XFa))) & (X!a | (((!a | X!a) U (!a & X(!a U (a …
aut_09844.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_09847.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_09848.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_09852.hoa,?,?,buchi,132,31,819,6.2,1.130,True,((a | (F((a & Xa) | (!a & X(!a & XFa))) & (X!a | (((!a | X!a) U (!a & X(!a U (a …
aut_09859.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_09863.hoa,?,?,acc,1,0,1,1.0,1.098,True,1
aut_09872.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_09874.hoa,?,?,daisy,1,0,1,1.0,0.062,True,1
aut_09875.hoa,?,?,daisy,1,0,1,1.0,0.060,True,1
aut_09920.hoa,?,?,-,,,,,0.577,NOT_LTL,
aut_09923.hoa,?,?,acc,4,0,5,1.2,1.110,True,a | X!a
aut_09924.hoa,?,?,buchi,677,119,1241365,1833.6,1.187,UNVERIFIED_SIZE,<unflattened DAG: 1241365 tree nodes>
aut_09927.hoa,?,?,buchi,5,1,6,1.2,1.117,True,a | XF!a
aut_09928.hoa,?,?,-,,,,,0.586,NOT_LTL,
aut_09932.hoa,?,?,buchi,221,41,4276,19.3,1.152,True,(a | (X!a & (F(!a & X(!a U (a & Xa))) | (((a | Xa) & (!a | X(a & (Xa | ((!a | Xa…
aut_10036.hoa,?,?,buchi,5,1,6,1.2,1.112,True,a | XF!a
aut_10039.hoa,?,?,buchi,5,1,6,1.2,1.112,True,a | XF!a
aut_10040.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_10044.hoa,?,?,acc,4,0,5,1.2,1.097,True,a | X!a
aut_10048.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_10050.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_10051.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_10052.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_10054.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_10055.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_10056.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_10060.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_10080.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_10082.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_10084.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_10086.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_10088.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_10092.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_10096.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_10099.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_10100.hoa,?,?,daisy2,1,0,1,1.0,0.067,True,1
aut_10103.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_10104.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_10108.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_10112.hoa,?,?,daisy2,4,1,5,1.2,0.065,True,G(a | Xa)
aut_10114.hoa,?,?,daisy2,4,1,5,1.2,0.064,True,G(a | Xa)
aut_10116.hoa,?,?,daisy,3,2,3,1.0,0.064,True,GFa
aut_10176.hoa,?,?,-,,,,,0.584,NOT_LTL,
aut_10178.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_10179.hoa,?,?,-,,,,,0.582,NOT_LTL,
aut_10180.hoa,?,?,buchi,5,1,6,1.2,1.120,True,a | XF!a
aut_10182.hoa,?,?,acc,1,0,1,1.0,1.098,True,1
aut_10183.hoa,?,?,buchi,5,1,6,1.2,1.117,True,a | XF!a
aut_10184.hoa,?,?,-,,,,,0.579,NOT_LTL,
aut_10188.hoa,?,?,buchi,5209,999,3079430739250379,591175031532.0,1.765,UNVERIFIED_SIZE,<unflattened DAG: 3079430739250379 tree nodes>
aut_10246.hoa,?,?,daisy+strength2,4,2,5,1.2,0.063,True,a & GFa
aut_10249.hoa,?,?,daisy,1,0,1,1.0,0.064,True,a
aut_10262.hoa,?,?,buchi,24,5,50,2.1,1.127,True,a & X(Fa & (!a | XFa) & ((!a & (a | G(a | X!a))) | G((a | X(a R (!a | XFa))) & (…
aut_10263.hoa,?,?,acc,1,0,1,1.0,1.110,True,a
aut_10266.hoa,?,?,partscc,5,1,7,1.4,0.066,True,a & G(a | Xa)
aut_10295.hoa,?,?,daisy,1,0,1,1.0,0.061,True,a
aut_10304.hoa,?,?,buchi,200,41,8880,44.4,1.142,True,a & (Xa | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (Xa | ((a | X(a | Xa)) U (!a…
aut_10306.hoa,?,?,buchi,200,41,8880,44.4,1.144,True,a & (Xa | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (Xa | ((a | X(a | Xa)) U (!a…
aut_10307.hoa,?,?,-,,,,,0.580,NOT_LTL,
aut_10308.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_10311.hoa,?,?,acc,1,0,1,1.0,1.108,True,a
aut_10320.hoa,?,?,partscc,5,1,7,1.4,0.064,True,a & G(a | Xa)
aut_10339.hoa,?,?,-,,,,,0.585,NOT_LTL,
aut_10354.hoa,?,?,partscc,5,1,7,1.4,0.065,True,a & G(a | Xa)
aut_10371.hoa,?,?,buchi,787,147,6052771,7690.9,1.185,UNVERIFIED_SIZE,<unflattened DAG: 6052771 tree nodes>
aut_10372.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_10375.hoa,?,?,acc,1,0,1,1.0,1.115,True,a
aut_10380.hoa,?,?,buchi,1704,297,61234521089706,35935751813.2,1.203,UNVERIFIED_SIZE,<unflattened DAG: 61234521089706 tree nodes>
aut_10435.hoa,?,?,-,,,,,0.584,NOT_LTL,
aut_10439.hoa,?,?,acc,1,0,1,1.0,1.108,True,a
aut_10562.hoa,?,?,daisy,1,0,1,1.0,0.066,True,1
aut_10563.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_10592.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_10594.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_10608.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_10611.hoa,?,?,daisy,1,0,1,1.0,0.061,True,1
aut_10688.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_10690.hoa,?,?,daisy,1,0,1,1.0,0.063,True,1
aut_10691.hoa,?,?,acc,4,0,5,1.2,1.108,True,a | X!a
aut_11273.hoa,?,?,daisy,1,0,1,1.0,0.065,True,1
aut_11285.hoa,?,?,daisy,1,0,1,1.0,0.063,True,1
aut_11286.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_11287.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_11319.hoa,?,?,buchi,30,7,63,2.1,1.112,True,(F(!a & XF(a & X!a)) & ((a | X(a & XF!a)) U (!a & X(a & XF!a)))) | (a U (!a & X!…
aut_11328.hoa,?,?,-,,,,,0.582,NOT_LTL,
aut_11331.hoa,?,?,-,,,,,0.585,NOT_LTL,
aut_11332.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_11335.hoa,?,?,acc,1,0,1,1.0,1.131,True,1
aut_11336.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_11340.hoa,?,?,buchi,1028,188,759621667,738931.6,1.201,UNVERIFIED_SIZE,<unflattened DAG: 759621667 tree nodes>
aut_11363.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_11376.hoa,?,?,-,,,,,0.584,NOT_LTL,
aut_11378.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_11379.hoa,?,?,-,,,,,0.576,NOT_LTL,
aut_11380.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_11383.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_11384.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_11388.hoa,?,?,-,,,,,0.580,NOT_LTL,
aut_11395.hoa,?,?,buchi,66,11,401,6.1,1.122,True,(F(!a & X!a) & G(a | X(a | X((!a | XF(!a & X!a)) & (a | ((X(a | X(a R (!a | XF(!…
aut_11399.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_11408.hoa,?,?,daisy,1,0,1,1.0,0.064,True,1
aut_11410.hoa,?,?,daisy,1,0,1,1.0,0.061,True,1
aut_11456.hoa,?,?,-,,,,,0.583,NOT_LTL,
